Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
INDEX	index	NOUN	NN	nsubjpass	indicated		True	False	False
TO	to	ADP	IN	prep	INDEX		True	False	True
GENERA	genera	NOUN	NN	pobj	TO		True	False	False
,	,	PUNCT	,	punct	GENERA		False	True	False
SPECIES	specie	NOUN	NNS	appos	GENERA		True	False	False
,	,	PUNCT	,	punct	SPECIES		False	True	False
ETC	etc	X	FW	nmod	SPECIES		True	False	False
.	.	PUNCT	,	punct	INDEX		False	True	False
,	,	PUNCT	,	punct	INDEX		False	True	False
DESCRIBED	describe	VERB	VBN	acl	INDEX		True	False	False
AND	and	CCONJ	CC	cc	INDEX		True	False	True
Species	specie	NOUN	NNS	nsubjpass	indicated		True	False	False
described	describe	VERB	VBN	acl	Species		True	False	False
as	as	ADP	IN	prep	described		True	False	True
new	new	ADJ	JJ	amod	as		True	False	False
are	be	AUX	VBP	auxpass	indicated		True	False	True
indicated	indicate	VERB	VBN	ROOT	indicated		True	False	False
by	by	ADP	IN	agent	indicated		True	False	True
heavy	heavy	ADJ	JJ	amod	faced		True	False	False
-	-	PUNCT	HYPH	punct	faced		False	True	False
faced	faced	ADJ	JJ	amod	synonyms		True	False	False
,	,	PUNCT	,	punct	synonyms		False	True	False
synonyms	synonym	NOUN	NNS	pobj	by		True	False	False
by	by	ADP	IN	prep	synonyms		True	False	True
italic	italic	ADJ	JJ	amod	numerals		True	False	False
numerals	numeral	NOUN	NNS	pobj	by		True	False	False
.	.	PUNCT	.	punct	indicated		False	True	False
"
"	"
"	SPACE	_SP	punct	indicated		False	False	False
Abra	Abra	PROPN	NNP	compound	lequalis		True	False	False
lequalis	lequalis	PROPN	NNP	npadvmod	indicated		True	False	False
497	497	NUM	CD	nummod	nebulosa		False	False	False
Abraeris	Abraeris	PROPN	NNP	compound	nebulosa	TAXA	True	False	False
nebulosa	nebulosa	PROPN	NNP	appos	lequalis	TAXA	True	False	False
339	339	NUM	CD	nummod	signatipes		False	False	False
signatipes	signatipes	PROPN	NNP	appos	nebulosa		True	False	False
339	339	NUM	CD	nummod	gladius		False	False	False
Ace^tra	ace^tra	X	FW	dep	gladius	TAXA	False	False	False
gladius	gladius	PROPN	NNP	appos	signatipes	TAXA	True	False	False
576	576	NUM	CD	nummod	oxyrhynchus		False	False	False
oxyrhynchus	oxyrhynchus	X	FW	appos	gladius		True	False	False
..	..	PUNCT	NFP	punct	lequalis		False	True	False
,	,	PUNCT	,	punct	lequalis		False	True	False
576	576	NUM	CD	nummod	concentrica		False	False	False
Achatina	Achatina	PROPN	NNP	compound	concentrica	TAXA	True	False	False
concentrica	concentrica	PROPN	NNP	appos	lequalis	TAXA	True	False	False
645	645	NUM	CD	nummod	gundlachi		False	False	False
gundlachi	gundlachi	X	FW	appos	concentrica		True	False	False
646	646	NUM	CD	nummod	lamellata		False	False	False
lamellata	lamellata	NOUN	NN	nmod	gundlachi		True	False	False
645	645	NUM	CD	nummod	pulchella		False	False	False
pulchella	pulchella	PROPN	NNP	appos	concentrica		True	False	False
639	639	NUM	CD	nummod	exigua		False	False	False
Acheta	Acheta	PROPN	NNP	compound	exigua	TAXA	True	False	False
exigua	exigua	X	FW	nmod	pulchella	TAXA	True	False	False
406	406	NUM	CD	dep	hospes		False	False	False
,	,	PUNCT	,	punct	hospes		False	True	False
417	417	NUM	CD	dep	hospes		False	False	False
,	,	PUNCT	,	punct	hospes		False	True	False
479	479	NUM	CD	nummod	hospes		False	False	False
hospes	hospes	X	FW	appos	exigua		True	False	False
405,417	405,417	NUM	CD	nummod	servilis		False	False	False
servilis	servilis	X	FW	dep	sylvestris		True	False	False
405	405	NUM	CD	dep	sylvestris		False	False	False
,	,	PUNCT	,	punct	sylvestris		False	True	False
AM	am	NUM	CD	dep	sylvestris		True	False	True
sylvestris	sylvestris	X	FW	dep	vittata		True	False	False
395	395	NUM	CD	nummod	vittata		False	False	False
vittata	vittata	X	FW	appos	hospes		True	False	False
..	..	PUNCT	:	punct	lequalis		False	True	False
405	405	NUM	CD	ROOT	405		False	False	False
,	,	PUNCT	,	punct	405		False	True	False
406	406	NUM	CD	dep	,		False	False	False
,	,	PUNCT	,	punct	405		False	True	False
417	417	NUM	CD	appos	405		False	False	False
Achirus	Achirus	PROPN	NNP	compound	fasciatus	TAXA	True	False	False
fasciatus	fasciatus	X	FW	ROOT	fasciatus	TAXA	True	False	False
65	65	NUM	CD	nummod	sturio		False	False	False
Acipenser	Acipenser	PROPN	NNP	dep	sturio	TAXA	True	False	False
sturio	sturio	PROPN	NNP	appos	fasciatus	TAXA	True	False	False
62	62	NUM	CD	nummod	punctulata		False	False	False
Acmsea	Acmsea	PROPN	NNP	dep	punctulata	TAXA	True	False	False
punctulata	punctulata	X	FW	nmod	sturio	TAXA	True	False	False
'	'	NUM	CD	nmod	punctulata		False	True	False
496	496	NUM	CD	nummod	Acornus		False	False	False
Acontista	Acontista	PROPN	NNP	dep	bimaculata	TAXA	True	False	False
bimaculata	bimaculata	X	FW	dep	Acornus	TAXA	True	False	False
284	284	NUM	CD	nummod	Acornus		False	False	False
Acornus	Acornus	PROPN	NNP	appos	'		True	False	False
48	48	NUM	CD	nummod	Acridida		False	False	False
Acridida	Acridida	PROPN	NNP	appos	Acornus		True	False	False
;	;	PUNCT	:	punct	fasciatus		False	True	False
304	304	NUM	CD	nummod	Acridinse		False	False	False
Acridinse	Acridinse	PROPN	NNP	appos	fasciatus		True	False	False
83	83	NUM	CD	nummod	cruentatum		False	False	False
Acridium	Acridium	PROPN	NNP	compound	cruentatum	TAXA	True	False	False
cruentatum	cruentatum	X	FW	appos	Acridinse	TAXA	True	False	False
334	334	NUM	CD	nummod	electum		False	False	False
electum	electum	X	FW	nmod	Acridinse		True	False	False
334	334	NUM	CD	nummod	omnicolor		False	False	False
omnicolor	omnicolor	PROPN	NNP	nmod	electum		True	False	False
334	334	NUM	CD	nummod	paranense		False	False	False
paranense	paranense	PROPN	NNP	nmod	omnicolor		True	False	False
112,340	112,340	NUM	CD	nummod	peregrinum		False	False	False
peregrinum	peregrinum	PROPN	NNP	nmod	paranense		True	False	False
112	112	NUM	CD	nummod	Acris		False	False	False
Acris	Acris	PROPN	NNP	appos	peregrinum	TAXA	True	False	False
161	161	NUM	CD	nummod	longimanus		False	False	False
Acrocinus	Acrocinus	PROPN	NNP	compound	longimanus	TAXA	True	False	False
longimanus	longimanus	PROPN	NNP	appos	Acris	TAXA	True	False	False
685	685	NUM	CD	nummod	alopecias		False	False	False
Acrorchilus	Acrorchilus	PROPN	NNP	compound	alopecias	TAXA	True	False	False
alopecias	alopecias	PROPN	NNP	appos	longimanus	TAXA	True	False	False
202	202	NUM	CD	nummod	spinosa		False	False	False
Acrosoma	Acrosoma	PROPN	NNP	dep	spinosa	TAXA	True	False	False
12	12	NUM	CD	nummod	spinosa		False	False	False
-	-	NUM	CD	dep	spinosa		False	True	False
spinosa	spinosa	PROPN	NNP	appos	alopecias		True	False	False
679	679	NUM	CD	nummod	insequalis		False	False	False
insequalis	insequalis	PROPN	NNP	appos	spinosa		True	False	False
679	679	NUM	CD	nummod	diina		False	False	False
Aery	Aery	PROPN	NNP	compound	diina		True	False	False
diina	diina	PROPN	NNP	appos	insequalis		True	False	False
;	;	PUNCT	:	punct	electum		False	True	False
82	82	NUM	CD	nummod	latreillei		False	False	False
Aerydium	Aerydium	PROPN	NNP	compound	latreillei	TAXA	True	False	False
latreillei	latreillei	PROPN	NNP	nmod	electum	TAXA	True	False	False
88	88	NUM	CD	nummod	punctatum		False	False	False
punctatum	punctatum	NOUN	NN	appos	latreillei		True	False	False
316	316	NUM	CD	nummod	aggregatus		False	False	False
Actinocyclus	Actinocyclus	PROPN	NNP	compound	aggregatus	TAXA	True	False	False
barkleyi	barkleyi	PROPN	NNP	dep	aggregatus	TAXA	True	False	False
aggregatus	aggregatus	NOUN	NN	appos	punctatum		True	False	False
.582	.582	NUM	CD	punct	Admestina		False	False	False
Actitis	Actitis	PROPN	NNP	compound	maeularia	TAXA	True	False	False
maeularia	maeularia	PROPN	NNP	dep	beaui	TAXA	True	False	False
192	192	NUM	CD	nummod	beaui		False	False	False
Adeorbis	Adeorbis	PROPN	NNP	dep	beaui	TAXA	True	False	False
beaui	beaui	PROPN	NNP	dep	Admestina	TAXA	True	False	False
27	27	NUM	CD	nummod	Admestina		False	False	False
Admestina	Admestina	PROPN	NNP	nmod	fasciatus	TAXA	True	False	False
!	!	PUNCT	.	punct	Admestina		False	True	False
"
"	"
"	SPACE	_SP	nmod	fasciatus		False	False	False
187	187	NUM	CD	nummod	geayi		False	False	False
iEquidens	iEquidens	PROPN	NNP	dep	geayi		True	False	False
geayi	geayi	PROPN	NNP	dep	"
"		True	False	False
579	579	NUM	CD	nummod	madeirse		False	False	False
madeirse	madeirse	PROPN	NNP	appos	geayi		True	False	False
576	576	NUM	CD	nummod	rivulatus		False	False	False
rivulatus	rivulatus	PROPN	NNP	appos	madeirse		True	False	False
579	579	NUM	CD	nummod	tetramerus		False	False	False
tetramerus	tetramerus	PROPN	NNP	nmod	rivulatus		True	False	False
579	579	NUM	CD	nummod	agarieites		False	False	False
Agaricia	Agaricia	PROPN	NNP	dep	agarieites	TAXA	True	False	False
agarieites	agarieites	PROPN	NNP	appos	tetramerus		True	False	False
497	497	NUM	CD	nummod	millepunctata		False	False	False
Agathemera	Agathemera	PROPN	NNP	compound	millepunctata	TAXA	True	False	False
millepunctata	millepunctata	PROPN	NNP	appos	agarieites	TAXA	True	False	False
300	300	NUM	CD	nummod	sp		False	False	False
Agelsena	Agelsena	PROPN	NNP	dep	sp		True	False	False
sp	sp	PROPN	NNP	appos	millepunctata		True	False	False
67S	67s	NUM	CD	nummod	icterocephalus		False	False	False
Agelaius	Agelaius	PROPN	NNP	compound	icterocephalus	TAXA	True	False	False
icterocephalus	icterocephalus	PROPN	NNP	appos	sp	TAXA	True	False	False
211	211	NUM	CD	nummod	hentzi		False	False	False
Agelena	Agelena	PROPN	NNP	compound	hentzi	TAXA	True	False	False
hentzi	hentzi	PROPN	NNP	appos	icterocephalus	TAXA	True	False	False
182	182	NUM	CD	nummod	naevia		False	False	False
naevia	naevia	PROPN	NNP	appos	millepunctata		True	False	False
182	182	NUM	CD	nummod	pennsylvanica		False	False	False
pennsylvanica	pennsylvanica	PROPN	NNP	nmod	millepunctata		True	False	False
183	183	NUM	CD	nummod	maeulata		False	False	False
Agrsecia	Agrsecia	PROPN	NNP	compound	maeulata	TAXA	True	False	False
maeulata	maeulata	PROPN	NNP	nmod	pennsylvanica	TAXA	True	False	False
375	375	NUM	CD	nummod	azteca		False	False	False
Agrioenemis	Agrioenemis	PROPN	NNP	dep	azteca		True	False	False
221	221	NUM	CD	nummod	azteca		False	False	False
Agriolestes	Agriolestes	PROPN	NNP	dep	azteca	TAXA	True	False	False
257	257	NUM	CD	nummod	azteca		False	False	False
Agrion	Agrion	PROPN	NNP	compound	eiehstattense	TAXA	True	False	False
eiehstattense	eiehstattense	PROPN	NNP	dep	azteca		True	False	False
247	247	NUM	CD	nummod	azteca		False	False	False
Aidemona	Aidemona	PROPN	NNP	dep	azteca	TAXA	True	False	False
112	112	NUM	CD	nummod	azteca		False	False	False
azteca	azteca	PROPN	NNP	appos	millepunctata		True	False	False
112	112	NUM	CD	nummod	ajaja		False	False	False
Ajaia	Ajaia	PROPN	NNP	compound	ajaja	TAXA	True	False	False
ajaja	ajaja	PROPN	NNP	appos	azteca	TAXA	True	False	False
193	193	NUM	CD	nummod	tervarieosa		False	False	False
Alaba	Alaba	PROPN	NNP	compound	tervarieosa	TAXA	True	False	False
tervarieosa	tervarieosa	PROPN	NNP	appos	millepunctata	TAXA	True	False	False
495	495	NUM	CD	nummod	cerithioides		False	False	False
Alabina	Alabina	PROPN	NNP	compound	cerithioides	TAXA	True	False	False
cerithioides	cerithioides	PROPN	NNP	nmod	tervarieosa	TAXA	True	False	False
495	495	NUM	CD	nummod	Alcedinidaj		False	False	False
Alcedinidaj	Alcedinidaj	PROPN	NNP	appos	cerithioides		True	False	False
197	197	NUM	CD	nummod	amazona		False	False	False
Alcedo	Alcedo	PROPN	NNP	compound	amazona	TAXA	True	False	False
amazona	amazona	PROPN	NNP	appos	Alcedinidaj	TAXA	True	False	False
197	197	NUM	CD	nummod	americana		False	False	False
americana	americana	PROPN	NNP	appos	amazona		True	False	False
197	197	NUM	CD	nummod	inda		False	False	False
inda	inda	PROPN	NNP	appos	americana		True	False	False
197	197	NUM	CD	nummod	torquata		False	False	False
torquata	torquata	PROPN	NNP	appos	inda		True	False	False
197	197	NUM	CD	nummod	brachypterus		False	False	False
Alenas	Alenas	PROPN	NNP	compound	brachypterus	TAXA	True	False	False
brachypterus	brachypterus	PROPN	NNP	appos	torquata	TAXA	True	False	False
338	338	NUM	CD	nummod	gracilis		False	False	False
gracilis	gracilis	PROPN	NNP	appos	brachypterus		True	False	False
338	338	NUM	CD	nummod	lincatus		False	False	False
lincatus	lincatus	PROPN	NNP	appos	gracilis		True	False	False
338	338	NUM	CD	nummod	vitticoUis		False	False	False
vitticoUis	vitticoUis	PROPN	NNP	nmod	lincatus		True	False	False
338	338	NUM	CD	nmod	lincatus		False	False	False
Algansea	Algansea	PROPN	NNP	dep	,	TAXA	True	False	False
ant	ant	PROPN	NNP	dep	ica		True	False	False
ica	ica	PROPN	NNP	appos	Algansea		True	False	False
69	69	NUM	CD	nmod	Algansea		False	False	False
,	,	PUNCT	,	nmod	cerithioides		False	True	False
^.9	^.9	NUM	CD	dep	formosa		False	False	False
formosa	formosa	PROPN	NNP	dep	70		True	False	False
70	70	NUM	CD	dep	,		False	False	False
,	,	PUNCT	,	punct	,		False	True	False
70	70	NUM	CD	appos	,		False	False	False
,	,	PUNCT	,	punct	,		False	True	False
71	71	NUM	CD	nummod	AUodape		False	False	False
AUodape	AUodape	PROPN	NNP	appos	,		True	False	False
29	29	NUM	CD	nummod	Allolestes		False	False	False
Allolestes	Allolestes	PROPN	NNP	appos	AUodape	TAXA	True	False	False
259	259	NUM	CD	appos	cerithioides		False	False	False
,	,	PUNCT	,	punct	geayi		False	True	False
262	262	NUM	CD	nummod	Allonemobius		False	False	False
Allonemobius	Allonemobius	PROPN	NNP	appos	geayi	TAXA	True	False	False
,	,	PUNCT	,	punct	Allonemobius		False	True	False
399	399	NUM	CD	dep	434	CARDINAL	False	False	False
,	,	PUNCT	,	punct	434		False	True	False
402	402	NUM	CD	nummod	434	CARDINAL	False	False	False
,	,	PUNCT	,	punct	434		False	True	False
405	405	NUM	CD	nummod	434	CARDINAL	False	False	False
,	,	PUNCT	,	punct	434		False	True	False
430	430	NUM	CD	dep	434	CARDINAL	False	False	False
,	,	PUNCT	,	punct	434		False	True	False
434	434	NUM	CD	appos	Allonemobius		False	False	False
.	.	NUM	CD	appos	geayi		False	True	False
"
"	"
"	SPACE	_SP	nmod	fasciatus		False	False	False
444	444	NUM	CD	attr	"
"		False	False	False
,	,	PUNCT	,	punct	444		False	True	False
446	446	NUM	CD	nummod	Allopodagrion		False	False	False
Allopodagrion	Allopodagrion	PROPN	NNP	appos	444	TAXA	True	False	False
,	,	PUNCT	,	punct	Allopodagrion		False	True	False
234	234	NUM	CD	dep	258	CARDINAL	False	False	False
,	,	PUNCT	,	punct	258		False	True	False
236	236	NUM	CD	nummod	258	CARDINAL	False	False	False
,	,	PUNCT	,	punct	258		False	True	False
237	237	NUM	CD	nummod	258	CARDINAL	False	False	False
,	,	PUNCT	,	punct	258		False	True	False
251	251	NUM	CD	dep	258	CARDINAL	False	False	False
,	,	PUNCT	,	punct	258		False	True	False
258	258	NUM	CD	appos	Allopodagrion		False	False	False
.	.	NUM	CD	appos	Allopodagrion		False	True	False
"
"	"
"	SPACE	_SP	punct	fasciatus		False	False	False
262	262	NUM	CD	ROOT	262		False	False	False
,	,	PUNCT	,	ROOT	,		False	True	False
263	263	NUM	CD	ROOT	263		False	False	False
nebulosum	nebulosum	PROPN	NNP	ROOT	nebulosum		True	False	False
250	250	NUM	CD	nummod	sapidissima		False	False	False
Alosa	Alosa	PROPN	NNP	dep	sapidissima	TAXA	True	False	False
sapidissima	sapidissima	PROPN	NNP	appos	nebulosum	TAXA	True	False	False
62	62	NUM	CD	nummod	daedala		False	False	False
Alveopora	Alveopora	PROPN	NNP	dep	daedala	TAXA	True	False	False
daedala	daedala	PROPN	NNP	appos	sapidissima	TAXA	True	False	False
593	593	NUM	CD	nmod	nebulosum		False	False	False
,	,	NUM	CD	nmod	nebulosum		False	True	False
599	599	NUM	CD	nummod	amazonica		False	False	False
fenestrata	fenestrata	PROPN	NNP	dep	amazonica		True	False	False
599	599	NUM	CD	nummod	microscopica		False	False	False
microscopica	microscopica	PROPN	NNP	dep	minor		True	False	False
599	599	NUM	CD	nummod	minor		False	False	False
minor	minor	ADJ	JJ	dep	regularis		True	False	False
593	593	NUM	CD	nummod	regularis		False	False	False
regularis	regularis	ADJ	JJ	dep	olivacea		True	False	False
593,599	593,599	NUM	CD	nummod	olivacea		False	False	False
Amaura	Amaura	PROPN	NNP	dep	olivacea	TAXA	True	False	False
olivacea	olivacea	PROPN	NNP	dep	spinata	TAXA	True	False	False
365	365	NUM	CD	nummod	spinata		False	False	False
spinata	spinata	PROPN	NNP	dep	pictus		True	False	False
365	365	NUM	CD	nummod	pictus		False	False	False
Amaurobius	Amaurobius	PROPN	NNP	compound	pictus	TAXA	True	False	False
pictus	pictus	PROPN	NNP	dep	severus	TAXA	True	False	False
181	181	NUM	CD	nummod	severus		False	False	False
severus	severus	PROPN	NNP	dep	nevadensis		True	False	False
181	181	NUM	CD	nummod	nevadensis		False	False	False
nevadensis	nevadensis	PROPN	NNP	dep	amazonica		True	False	False
181	181	NUM	CD	nummod	amazonica		False	False	False
Amazona	Amazona	PROPN	NNP	compound	amazonica	TAXA	True	False	False
amazonica	amazonica	PROPN	NNP	dep	ochrocephala	TAXA	True	False	False
197	197	NUM	CD	nummod	ochrocephala		False	False	False
ochrocephala	ochrocephala	PROPN	NNP	appos	,		True	False	False
197	197	NUM	CD	nummod	'		False	False	False
'	'	NUM	CD	nmod	ochrocephala		False	True	False
22	22	NUM	CD	appos	nebulosum		False	False	False
[	[	PUNCT	-LRB-	ROOT	[		False	True	False
Dec	Dec	PROPN	NNP	npadvmod	[		True	False	False
,	,	PUNCT	,	punct	Dec		False	True	False
.\mblodon	.\mblodon	PROPN	NNP	appos	[		False	False	False
bubalus	bubalus	PROPN	NNP	appos	.\mblodon		True	False	False
45	45	NUM	CD	nummod	cyprinella		False	False	False
45	45	NUM	CD	nummod	cyprinella		False	False	False
cyprinella	cyprinella	PROPN	NNP	appos	bubalus		True	False	False
45	45	NUM	CD	dep	169		False	False	False
45	45	NUM	CD	dep	169		False	False	False
169	169	NUM	CD	appos	.\mblodon		False	False	False
Amblysr	Amblysr	PROPN	NNP	ROOT	Amblysr		True	False	False
-	-	X	FW	ROOT	-		False	True	False
aiihcus	aiihcus	PROPN	NNP	ROOT	aiihcus		True	False	False
glaucipe.s	glaucipe.s	PROPN	NNP	ROOT	glaucipe.s		False	False	False
lineatus	lineatus	NOUN	NN	ROOT	lineatus		True	False	False
318	318	NUM	CD	ROOT	318		False	False	False
318	318	NUM	CD	ROOT	318		False	False	False
318	318	NUM	CD	ROOT	318		False	False	False
Amblytropidia	Amblytropidia	PROPN	NNP	compound	robusta	TAXA	True	False	False
robusta	robusta	X	FW	dep	.	TAXA	True	False	False
.	.	PUNCT	.	ROOT	.		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
.	.	PUNCT	.	dep	"
"		False	True	False
"
"	"
"	SPACE	_SP	parataxis	"
"		False	False	False
.	.	PUNCT	.	dep	"
"		False	True	False
"
"	"
"	SPACE	_SP	aux	"
"		False	False	False
.	.	PUNCT	.	advcl	"
"		False	True	False
"
"	"
"	SPACE	_SP	aux	"
"		False	False	False
Ameiva	ameiva	X	FW	dep	.	TAXA	True	False	False
ameiva	ameiva	X	FW	nmod	antennatus	TAXA	True	False	False
septemlineata	septemlineata	X	FW	compound	antennatus		True	False	False
Ammotrecha	ammotrecha	X	FW	compound	antennatus	TAXA	True	False	False
stolli	stolli	X	FW	dep	antennatus	TAXA	True	False	False
Amorphopus	Amorphopus	PROPN	NNP	compound	antennatus	TAXA	True	False	False
antennatus	antennatus	X	FW	appos	Ameiva	TAXA	True	False	False
.	.	PUNCT	.	dep	"
"		False	True	False
"
"	"
"	SPACE	_SP	appos	"
"		False	False	False
-Vniphilestes	-Vniphilestes	PROPN	NNP	nummod	.		False	False	False
315	315	NUM	CD	appos	-Vniphilestes		False	False	False
173	173	NUM	CD	dep	258		False	False	False
170	170	NUM	CD	dep	258		False	False	False
684	684	NUM	CD	dep	258		False	False	False
82	82	NUM	CD	dep	258		False	False	False
258	258	NUM	CD	appos	315		False	False	False
Amphiprora	Amphiprora	PROPN	NNP	dep	.	TAXA	True	False	False
conspicua	conspicua	PROPN	NNP	dep	.	TAXA	True	False	False
582	582	NUM	CD	dep	.		False	False	False
246,248	246,248	NUM	CD	dep	.		False	False	False
Ampullaria	Ampullaria	PROPN	NNP	dep	659	TAXA	True	False	False
622	622	NUM	CD	dep	659		False	False	False
bridgesii	bridgesii	X	FW	dep	659		True	False	False
crassa	crassa	NOUN	NN	dep	659		True	False	False
620,660	620,660	NUM	CD	dep	659		False	False	False
620	620	NUM	CD	dep	659		False	False	False
,	,	NUM	CD	dep	659		False	True	False
660	660	NUM	CD	dep	659		False	False	False
figulina	figulina	NOUN	NN	dep	659		True	False	False
620,659	620,659	NUM	CD	dep	659		False	False	False
620	620	NUM	CD	dep	659		False	False	False
,	,	NUM	CD	dep	659		False	True	False
659	659	NUM	CD	dep	.		False	False	False
insularum	insularum	ADJ	JJ	dep	argentina		True	False	False
lineata	lineata	X	FW	dep	argentina		True	False	False
nobilis	nobilis	X	FW	nmod	argentina		True	False	False
peristomata	peristomata	X	FW	compound	argentina		True	False	False
testudinea	testudinea	X	FW	dep	argentina		True	False	False
Ampullariidpe	Ampullariidpe	PROPN	NNP	dep	argentina		True	False	False
Ainusium	Ainusium	PROPN	NNP	dep	argentina		True	False	False
Aiiab	aiiab	X	FW	dep	argentina		True	False	False
lysis	lysis	X	FW	dep	argentina		True	False	False
Anachis	anachis	X	FW	compound	argentina	TAXA	True	False	False
