Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
REMARKS	remark	NOUN	NNS	ROOT	REMARKS		True	False	False
UPON	upon	SCONJ	IN	prep	REMARKS		True	False	True
THE	the	DET	DT	det	MUSKRAT		True	False	True
ROUND	round	ADV	RB	advmod	TAILED		True	False	False
-	-	PUNCT	HYPH	punct	TAILED		False	True	False
TAILED	tail	VERB	VBN	amod	MUSKRAT		True	False	False
MUSKRAT	MUSKRAT	PROPN	NNP	pobj	UPON		True	False	False
,	,	PUNCT	,	punct	REMARKS		False	True	False
NEOFIBER	NEOFIBER	PROPN	NNP	compound	ALLENI		True	False	False
ALLENI	ALLENI	PROPN	NNP	appos	REMARKS		True	False	False
,	,	PUNCT	,	punct	REMARKS		False	True	False
TRUE	true	ADJ	JJ	amod	REMARKS		True	False	False
.	.	PUNCT	.	punct	REMARKS		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
FRANK	FRANK	PROPN	NNP	compound	BAKER	PERSON	True	False	False
C.	C.	PROPN	NNP	compound	BAKER	PERSON	False	False	False
BAKER	BAKER	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	appeared		False	False	False
The	the	DET	DT	det	description		True	False	True
original	original	ADJ	JJ	amod	description		True	False	False
description	description	NOUN	NN	nsubj	appeared		True	False	False
of	of	ADP	IN	prep	description		True	False	True
this	this	DET	DT	det	animal		True	False	True
animal	animal	NOUN	NN	pobj	of		True	False	False
appeared	appear	VERB	VBD	ROOT	appeared		True	False	False
in	in	ADP	IN	prep	appeared		True	False	True
Science	Science	PROPN	NNP	pobj	in	ORG	True	False	False
,	,	PUNCT	,	punct	Science	ORG	False	True	False
IV	iv	NUM	CD	appos	Science	ORG	True	False	False
,	,	PUNCT	,	punct	Science		False	True	False
No	no	NOUN	NN	appos	Science		True	False	True
.	.	NOUN	NN	appos	Science		False	True	False
"
"	"
"	SPACE	_SP	punct	appeared		False	False	False
75	75	NUM	CD	nummod	"
"	CARDINAL	False	False	False
,	,	PUNCT	,	punct	75		False	True	False
1884	1884	NUM	CD	appos	75	DATE	False	False	False
,	,	PUNCT	,	punct	"
"		False	True	False
p.	p.	NOUN	NN	dobj	appeared		False	False	False
34	34	NUM	CD	nummod	p.	CARDINAL	False	False	False
.	.	PUNCT	.	punct	appeared		False	True	False
"
"	"
"	SPACE	_SP	punct	followed		False	False	False
This	this	DET	DT	nsubjpass	followed		True	False	True
was	be	AUX	VBD	auxpass	followed		True	False	True
followed	follow	VERB	VBN	ROOT	followed		True	False	False
by	by	ADP	IN	agent	followed		True	False	True
one	one	NUM	CD	pobj	by	CARDINAL	True	False	True
of	of	ADP	IN	prep	one		True	False	True
a	a	DET	DT	det	character		True	False	True
more	more	ADV	RBR	advmod	detailed		True	False	True
detailed	detailed	ADJ	JJ	amod	character		True	False	False
character	character	NOUN	NN	pobj	of		True	False	False
in	in	ADP	IN	prep	one		True	False	True
the	the	DET	DT	det	Proceedings	ORG	True	False	True
Proceedings	Proceedings	PROPN	NNPS	pobj	in	ORG	True	False	False
of	of	ADP	IN	prep	Proceedings	ORG	True	False	True
the	the	DET	DT	det	Museum	ORG	True	False	True
United	United	PROPN	NNP	compound	States	ORG	True	False	False
States	States	PROPN	NNP	compound	Museum	ORG	True	False	False
National	National	PROPN	NNP	compound	Museum	ORG	True	False	False
Museum	Museum	PROPN	NNP	pobj	of	ORG	True	False	False
,	,	PUNCT	,	punct	Proceedings		False	True	False
VII	vii	NUM	CD	appos	Proceedings	CARDINAL	True	False	False
,	,	PUNCT	,	punct	Proceedings		False	True	False
1884	1884	NUM	CD	appos	Proceedings	DATE	False	False	False
,	,	PUNCT	,	punct	Proceedings		False	True	False
p.	p.	NOUN	NN	appos	Proceedings		False	False	False
170	170	NUM	CD	nummod	p.	CARDINAL	False	False	False
.	.	PUNCT	.	punct	followed		False	True	False
"
"	"
"	SPACE	_SP	punct	been		False	False	False
The	the	DET	DT	det	habits		True	False	True
habits	habit	NOUN	NNS	nsubj	been		True	False	False
and	and	CCONJ	CC	cc	habits		True	False	True
distribution	distribution	NOUN	NN	conj	habits		True	False	False
of	of	ADP	IN	prep	habits		True	False	True
this	this	DET	DT	det	mammal		True	False	True
mammal	mammal	NOUN	NN	pobj	of		True	False	False
have	have	AUX	VBP	aux	been		True	False	True
been	be	VERB	VBN	ROOT	been		True	False	True
,	,	PUNCT	,	punct	been		False	True	False
until	until	ADP	IN	prep	been		True	False	True
recently	recently	ADV	RB	pcomp	until		True	False	False
,	,	PUNCT	,	punct	been		False	True	False
matters	matter	NOUN	NNS	attr	been		True	False	False
of	of	ADP	IN	prep	matters		True	False	True
conjecture	conjecture	NOUN	NN	pobj	of		True	False	False
;	;	PUNCT	:	punct	been		False	True	False
but	but	CCONJ	CC	cc	been		True	False	True
,	,	PUNCT	,	punct	been		False	True	False
thanks	thank	NOUN	NNS	npadvmod	have		True	False	False
to	to	ADP	IN	prep	thanks		True	False	True
Mr.	Mr.	PROPN	NNP	compound	Chapman		False	False	False
Frank	Frank	PROPN	NNP	compound	Chapman	PERSON	True	False	False
M.	M.	PROPN	NNP	compound	Chapman	PERSON	False	False	False
Chapman	Chapman	PROPN	NNP	pobj	to	PERSON	True	False	False
,	,	PUNCT	,	punct	have		False	True	False
we	we	PRON	PRP	nsubj	have		True	False	True
now	now	ADV	RB	advmod	have		True	False	True
have	have	VERB	VBP	conj	been		True	False	True
a	a	DET	DT	det	number		True	False	True
number	number	NOUN	NN	dobj	have		True	False	False
of	of	ADP	IN	prep	number		True	False	True
interesting	interesting	ADJ	JJ	amod	facts		True	False	False
facts	fact	NOUN	NNS	pobj	of		True	False	False
regarding	regard	VERB	VBG	prep	facts		True	False	True
both	both	CCONJ	CC	preconj	habits		True	False	True
its	its	PRON	PRP$	poss	habits		True	False	True
habits	habit	NOUN	NNS	pobj	regarding		True	False	False
and	and	CCONJ	CC	cc	habits		True	False	True
distribution	distribution	NOUN	NN	conj	habits		True	False	False
.	.	PUNCT	.	punct	have		False	True	False
"
"	"
"	SPACE	_SP	punct	was		False	False	False
The	the	DET	DT	det	place		True	False	True
original	original	ADJ	JJ	amod	place		True	False	False
place	place	NOUN	NN	nsubj	was		True	False	False
of	of	ADP	IN	prep	place		True	False	True
capture	capture	NOUN	NN	pobj	of		True	False	False
by	by	ADP	IN	prep	capture		True	False	True
Dr.	Dr.	PROPN	NNP	compound	Whitttield		False	False	False
Whitttield	Whitttield	PROPN	NNP	pobj	by	PERSON	True	False	False
,	,	PUNCT	,	punct	was		False	True	False
was	be	AUX	VBD	ROOT	was		True	False	True
at	at	ADP	IN	prep	was		True	False	True
Georgiana	Georgiana	PROPN	NNP	pobj	at	TAXA	True	False	False
,	,	PUNCT	,	punct	Georgiana		False	True	False
which	which	DET	WDT	nsubjpass	situated		True	False	True
is	be	AUX	VBZ	auxpass	situated		True	False	True
situated	situate	VERB	VBN	relcl	Georgiana		True	False	False
near	near	SCONJ	IN	prep	situated		True	False	False
the	the	DET	DT	det	extremity		True	False	True
southern	southern	ADJ	JJ	amod	extremity		True	False	False
extremity	extremity	NOUN	NN	pobj	near		True	False	False
of	of	ADP	IN	prep	extremity		True	False	True
Merritts	Merritts	PROPN	NNP	compound	Island	LOC	True	False	False
Island	Island	PROPN	NNP	pobj	of	LOC	True	False	False
in	in	ADP	IN	prep	Island		True	False	True
Eastern	Eastern	PROPN	NNP	compound	Florida	LOC	True	False	False
Florida	Florida	PROPN	NNP	pobj	in	LOC	True	False	False
.	.	PUNCT	.	punct	was		False	True	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
Its	its	PRON	PRP$	poss	locality		True	False	True
present	present	ADJ	JJ	amod	locality		True	False	False
known	known	ADJ	JJ	amod	locality		True	False	False
locality	locality	NOUN	NN	nsubj	is		True	False	False
is	be	AUX	VBZ	ROOT	is		True	False	True
thirty	thirty	NUM	CD	nummod	miles	QUANTITY	True	False	False
miles	mile	NOUN	NNS	npadvmod	south	QUANTITY	True	False	False
south	south	ADV	RB	advmod	is		True	False	False
on	on	ADP	IN	prep	south		True	False	True
the	the	DET	DT	det	peninsula		True	False	True
peninsula	peninsula	NOUN	NN	pobj	on		True	False	False
,	,	PUNCT	,	punct	south		False	True	False
opposite	opposite	ADP	IN	prep	south		True	False	False
Micco	Micco	PROPN	NNP	pobj	opposite	GPE	True	False	False
,	,	PUNCT	,	punct	south		False	True	False
at	at	ADP	IN	prep	south		True	False	True
""""	""""	PUNCT	``	punct	Lodge		False	True	False
Oak	Oak	PROPN	NNP	compound	Lodge	FAC	True	False	False
Lodge	Lodge	PROPN	NNP	pobj	at	FAC	True	False	False
,	,	PUNCT	''	punct	Lodge		False	True	False
""""	""""	PUNCT	''	punct	Lodge		False	True	False
the	the	DET	DT	det	residence		True	False	True
residence	residence	NOUN	NN	appos	Lodge		True	False	False
of	of	ADP	IN	prep	residence		True	False	True
Mr.	Mr.	PROPN	NNP	compound	Latham		False	False	False
C.	C.	PROPN	NNP	compound	Latham	PERSON	False	False	False
F.	F.	PROPN	NNP	compound	Latham	PERSON	False	False	False
Latham	Latham	PROPN	NNP	pobj	of	PERSON	True	False	False
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
At	at	ADP	IN	prep	is		True	False	True
this	this	DET	DT	det	point		True	False	True
point	point	NOUN	NN	pobj	At		True	False	False
the	the	DET	DT	det	peninsula		True	False	True
peninsula	peninsula	NOUN	NN	nsubj	is		True	False	False
is	be	AUX	VBZ	ROOT	is		True	False	True
about	about	ADP	IN	quantmod	three	QUANTITY	True	False	True
three	three	NUM	CD	nummod	quarters	QUANTITY	True	False	True
-	-	PUNCT	HYPH	punct	quarters	QUANTITY	False	True	False
quarters	quarter	NOUN	NNS	npadvmod	wide	QUANTITY	True	False	False
of	of	ADP	IN	prep	quarters	QUANTITY	True	False	True
a	a	DET	DT	det	mile	QUANTITY	True	False	True
mile	mile	NOUN	NN	pobj	of	QUANTITY	True	False	False
wide	wide	ADJ	JJ	acomp	is		True	False	False
,	,	PUNCT	,	punct	is		False	True	False
with	with	ADP	IN	prep	is		True	False	True
a	a	DET	DT	det	fringe		True	False	True
fringe	fringe	NOUN	NN	pobj	with		True	False	False
of	of	ADP	IN	prep	fringe		True	False	True
mangrove	mangrove	NOUN	NN	npadvmod	bordered	HABITAT	True	False	False
-	-	PUNCT	HYPH	punct	bordered		False	True	False
bordered	border	VERB	VBN	amod	islands		True	False	False
islands	island	NOUN	NNS	pobj	of		True	False	False
on	on	ADP	IN	prep	islands		True	False	True
the	the	DET	DT	det	shore		True	False	True
west	west	ADJ	JJ	amod	shore		True	False	False
shore	shore	NOUN	NN	pobj	on	HABITAT	True	False	False
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	punct	are		False	False	False
Upon	upon	SCONJ	IN	prep	are		True	False	True
the	the	DET	DT	det	side		True	False	True
river	river	NOUN	NN	compound	side	HABITAT	True	False	False
side	side	NOUN	NN	pobj	Upon		True	False	True
there	there	PRON	EX	expl	are		True	False	True
are	be	AUX	VBP	ROOT	are		True	False	True
large	large	ADJ	JJ	amod	savannas		True	False	False
savannas	savanna	NOUN	NNS	attr	are		True	False	False
,	,	PUNCT	,	punct	savannas		False	True	False
caused	cause	VERB	VBN	acl	savannas		True	False	False
by	by	ADP	IN	agent	caused		True	False	True
the	the	DET	DT	det	water		True	False	True
water	water	NOUN	NN	nsubj	making		True	False	False
of	of	ADP	IN	prep	water		True	False	True
the	the	DET	DT	det	river		True	False	True
river	river	NOUN	NN	pobj	of	HABITAT	True	False	False
making	make	VERB	VBG	pcomp	by		True	False	False
frequent	frequent	ADJ	JJ	amod	inroads		True	False	False
inroads	inroad	NOUN	NNS	dobj	making		True	False	False
into	into	ADP	IN	prep	inroads		True	False	True
the	the	DET	DT	det	land		True	False	True
land	land	NOUN	NN	pobj	into		True	False	False
,	,	PUNCT	,	punct	are		False	True	False
and	and	CCONJ	CC	cc	are		True	False	True
it	it	PRON	PRP	nsubj	is		True	False	True
is	be	VERB	VBZ	conj	are		True	False	True
upon	upon	SCONJ	IN	prep	is		True	False	True
these	these	DET	DT	det	savannas		True	False	True
savannas	savanna	NOUN	NNS	pobj	upon		True	False	False
that	that	SCONJ	IN	advmod	found		True	False	True
Xeofiber	Xeofiber	PROPN	NNP	compound	alleni	TAXA	True	False	False
alleni	alleni	NOUN	NN	nsubjpass	found	TAXA	True	False	False
may	may	AUX	MD	aux	found	TAXA	True	False	True
be	be	AUX	VB	auxpass	found		True	False	True
found	find	VERB	VBN	ccomp	is		True	False	False
in	in	ADP	IN	prep	found		True	False	True
large	large	ADJ	JJ	amod	numbers		True	False	False
numbers	number	NOUN	NNS	pobj	in		True	False	False
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	punct	consists		False	False	False
The	the	DET	DT	det	vegetation		True	False	True
vegetation	vegetation	NOUN	NN	nsubj	consists		True	False	False
of	of	ADP	IN	prep	vegetation		True	False	True
the	the	DET	DT	det	savannas		True	False	True
savannas	savanna	NOUN	NNS	pobj	of		True	False	False
consists	consist	VERB	VBZ	ROOT	consists		True	False	False
largelv	largelv	NOUN	NN	dobj	consists		True	False	False
of	of	ADP	IN	prep	largelv		True	False	True
Rhlzophora	rhlzophora	NOUN	NN	compound	mangle		True	False	False
mangle	mangle	NOUN	NN	pobj	of		True	False	False
and	and	CCONJ	CC	cc	mangle		True	False	True
Avicennla	avicennla	NOUN	NN	compound	nitida	TAXA	True	False	False
nitida	nitida	NOUN	NN	conj	mangle	TAXA	True	False	False
(	(	PUNCT	-LRB-	punct	nitida		False	True	False
red	red	ADJ	JJ	amod	mangrove		True	False	False
and	and	CCONJ	CC	cc	red		True	False	True
black	black	ADJ	JJ	conj	red		True	False	False
mangrove	mangrove	NOUN	NN	appos	nitida	HABITAT	True	False	False
)	)	PUNCT	-RRB-	punct	nitida		False	True	False
and	and	CCONJ	CC	cc	mangle		True	False	True
""""	""""	PUNCT	``	punct	sedge		False	True	False
sedge	sedge	NOUN	NN	conj	mangle		True	False	False
,	,	PUNCT	,	punct	sedge		False	True	False
""""	""""	PUNCT	,	punct	sedge		False	True	False
Borrichia	borrichia	NOUN	NN	compound	frutescenx	TAXA	True	False	False
frutescenx	frutescenx	NOUN	NN	appos	sedge		True	False	False
,	,	PUNCT	,	punct	sedge		False	True	False
with	with	ADP	IN	prep	consists		True	False	True
occasionally	occasionally	ADV	RB	advmod	mangroves		True	False	False
black	black	ADJ	JJ	amod	mangroves		True	False	False
or	or	CCONJ	CC	cc	black		True	False	True
""""	""""	PUNCT	``	punct	yellow		False	True	False
yellow	yellow	ADJ	JJ	conj	black		True	False	False
mangroves	mangrove	NOUN	NNS	pobj	with	HABITAT	True	False	False
""""	""""	PUNCT	''	punct	mangroves		False	True	False
scattered	scatter	VERB	VBN	acl	mangroves		True	False	False
irregularly	irregularly	ADV	RB	advmod	scattered		True	False	False
over	over	ADP	IN	prep	scattered		True	False	True
the	the	DET	DT	det	surface		True	False	True
entire	entire	ADJ	JJ	amod	surface		True	False	False
surface	surface	NOUN	NN	pobj	over		True	False	False
of	of	ADP	IN	prep	surface		True	False	True
the	the	DET	DT	det	savanna		True	False	True
savanna	savanna	NOUN	NN	pobj	of	HABITAT	True	False	False
.	.	PUNCT	.	punct	consists		False	True	False
"
"	"
"	SPACE	_SP	punct	covered		False	False	False
The	the	DET	DT	det	latter		True	False	True
latter	latter	ADJ	JJ	nsubjpass	covered		True	False	True
are	be	AUX	VBP	auxpass	covered		True	False	True
also	also	ADV	RB	advmod	covered		True	False	True
covered	cover	VERB	VBN	ROOT	covered		True	False	False
with	with	ADP	IN	prep	covered		True	False	True
grass	grass	NOUN	NN	pobj	with		True	False	False
to	to	ADP	IN	prep	grass		True	False	True
a	a	DET	DT	det	height		True	False	True
height	height	NOUN	NN	pobj	to		True	False	False
of	of	ADP	IN	prep	height		True	False	True
two	two	NUM	CD	nummod	feet	QUANTITY	True	False	True
or	or	CCONJ	CC	cc	two	QUANTITY	True	False	True
three	three	NUM	CD	conj	two	QUANTITY	True	False	True
feet	foot	NOUN	NNS	pobj	of	QUANTITY	True	False	False
.	.	PUNCT	.	punct	covered		False	True	False
