Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
SPERMATOGENESIS	SPERMATOGENESIS	PROPN	NNP	ROOT	SPERMATOGENESIS		True	False	False
IN	in	ADP	IN	prep	SPERMATOGENESIS		True	False	True
LEPIDOPTERA	LEPIDOPTERA	PROPN	NNP	pobj	IN		True	False	False
.	.	PUNCT	.	punct	SPERMATOGENESIS		False	True	False
"
"	"
"	SPACE	_SP	compound	COOK		False	False	False
MARGARET	MARGARET	PROPN	NNP	compound	COOK	PERSON	True	False	False
HARRIS	HARRIS	PROPN	NNP	compound	COOK	PERSON	True	False	False
COOK	COOK	PROPN	NNP	ROOT	COOK	PERSON	True	False	False
,	,	PUNCT	,	punct	COOK		False	True	False
PH.D	PH.D	PROPN	NNP	appos	COOK		False	False	False
Contents	content	NOUN	NNS	appos	COOK		True	False	False
.	.	PUNCT	.	punct	COOK		False	True	False
"
"	"
"	SPACE	_SP	punct	COOK		False	False	False
PAGE	page	NOUN	NN	compound	Introduction		True	False	False
Introduction	introduction	NOUN	NN	appos	COOK		True	False	False
294	294	NUM	CD	nummod	I.	CARDINAL	False	False	False
I.	i.	X	LS	amod	Introduction	CARDINAL	False	False	False
"
"	"
"	SPACE	_SP	punct	COOK		False	False	False
Previous	previous	ADJ	JJ	amod	Work		True	False	False
Work	work	NOUN	NN	appos	COOK		True	False	False
295	295	NUM	CD	nummod	II	CARDINAL	False	False	False
II	ii	NUM	CD	amod	Work	CARDINAL	True	False	False
.	.	PUNCT	.	punct	COOK		False	True	False
"
"	"
"	SPACE	_SP	punct	COOK		False	False	False
Material	material	NOUN	NN	appos	COOK		True	False	False
and	and	CCONJ	CC	cc	Material		True	False	True
Methods	method	NOUN	NNS	conj	Material		True	False	False
29S	29s	NUM	CD	appos	COOK		False	False	False
III	iii	NUM	CD	nummod	29S		True	False	False
.	.	PUNCT	.	punct	COOK		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Ohservations	ohservation	NOUN	NNS	npadvmod	"
"		True	False	False
299	299	NUM	CD	nummod	A.	CARDINAL	False	False	False
A.	a.	X	LS	appos	Ohservations	CARDINAL	False	False	False
Callosamia	callosamia	NOUN	NN	compound	piomethea	TAXA	True	False	False
