Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
OBLINITA	OBLINITA	PROPN	NNP	ROOT	OBLINITA		True	False	False
,	,	PUNCT	,	punct	OBLINITA		False	True	False
GUENEE	GUENEE	PROPN	NNP	conj	OBLINITA		True	False	False
,	,	PUNCT	,	punct	GUENEE		False	True	False
AND	and	CCONJ	CC	cc	GUENEE		True	False	True
HINTS	hint	NOUN	NNS	conj	GUENEE		True	False	False
ON	on	ADP	IN	prep	HINTS		True	False	True
PHYLOGENY	phylogeny	NOUN	NN	pobj	ON		True	False	False
OF	of	ADP	IN	prep	PHYLOGENY		True	False	True
LEPIDOPTERA	lepidoptera	NOUN	NN	pobj	OF		True	False	False
.	.	PUNCT	.	punct	OBLINITA		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
THOMAS	THOMAS	PROPN	NNP	compound	GENTRY	PERSON	True	False	False
G.	G.	PROPN	NNP	compound	GENTRY	PERSON	False	False	False
GENTRY	GENTRY	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	observed		False	False	False
In	in	ADP	IN	prep	observed		True	False	True
the	the	DET	DT	det	autumn	DATE	True	False	True
autumn	autumn	NOUN	NN	pobj	In	DATE	True	False	False
of	of	ADP	IN	prep	autumn	DATE	True	False	True
1813	1813	NUM	CD	pobj	of	DATE	False	False	False
,	,	PUNCT	,	punct	observed		False	True	False
numerous	numerous	ADJ	JJ	amod	larvae		True	False	False
larvae	larva	NOUN	NNS	nsubj	observed		True	False	False
of	of	ADP	IN	prep	larvae		True	False	True
Acronycta	acronycta	NOUN	NN	compound	oblinitawere	TAXA	True	False	False
oblinitawere	oblinitawere	NOUN	NN	pobj	of		True	False	False
observed	observe	VERB	VBN	ROOT	observed		True	False	False
by	by	ADP	IN	agent	observed		True	False	True
the	the	DET	DT	det	writer		True	False	True
writer	writer	NOUN	NN	pobj	by		True	False	False
feeding	feed	VERB	VBG	xcomp	observed		True	False	False
upon	upon	SCONJ	IN	prep	feeding		True	False	True
the	the	DET	DT	det	leaves		True	False	True
leaves	leave	NOUN	NNS	pobj	upon	HABITAT	True	False	False
of	of	ADP	IN	prep	leaves		True	False	True
Polygonum	Polygonum	PROPN	NNP	compound	Pennsylvanicum	TAXA	True	False	False
Pennsylvanicum	Pennsylvanicum	PROPN	NNP	pobj	of		True	False	False
.	.	PUNCT	.	punct	observed		False	True	False
"
"	"
"	SPACE	_SP	punct	confined		False	False	False
Their	their	PRON	PRP$	poss	ravages		True	False	True
ravages	ravage	NOUN	NNS	nsubjpass	confined		True	False	False
were	be	AUX	VBD	auxpass	confined		True	False	True
confined	confine	VERB	VBN	ROOT	confined		True	False	False
to	to	ADP	IN	prep	confined		True	False	True
a	a	DET	DT	det	region		True	False	True
limited	limited	ADJ	JJ	amod	region		True	False	False
region	region	NOUN	NN	pobj	to		True	False	False
,	,	PUNCT	,	punct	region		False	True	False
in	in	ADP	IN	prep	found		True	False	True
which	which	DET	WDT	pobj	in		True	False	True
a	a	DET	DT	det	supply		True	False	True
plentiful	plentiful	ADJ	JJ	amod	supply		True	False	False
supply	supply	NOUN	NN	nsubjpass	found		True	False	False
of	of	ADP	IN	prep	supply		True	False	True
their	their	PRON	PRP$	poss	food		True	False	True
favorite	favorite	ADJ	JJ	amod	food		True	False	False
food	food	NOUN	NN	pobj	of		True	False	False
was	be	AUX	VBD	auxpass	found		True	False	True
found	find	VERB	VBN	relcl	region		True	False	False
to	to	PART	TO	aux	meet		True	False	True
meet	meet	VERB	VB	xcomp	found		True	False	False
the	the	DET	DT	det	demands		True	False	True
most	most	ADV	RBS	advmod	vigorous		True	False	True
vigorous	vigorous	ADJ	JJ	amod	demands		True	False	False
demands	demand	NOUN	NNS	dobj	meet		True	False	False
.	.	PUNCT	.	punct	confined		False	True	False
"
"	"
"	SPACE	_SP	punct	counted		False	False	False
Within	within	ADP	IN	prep	counted		True	False	True
a	a	DET	DT	det	space		True	False	True
space	space	NOUN	NN	pobj	Within		True	False	False
of	of	ADP	IN	prep	space		True	False	True
fifty	fifty	NUM	CD	nummod	feet	QUANTITY	True	False	True
feet	foot	NOUN	NNS	pobj	of	QUANTITY	True	False	False
square	square	ADJ	JJ	amod	feet		True	False	False
,	,	PUNCT	,	punct	counted		False	True	False
more	more	ADJ	JJR	amod	hundred	CARDINAL	True	False	True
than	than	SCONJ	IN	quantmod	hundred	CARDINAL	True	False	True
a	a	DET	DT	quantmod	hundred	CARDINAL	True	False	True
hundred	hundred	NUM	CD	nsubjpass	counted	CARDINAL	True	False	True
were	be	AUX	VBD	auxpass	counted		True	False	True
counted	count	VERB	VBN	ROOT	counted		True	False	False
.	.	PUNCT	.	punct	counted		False	True	False
"
"	"
"	SPACE	_SP	punct	failed		False	False	False
A	a	DET	DT	det	search		True	False	True
diligent	diligent	ADJ	JJ	amod	search		True	False	False
search	search	NOUN	NN	nsubj	failed		True	False	False
through	through	ADP	IN	prep	search		True	False	True
the	the	DET	DT	det	country		True	False	True
adjoining	adjoining	ADJ	JJ	amod	country		True	False	False
country	country	NOUN	NN	pobj	through		True	False	False
failed	fail	VERB	VBD	ROOT	failed		True	False	False
to	to	PART	TO	aux	reveal		True	False	True
reveal	reveal	VERB	VB	xcomp	failed		True	False	False
any	any	DET	DT	det	traces		True	False	True
further	further	ADJ	JJ	amod	traces		True	False	True
traces	trace	NOUN	NNS	dobj	reveal		True	False	False
of	of	ADP	IN	prep	traces		True	False	True
them	they	PRON	PRP	pobj	of		True	False	True
.	.	PUNCT	.	punct	failed		False	True	False
"
"	"
"	SPACE	_SP	punct	hoped		False	False	False
As	as	ADP	IN	mark	is		True	False	True
this	this	DET	DT	det	species		True	False	True
species	species	NOUN	NN	nsubj	is		True	False	False
of	of	ADP	IN	prep	species		True	False	True
weed	weed	NOUN	NN	pobj	of		True	False	False
is	be	VERB	VBZ	advcl	hoped		True	False	True
particularly	particularly	ADV	RB	advmod	prolific		True	False	False
prolific	prolific	ADJ	JJ	acomp	is		True	False	False
in	in	ADP	IN	prep	is		True	False	True
Germantown	Germantown	PROPN	NNP	pobj	in	GPE	True	False	False
,	,	PUNCT	,	punct	hoped		False	True	False
I	I	PRON	PRP	nsubj	hoped		True	False	True
had	have	AUX	VBD	aux	hoped		True	False	True
hoped	hope	VERB	VBN	ROOT	hoped		True	False	False
to	to	PART	TO	aux	meet		True	False	True
meet	meet	VERB	VB	xcomp	hoped		True	False	False
with	with	ADP	IN	prep	meet		True	False	True
