Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
THE	the	DET	DT	det	SEEDS		True	False	True
AUTOSPORADIC	autosporadic	ADJ	JJ	amod	SEEDS		True	False	False
SEEDS	seed	NOUN	NNS	ROOT	SEEDS		True	False	False
OF	of	ADP	IN	prep	SEEDS		True	False	True
OXALIS	OXALIS	PROPN	NNP	compound	STRICTA		True	False	False
STRICTA	STRICTA	PROPN	NNP	pobj	OF		True	False	False
.	.	PUNCT	.	punct	SEEDS		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
By	by	ADP	IN	prep	"
"		True	False	True
Ernest	Ernest	PROPN	NNP	compound	Walker	PERSON	True	False	False
Walker	Walker	PROPN	NNP	pobj	By	PERSON	True	False	False
.	.	PUNCT	.	punct	By		False	True	False
"
"	"
"	SPACE	_SP	punct	seems		False	False	False
The	the	DET	DT	det	metliod		True	False	True
effective	effective	ADJ	JJ	amod	metliod		True	False	False
metliod	metliod	NOUN	NN	nsubj	seems		True	False	False
this	this	DET	DT	det	plant		True	False	True
plant	plant	NOUN	NN	nsubj	has		True	False	False
has	have	VERB	VBZ	relcl	metliod		True	False	True
of	of	ADP	IN	prep	has		True	False	True
scattering	scatter	VERB	VBG	pcomp	of		True	False	False
its	its	PRON	PRP$	poss	seeds		True	False	True
mature	mature	ADJ	JJ	amod	seeds		True	False	False
seeds	seed	NOUN	NNS	dobj	scattering		True	False	False
,	,	PUNCT	,	punct	metliod		False	True	False
in	in	ADP	IN	prep	proves		True	False	True
which	which	DET	WDT	pobj	in		True	False	True
it	it	PRON	PRP	nsubj	proves		True	False	True
proves	prove	VERB	VBZ	relcl	metliod		True	False	False
to	to	PART	TO	aux	be		True	False	True
be	be	VERB	VB	xcomp	proves		True	False	True
a	a	DET	DT	det	not		True	False	True
decided	decide	VERB	VBN	amod	not		True	False	False
""""	""""	PUNCT	``	punct	touch		False	True	False
touch	touch	VERB	VB	nmod	not		True	False	False
-	-	PUNCT	HYPH	punct	touch		False	True	False
me	I	PRON	PRP	dobj	touch		True	False	True
-	-	PUNCT	HYPH	punct	not		False	True	False
not	not	NOUN	NN	attr	be		True	False	True
""""	""""	PUNCT	''	punct	be		False	True	False
seems	seem	VERB	VBZ	ROOT	seems		True	False	True
hitherto	hitherto	ADV	RB	advmod	seems		True	False	False
to	to	PART	TO	aux	escai^ed		True	False	True
have	have	AUX	VB	aux	escai^ed		True	False	True
escai^ed	escai^e	VERB	VBN	xcomp	seems		False	False	False
observation	observation	NOUN	NN	dobj	escai^ed		True	False	False
.	.	PUNCT	.	punct	seems		False	True	False
"
"	"
"	SPACE	_SP	punct	spoken		False	False	False
In	in	ADP	IN	prep	spoken		True	False	True
Gray	Gray	PROPN	NNP	poss	Manual	ORG	True	False	False
's	's	PART	POS	case	Gray	ORG	False	False	True
Manual	Manual	PROPN	NNP	pobj	In	ORG	True	False	False
,	,	PUNCT	,	punct	Manual		False	True	False
and	and	CCONJ	CC	cc	Manual		True	False	True
other	other	ADJ	JJ	amod	works		True	False	True
like	like	ADJ	JJ	amod	works		True	False	False
works	work	NOUN	NNS	conj	Manual		True	False	False
,	,	PUNCT	,	punct	Manual		False	True	False
the	the	DET	DT	det	seeds		True	False	True
seeds	seed	NOUN	NNS	nsubjpass	spoken		True	False	False
are	be	AUX	VBP	auxpass	spoken		True	False	True
