Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
ADDITIONAL	additional	ADJ	JJ	amod	SPECIES		True	False	False
NEW	new	ADJ	JJ	amod	SPECIES		True	False	False
SPECIES	specie	NOUN	NNS	ROOT	SPECIES		True	False	False
OF	of	ADP	IN	prep	SPECIES		True	False	True
POLYCH^TA	POLYCH^TA	PROPN	NNP	pobj	OF		False	False	False
FROM	from	ADP	IN	prep	SPECIES		True	False	True
THE	the	DET	DT	det	PACIFIC	LOC	True	False	True
NORTH	NORTH	PROPN	NNP	compound	PACIFIC	LOC	True	False	False
PACIFIC	PACIFIC	PROPN	NNP	pobj	FROM	LOC	True	False	False
.	.	PUNCT	.	punct	SPECIES		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
J.	J.	PROPN	NNP	compound	MOORE	PERSON	False	False	False
PERCY	PERCY	PROPN	NNP	compound	MOORE	PERSON	True	False	False
MOORE	MOORE	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	described		False	False	False
In	in	ADP	IN	prep	described		True	False	True
the	the	DET	DT	det	pages		True	False	True
following	follow	VERB	VBG	amod	pages		True	False	False
pages	page	NOUN	NNS	pobj	In		True	False	False
are	be	AUX	VBP	auxpass	described		True	False	True
described	describe	VERB	VBN	ROOT	described		True	False	False
a	a	DET	DT	det	number		True	False	True
number	number	NOUN	NN	dobj	described		True	False	False
of	of	ADP	IN	prep	number		True	False	True
new	new	ADJ	JJ	amod	species		True	False	False
species	specie	NOUN	NNS	pobj	of		True	False	False
of	of	ADP	IN	prep	species		True	False	True
Polychaeta	Polychaeta	PROPN	NNP	pobj	of	TAXA	True	False	False
,	,	PUNCT	,	punct	species		False	True	False
belonging	belong	VERB	VBG	acl	species		True	False	False
to	to	ADP	IN	prep	belonging		True	False	True
several	several	ADJ	JJ	amod	families		True	False	True
families	family	NOUN	NNS	pobj	to		True	False	False
,	,	PUNCT	,	punct	number		False	True	False
from	from	ADP	IN	prep	number		True	False	True
the	the	DET	DT	det	collections		True	False	True
collections	collection	NOUN	NNS	pobj	from		True	False	False
of	of	ADP	IN	prep	collections		True	False	True
the	the	DET	DT	det	Commission	ORG	True	False	True
Alaskan	Alaskan	PROPN	NNP	compound	Commission	ORG	True	False	False
Salmon	Salmon	PROPN	NNP	compound	Commission	ORG	True	False	False
Commission	Commission	PROPN	NNP	pobj	of	ORG	True	False	False
of	of	ADP	IN	prep	Commission		True	False	True
1903	1903	NUM	CD	pobj	of	DATE	False	False	False
.	.	PUNCT	.	punct	described		False	True	False
"
"	"
"	SPACE	_SP	npadvmod	published		False	False	False
