Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
INDEX	index	NOUN	NN	ROOT	INDEX		True	False	False
TO	to	ADP	IN	prep	INDEX		True	False	True
GENERA	GENERA	PROPN	NNP	pobj	TO	GPE	True	False	False
,	,	PUNCT	,	punct	GENERA		False	True	False
ETC	ETC	PROPN	NNP	npadvmod	GENERA	GPE	True	False	False
.	.	PUNCT	,	appos	GENERA	GPE	False	True	False
,	,	PUNCT	,	punct	GENERA		False	True	False
1900	1900	NUM	CD	npadvmod	GENERA	CARDINAL	False	False	False
.	.	PUNCT	.	punct	INDEX		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Abama	Abama	PROPN	NNP	npadvmod	"
"	TAXA	True	False	False
,	,	PUNCT	,	punct	Abama		False	True	False
.	.	PUNCT	.	punct	Abama		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Abottia	Abottia	PROPN	NNP	npadvmod	"
"	GPE	True	False	False
,	,	PUNCT	,	punct	Abottia		False	True	False
.	.	PUNCT	.	punct	Abottia		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Abudefduf	Abudefduf	PROPN	NNP	npadvmod	"
"	TAXA	True	False	False
,	,	PUNCT	,	punct	Abudefduf		False	True	False
.	.	PUNCT	.	punct	Abudefduf		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Acanthis	Acanthis	PROPN	NNP	attr	"
"	TAXA	True	False	False
,	,	PUNCT	,	punct	Acanthis		False	True	False
Acanthobdella	Acanthobdella	PROPN	NNP	compound	Acanthurus	TAXA	True	False	False
Acanthurus	Acanthurus	PROPN	NNP	appos	Acanthis	TAXA	True	False	False
,	,	PUNCT	,	punct	Acanthis		False	True	False
Acarina	Acarina	PROPN	NNP	appos	Acanthis	TAXA	True	False	False
,	,	PUNCT	,	punct	Acanthis		False	True	False
Acavidaj	Acavidaj	PROPN	NNP	appos	Acanthis	GPE	True	False	False
,	,	PUNCT	,	punct	Acanthis		False	True	False
Acer	Acer	PROPN	NNP	appos	Acanthis	TAXA	True	False	False
,	,	PUNCT	,	punct	Acanthis		False	True	False
Aceraccfc	Aceraccfc	PROPN	NNP	appos	Acanthis	GPE	True	False	False
,	,	PUNCT	,	punct	Acanthis		False	True	False
.	.	PUNCT	.	punct	Acanthis		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Achatina	Achatina	PROPN	NNP	attr	"
"	TAXA	True	False	False
,	,	PUNCT	,	punct	Achatina		False	True	False
Achatiiiella	Achatiiiella	PROPN	NNP	appos	Achatina	GPE	True	False	False
,	,	PUNCT	,	punct	Achatina		False	True	False
049	049	NUM	CD	appos	Achatina	CARDINAL	False	False	False
,	,	PUNCT	,	punct	049		False	True	False
561	561	NUM	CD	appos	049	CARDINAL	False	False	False
,	,	PUNCT	,	punct	Achatina		False	True	False
502	502	NUM	CD	appos	Achatina	CARDINAL	False	False	False
,	,	PUNCT	,	punct	Achatina		False	True	False
564	564	NUM	CD	appos	Achatina	CARDINAL	False	False	False
-	-	NUM	CD	appos	564	CARDINAL	False	True	False
567	567	NUM	CD	appos	-	CARDINAL	False	False	False
,	,	PUNCT	,	punct	567		False	True	False
570	570	NUM	CD	appos	567	CARDINAL	False	False	False
,	,	PUNCT	,	punct	Achatina		False	True	False
Achatinellidjc	Achatinellidjc	PROPN	NNP	appos	Achatina	GPE	True	False	False
,	,	PUNCT	,	punct	Achatina		False	True	False
.	.	PUNCT	.	punct	Achatina		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
95	95	NUM	CD	nummod	.	CARDINAL	False	False	False
,	,	PUNCT	,	punct	567		False	True	False
564	564	NUM	CD	dep	567	CARDINAL	False	False	False
,	,	PUNCT	,	punct	567		False	True	False
567	567	NUM	CD	appos	95	CARDINAL	False	False	False
,	,	PUNCT	,	punct	567		False	True	False
571	571	NUM	CD	appos	567	CARDINAL	False	False	False
,	,	PUNCT	,	punct	95		False	True	False
Achatiuidif	Achatiuidif	PROPN	NNP	appos	95	GPE	True	False	False
,	,	PUNCT	,	punct	95		False	True	False
138	138	NUM	CD	dep	571	CARDINAL	False	False	False
,	,	PUNCT	,	punct	571		False	True	False
564	564	NUM	CD	dep	571	CARDINAL	False	False	False
,	,	PUNCT	,	punct	571		False	True	False
571	571	NUM	CD	appos	95	CARDINAL	False	False	False
,	,	PUNCT	,	punct	95		False	True	False
Achillea	Achillea	PROPN	NNP	appos	95	TAXA	True	False	False
,	,	PUNCT	,	punct	Achillea		False	True	False
.	.	PUNCT	.	npadvmod	"
"		False	True	False
"
"	"
"	SPACE	_SP	poss	"
"		False	False	False
.	.	PUNCT	.	npadvmod	"
"		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
653	653	NUM	CD	nummod	,	CARDINAL	False	False	False
,	,	PUNCT	,	punct	653		False	True	False
660	660	NUM	CD	appos	653	CARDINAL	False	False	False
,	,	PUNCT	,	punct	653		False	True	False
Achnantheg	Achnantheg	PROPN	NNP	appos	653	GPE	True	False	False
,	,	PUNCT	,	punct	653		False	True	False
Aclinauthoidefc	Aclinauthoidefc	PROPN	NNP	appos	653		True	False	False
Acuida	Acuida	PROPN	NNP	appos	Aclinauthoidefc	GPE	True	False	False
,	,	PUNCT	,	npadvmod	"
"		False	True	False
.	.	PUNCT	.	punct	,		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Acrosoma	Acrosoma	PROPN	NNP	ROOT	Acrosoma	TAXA	True	False	False
,	,	PUNCT	,	punct	Acrosoma		False	True	False
.	.	PUNCT	.	punct	Acrosoma		False	True	False
"
"	"
"	SPACE	_SP	compound	Actiuocyclup		False	False	False
Actiuocyclup	Actiuocyclup	PROPN	NNP	ROOT	Actiuocyclup		True	False	False
,	,	PUNCT	,	punct	Actiuocyclup		False	True	False
Adiantum	Adiantum	PROPN	NNP	appos	Actiuocyclup	TAXA	True	False	False
,	,	PUNCT	,	punct	Actiuocyclup		False	True	False
.	.	PUNCT	.	punct	Actiuocyclup		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Adopogoii	Adopogoii	PROPN	NNP	npadvmod	"
"	GPE	True	False	False
,	,	PUNCT	,	punct	Adopogoii		False	True	False
.	.	PUNCT	.	punct	Adopogoii		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Agaleua	Agaleua	PROPN	NNP	npadvmod	"
"	GPE	True	False	False
,	,	PUNCT	,	punct	Agaleua		False	True	False
Agalenida	Agalenida	PROPN	NNP	appos	Agaleua	GPE	True	False	False
;	;	PUNCT	:	punct	Agaleua		False	True	False
.	.	PUNCT	.	punct	Agaleua		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Agapostemon	Agapostemon	PROPN	NNP	npadvmod	"
"	TAXA	True	False	False
,	,	PUNCT	,	punct	Agapostemon		False	True	False
.	.	PUNCT	.	punct	Agapostemon		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Aglena	Aglena	PROPN	NNP	dep	"
"	TAXA	True	False	False
,	,	PUNCT	,	punct	Aglena		False	True	False
.	.	PUNCT	.	punct	Aglena		False	True	False
"
"	"
"	SPACE	_SP	aux	"
"		False	False	False
396	396	NUM	CD	dep	"
"	CARDINAL	False	False	False
,	,	PUNCT	,	punct	396		False	True	False
397	397	NUM	CD	appos	396	CARDINAL	False	False	False
,	,	PUNCT	,	punct	396		False	True	False
404	404	NUM	CD	appos	396	CARDINAL	False	False	False
,	,	PUNCT	,	punct	396		False	True	False
Agnatha	Agnatha	PROPN	NNP	appos	396	TAXA	True	False	False
,	,	PUNCT	,	punct	396		False	True	False
.	.	PUNCT	.	appos	396		False	True	False
"
"	"
"	SPACE	_SP	npadvmod	"
"		False	False	False
.	.	PUNCT	.	nsubj	"
"		False	True	False
"
"	"
"	SPACE	_SP	prep	"
"		False	False	False
563	563	NUM	CD	nummod	.	CARDINAL	False	False	False
,	,	PUNCT	,	punct	563		False	True	False
564	564	NUM	CD	appos	563	CARDINAL	False	False	False
,	,	PUNCT	,	punct	563		False	True	False
Agnathoinorplm	Agnathoinorplm	PROPN	NNP	appos	563	GPE	True	False	False
,	,	PUNCT	,	punct	563		False	True	False
563	563	NUM	CD	appos	563	CARDINAL	False	False	False
,	,	PUNCT	,	punct	563		False	True	False
564	564	NUM	CD	appos	563	CARDINAL	False	False	False
,	,	PUNCT	,	punct	563		False	True	False
