Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
DESCRIPTION	description	NOUN	NN	ROOT	DESCRIPTION		True	False	False
OF	of	ADP	IN	prep	DESCRIPTION		True	False	True
A	a	DET	DT	det	ARMADILLO		True	False	True
NEW	new	ADJ	JJ	amod	ARMADILLO		True	False	False
ARMADILLO	ARMADILLO	PROPN	NNP	pobj	OF		True	False	False
,	,	PUNCT	,	punct	ARMADILLO		False	True	False
WITH	with	ADP	IN	prep	ARMADILLO		True	False	True
REMARKS	remark	NOUN	NNS	pobj	WITH		True	False	False
ON	on	ADP	IN	prep	REMARKS		True	False	True
THE	the	DET	DT	det	GRAY		True	False	True
GENUS	GENUS	PROPN	NNP	compound	GRAY		True	False	False
MULETIA	MULETIA	PROPN	NNP	compound	GRAY		True	False	False
GRAY	GRAY	PROPN	NNP	pobj	ON		True	False	False
.	.	PUNCT	.	punct	DESCRIPTION		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
SAMUEL	SAMUEL	PROPN	NNP	compound	RHOADS	PERSON	True	False	False
N.	N.	PROPN	NNP	compound	RHOADS	PERSON	False	False	False
RHOADS	RHOADS	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	Baliia		False	False	False
Tatusia	Tatusia	PROPN	NNP	nmod	"
"	TAXA	True	False	False
(	(	PUNCT	-LRB-	punct	Rhoads	TAXA	False	True	False
Muletia	Muletia	PROPN	NNP	nmod	Rhoads	TAXA	True	False	False
)	)	PUNCT	-RRB-	punct	Rhoads	TAXA	False	True	False
propalatum	propalatum	PROPN	NNP	compound	Rhoads	TAXA	True	False	False
Rhoads	Rhoads	PROPN	NNP	appos	Tatusia		True	False	False
,	,	PUNCT	,	punct	Rhoads		False	True	False
sp	sp	PROPN	NNP	appos	Rhoads	DATE	True	False	False
.	.	PROPN	NNP	appos	Rhoads	DATE	False	True	False
"
"	"
"	SPACE	_SP	punct	Tatusia	DATE	False	False	False
nov	nov	PROPN	NNP	npadvmod	"
"	DATE	True	False	False
