Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
REPORT	report	NOUN	NN	ROOT	REPORT		True	False	False
OF	of	ADP	IN	prep	REPORT		True	False	True
THE	the	DET	DT	det	OPERATIONS		True	False	True
OPERATIONS	operation	NOUN	NNS	pobj	OF		True	False	False
OF	of	ADP	IN	prep	OPERATIONS		True	False	True
THE	the	DET	DT	det	EXPEDITION	EVENT	True	False	True
NORTH	NORTH	PROPN	NNP	compound	GREENLAND	EVENT	True	False	False
GREENLAND	GREENLAND	PROPN	NNP	compound	EXPEDITION	EVENT	True	False	False
EXPEDITION	EXPEDITION	PROPN	NNP	pobj	OF	EVENT	True	False	False
OF	of	ADP	IN	prep	EXPEDITION		True	False	True
1891	1891	NUM	CD	pobj	OF	DATE	False	False	False
-	-	SYM	SYM	punct	1892	DATE	False	True	False
1892	1892	NUM	CD	prep	1891	DATE	False	False	False
.	.	PUNCT	.	ROOT	.		False	True	False
"
"	"
"	SPACE	_SP	punct	beg		False	False	False
To	to	ADP	IN	prep	beg		True	False	True
the	the	DET	DT	det	Academy	ORG	True	False	True
Academy	Academy	PROPN	NNP	pobj	To	ORG	True	False	False
of	of	ADP	IN	prep	Academy	ORG	True	False	True
Natural	Natural	PROPN	NNP	compound	Sciences	ORG	True	False	False
Sciences	Sciences	PROPN	NNPS	pobj	of	ORG	True	False	False
of	of	ADP	IN	prep	Sciences	ORG	True	False	True
Philadelphia	Philadelphia	PROPN	NNP	pobj	of	ORG	True	False	False
:	:	PUNCT	:	punct	To		False	True	False
—	—	PUNCT	``	punct	beg		False	True	False
I	I	PRON	PRP	nsubj	beg		True	False	True
beg	beg	PART	TO	ROOT	beg		True	False	False
to	to	PART	TO	aux	submit		True	False	True
submit	submit	VERB	VB	xcomp	beg		True	False	False
the	the	DET	DT	det	Report		True	False	True
following	follow	VERB	VBG	amod	Report		True	False	False
Report	report	NOUN	NN	dobj	submit		True	False	False
of	of	ADP	IN	prep	Report		True	False	True
the	the	DET	DT	det	Expedition	EVENT	True	False	True
North	North	PROPN	NNP	compound	Greenland	EVENT	True	False	False
Greenland	Greenland	PROPN	NNP	compound	Expedition	EVENT	True	False	False
Expedition	Expedition	PROPN	NNP	pobj	of	EVENT	True	False	False
of	of	ADP	IN	prep	Expedition		True	False	True
1891	1891	NUM	CD	pobj	of	DATE	False	False	False
-	-	SYM	SYM	punct	92	DATE	False	True	False
92	92	NUM	CD	prep	1891	DATE	False	False	False
.	.	PUNCT	.	punct	beg		False	True	False
"
"	"
"	SPACE	_SP	punct	are		False	False	False
The	the	DET	DT	det	history		True	False	True
history	history	NOUN	NN	nsubj	is		True	False	False
of	of	ADP	IN	prep	history		True	False	True
the	the	DET	DT	det	inception		True	False	True
inception	inception	NOUN	NN	pobj	of		True	False	False
and	and	CCONJ	CC	cc	inception		True	False	True
organization	organization	NOUN	NN	conj	inception		True	False	False
of	of	ADP	IN	prep	inception		True	False	True
the	the	DET	DT	det	expedition		True	False	True
expedition	expedition	NOUN	NN	pobj	of		True	False	False
is	be	AUX	VBZ	ccomp	are		True	False	True
