Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
PRELIMINARY	preliminary	ADJ	JJ	amod	OUTLINE		True	False	False
OUTLINE	outline	NOUN	NN	ROOT	OUTLINE		True	False	False
OF	of	ADP	IN	prep	OUTLINE		True	False	True
A	a	DET	DT	det	CLASSIFICATION		True	False	True
NEW	new	ADJ	JJ	amod	CLASSIFICATION		True	False	False
CLASSIFICATION	classification	NOUN	NN	pobj	OF		True	False	False
OF	of	ADP	IN	prep	CLASSIFICATION		True	False	True
THE	the	DET	DT	det	HELICES		True	False	True
HELICES	HELICES	PROPN	NNPS	pobj	OF		True	False	False
.	.	PUNCT	.	punct	OUTLINE		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
HENRY	HENRY	PROPN	NNP	compound	PILSBRY	PERSON	True	False	False
A.	A.	PROPN	NNP	compound	PILSBRY	PERSON	False	False	False
PILSBRY	PILSBRY	PROPN	NNP	pobj	BY	PERSON	True	False	False
"

"	"

"	SPACE	_SP	punct	accumulating		False	False	False
For	for	ADP	IN	prep	accumulating		True	False	True
several	several	ADJ	JJ	amod	years	DATE	True	False	True
years	year	NOUN	NNS	pobj	For	DATE	True	False	False
the	the	DET	DT	det	writer		True	False	True
writer	writer	NOUN	NN	nsubj	accumulating		True	False	False
has	have	AUX	VBZ	aux	accumulating		True	False	True
been	be	AUX	VBN	aux	accumulating		True	False	True
accumulating	accumulate	VERB	VBG	ROOT	accumulating		True	False	False
data	datum	NOUN	NNS	dobj	accumulating		True	False	False
bearing	bear	VERB	VBG	acl	data		True	False	False
upon	upon	SCONJ	IN	prep	bearing		True	False	True
the	the	DET	DT	det	classification		True	False	True
natural	natural	ADJ	JJ	amod	classification		True	False	False
classification	classification	NOUN	NN	pobj	upon		True	False	False
of	of	ADP	IN	prep	classification		True	False	True
the	the	DET	DT	det	snails		True	False	True
Helicoid	Helicoid	PROPN	NNP	compound	snails		True	False	False
land	land	NOUN	NN	compound	snails		True	False	False
snails	snail	NOUN	NNS	pobj	of		True	False	False
.	.	PUNCT	.	punct	accumulating		False	True	False
"
"	"
"	SPACE	_SP	punct	thought		False	False	False
It	it	PRON	PRP	nsubjpass	thought		True	False	True
has	have	AUX	VBZ	aux	thought		True	False	True
been	be	AUX	VBN	auxpass	thought		True	False	True
thought	think	VERB	VBN	ROOT	thought		True	False	False
desirable	desirable	ADJ	JJ	oprd	thought		True	False	False
to	to	PART	TO	aux	place		True	False	True
place	place	VERB	VB	xcomp	thought		True	False	False
before	before	ADP	IN	prep	place		True	False	True
students	student	NOUN	NNS	pobj	before		True	False	False
of	of	ADP	IN	prep	students		True	False	True
this	this	DET	DT	det	group		True	False	True
group	group	NOUN	NN	pobj	of		True	False	False
some	some	DET	DT	dobj	place		True	False	True
of	of	ADP	IN	prep	some		True	False	True
the	the	DET	DT	det	results		True	False	True
general	general	ADJ	JJ	amod	results		True	False	False
results	result	NOUN	NNS	pobj	of		True	False	False
attained	attain	VERB	VBN	acl	results		True	False	False
,	,	PUNCT	,	punct	place		False	True	False
and	and	CCONJ	CC	cc	place		True	False	True
to	to	PART	TO	aux	invite		True	False	True
invite	invite	VERB	VB	conj	place		True	False	False
their	their	PRON	PRP$	poss	criticism		True	False	True
friendly	friendly	ADJ	JJ	amod	criticism		True	False	False
criticism	criticism	NOUN	NN	dobj	invite		True	False	False
.	.	PUNCT	.	punct	thought		False	True	False
"
"	"
"	SPACE	_SP	dobj	being		False	False	False
It	it	PRON	PRP	nsubjpass	understood		True	False	True
will	will	AUX	MD	aux	understood		True	False	True
be	be	AUX	VB	auxpass	understood		True	False	True
understood	understand	VERB	VBN	ccomp	being		True	False	False
that	that	SCONJ	IN	mark	omitted		True	False	True
the	the	DET	DT	det	consideration		True	False	True
consideration	consideration	NOUN	NN	nsubjpass	omitted		True	False	False
of	of	ADP	IN	prep	consideration		True	False	True
many	many	ADJ	JJ	amod	points		True	False	True
important	important	ADJ	JJ	amod	points		True	False	False
points	point	NOUN	NNS	pobj	of		True	False	False
,	,	PUNCT	,	punct	points		False	True	False
such	such	ADJ	JJ	amod	as		True	False	True
as	as	ADP	IN	prep	points		True	False	True
the	the	DET	DT	det	relations		True	False	True
relations	relation	NOUN	NNS	pobj	as		True	False	False
of	of	ADP	IN	prep	relations		True	False	True
Helices	Helices	PROPN	NNPS	pobj	of		True	False	False
to	to	ADP	IN	prep	relations		True	False	True
certain	certain	ADJ	JJ	amod	groups		True	False	False
Bulimoid	Bulimoid	PROPN	NNP	compound	groups		True	False	False
groups	group	NOUN	NNS	pobj	to		True	False	False
,	,	PUNCT	,	punct	points		False	True	False
must	must	AUX	MD	aux	omitted		True	False	True
be	be	AUX	VB	auxpass	omitted		True	False	True
omitted	omit	VERB	VBN	ccomp	understood		True	False	False
from	from	ADP	IN	prep	omitted		True	False	True
so	so	ADV	RB	advmod	brief		True	False	True
brief	brief	ADJ	JJ	amod	paper		True	False	False
and	and	CCONJ	CC	cc	brief		True	False	True
synoptical	synoptical	ADJ	JJ	conj	brief		True	False	False
a	a	DET	DT	det	paper		True	False	True
paper	paper	NOUN	NN	pobj	from		True	False	False
as	as	ADP	IN	prep	paper		True	False	True
this	this	DET	DT	pobj	as		True	False	True
;	;	PUNCT	:	punct	being		False	True	False
the	the	DET	DT	det	author		True	False	True
author	author	NOUN	NN	poss	aim		True	False	False
's	's	PART	POS	case	author		False	False	True
aim	aim	NOUN	NN	nsubj	being		True	False	False
being	be	VERB	VBG	ROOT	being		True	False	True
simply	simply	ADV	RB	advmod	being		True	False	False
to	to	PART	TO	aux	place		True	False	True
place	place	VERB	VB	xcomp	being		True	False	False
before	before	ADP	IN	prep	place		True	False	True
malacologists	malacologist	NOUN	NNS	pobj	before		True	False	False
the	the	DET	DT	det	outlines		True	False	True
outlines	outline	NOUN	NNS	dobj	place		True	False	False
of	of	ADP	IN	prep	outlines		True	False	True
a	a	DET	DT	det	classification		True	False	True
classification	classification	NOUN	NN	pobj	of		True	False	False
essentially	essentially	ADV	RB	advmod	modern		True	False	False
modern	modern	ADJ	JJ	amod	classification		True	False	False
and	and	CCONJ	CC	cc	modern		True	False	True
essentially	essentially	ADV	RB	advmod	original		True	False	False
original	original	ADJ	JJ	conj	modern		True	False	False
.	.	PUNCT	.	punct	being		False	True	False
"
"	"
"	SPACE	_SP	punct	expected		False	False	False
It	it	PRON	PRP	nsubjpass	expected		True	False	True
can	can	AUX	MD	aux	expected		True	False	True
scarcely	scarcely	ADV	RB	advmod	expected		True	False	False
be	be	AUX	VB	auxpass	expected		True	False	True
expected	expect	VERB	VBN	ROOT	expected		True	False	False
that	that	SCONJ	IN	mark	prove		True	False	True
an	an	DET	DT	det	arrangement		True	False	True
arrangement	arrangement	NOUN	NN	nsubj	prove		True	False	False
in	in	ADP	IN	prep	disregarded		True	False	True
which	which	DET	WDT	pobj	in		True	False	True
most	most	ADJ	JJS	nsubjpass	disregarded		True	False	True
of	of	ADP	IN	prep	most		True	False	True
the	the	DET	DT	det	traditions		True	False	True
traditions	tradition	NOUN	NNS	pobj	of		True	False	False
of	of	ADP	IN	prep	traditions		True	False	True
our	our	PRON	PRP$	poss	Fathers		True	False	True
Fathers	Fathers	PROPN	NNPS	pobj	of		True	False	False
in	in	ADP	IN	prep	Fathers		True	False	True
Conchology	Conchology	PROPN	NNP	pobj	in		True	False	False
have	have	AUX	VBP	aux	disregarded		True	False	True
been	be	AUX	VBN	auxpass	disregarded		True	False	True
disregarded	disregard	VERB	VBN	relcl	arrangement		True	False	False
,	,	PUNCT	,	punct	prove		False	True	False
will	will	AUX	MD	aux	prove		True	False	True
prove	prove	VERB	VB	ccomp	expected		True	False	False
acceptable	acceptable	ADJ	JJ	oprd	prove		True	False	False
to	to	ADP	IN	prep	acceptable		True	False	True
all	all	DET	DT	pobj	to		True	False	True
,	,	PUNCT	,	punct	acceptable		False	True	False
or	or	CCONJ	CC	cc	acceptable		True	False	True
,	,	PUNCT	,	punct	acceptable		False	True	False
indeed	indeed	ADV	RB	advmod	acceptable		True	False	True
,	,	PUNCT	,	punct	acceptable		False	True	False
in	in	ADP	IN	prep	worthy		True	False	True
all	all	DET	DT	det	respects		True	False	True
respects	respect	NOUN	NNS	pobj	in		True	False	False
worthy	worthy	ADJ	JJ	conj	acceptable		True	False	False
of	of	ADP	IN	prep	worthy		True	False	True
acceptance	acceptance	NOUN	NN	pobj	of		True	False	False
;	;	PUNCT	:	punct	expected		False	True	False
but	but	CCONJ	CC	cc	expected		True	False	True
it	it	PRON	PRP	nsubjpass	hoped		True	False	True
is	be	AUX	VBZ	auxpass	hoped		True	False	True
hoped	hope	VERB	VBN	conj	expected		True	False	False
that	that	SCONJ	IN	mark	found		True	False	True
it	it	PRON	PRP	nsubjpass	found		True	False	True
will	will	AUX	MD	aux	found		True	False	True
be	be	AUX	VB	auxpass	found		True	False	True
found	find	VERB	VBN	ccomp	hoped		True	False	False
an	an	DET	DT	det	improvement		True	False	True
improvement	improvement	NOUN	NN	oprd	found		True	False	False
on'previous	on'previous	ADJ	JJ	amod	systems		False	False	False
systems	system	NOUN	NNS	dobj	improvement		True	False	False
.	.	PUNCT	.	punct	hoped		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
