Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
OBSERVATIONS	observation	NOUN	NNS	ROOT	OBSERVATIONS		True	False	False
UPON	upon	SCONJ	IN	prep	OBSERVATIONS		True	False	True
THE	the	DET	DT	det	BRAIN		True	False	True
BRAIN	brain	NOUN	NN	pobj	UPON		True	False	False
OF	of	ADP	IN	prep	BRAIN		True	False	True
THE	the	DET	DT	det	GORILLA		True	False	True
GORILLA	GORILLA	PROPN	NNP	pobj	OF	PERSON	True	False	False
.	.	PUNCT	.	punct	OBSERVATIONS		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	agent	"
"		True	False	True
HENRY	HENRY	PROPN	NNP	compound	CHAPMAN	PERSON	True	False	False
C.	C.	PROPN	NNP	compound	CHAPMAN	PERSON	False	False	False
CHAPMAN	CHAPMAN	PROPN	NNP	pobj	BY	PERSON	True	False	False
,	,	PUNCT	,	punct	CHAPMAN		False	True	False
M.	M.	PROPN	NNP	compound	D.		False	False	False
D.	D.	PROPN	NNP	npadvmod	CHAPMAN		False	False	False
The	the	DET	DT	det	brain		True	False	True
brain	brain	NOUN	NN	nsubjpass	described		True	False	False
of	of	ADP	IN	prep	brain		True	False	True
the	the	DET	DT	det	Gorilla		True	False	True
Gorilla	Gorilla	PROPN	NNP	pobj	of		True	False	False
has	have	AUX	VBZ	aux	described		True	False	True
been	be	AUX	VBN	auxpass	described		True	False	True
described	describe	VERB	VBN	ROOT	described		True	False	False
by	by	ADP	IN	agent	described		True	False	True
Gratiolet	Gratiolet	PROPN	NNP	pobj	by	PERSON	True	False	False
'	'	PUNCT	,	punct	Gratiolet		False	True	False
,	,	PUNCT	,	punct	'		False	True	False
Owen^	Owen^	PROPN	NNP	nmod	Thane		False	False	False
Pansch^	Pansch^	PROPN	NNP	nmod	Thane		False	False	False
Thane	Thane	PROPN	NNP	conj	Gratiolet		True	False	False
*	*	PUNCT	,	punct	Thane		False	True	False
,	,	PUNCT	,	punct	Thane		False	True	False
Bischoff^	Bischoff^	PROPN	NNP	conj	Thane	PERSON	False	False	False
and	and	CCONJ	CC	cc	Bischoff^		True	False	True
Broca	Broca	PROPN	NNP	conj	Bischoff^	PERSON	True	False	False
''	''	PUNCT	''	punct	described		False	True	False
.	.	PUNCT	''	punct	described		False	True	False
"
"	"
"	SPACE	_SP	punct	mentioned		False	False	False
It	it	PRON	PRP	nsubjpass	mentioned		True	False	True
should	should	AUX	MD	aux	mentioned		True	False	True
be	be	AUX	VB	auxpass	mentioned		True	False	True
mentioned	mention	VERB	VBN	ROOT	mentioned		True	False	False
,	,	PUNCT	,	punct	mentioned		False	True	False
howevei	howevei	X	FW	npadvmod	mentioned		True	False	False
'	'	PUNCT	''	punct	mentioned		False	True	False
,	,	PUNCT	''	punct	mentioned		False	True	False
that	that	SCONJ	IN	mark	were		True	False	True
the	the	DET	DT	det	brains		True	False	True
brains	brain	NOUN	NNS	nsubj	were		True	False	False
described	describe	VERB	VBN	acl	brains		True	False	False
by	by	ADP	IN	agent	described		True	False	True
Gratiolet	Gratiolet	PROPN	NNP	pobj	by	PERSON	True	False	False
and	and	CCONJ	CC	cc	Gratiolet		True	False	True
Owen	Owen	PROPN	NNP	conj	Gratiolet	PERSON	True	False	False
were	be	AUX	VBD	ccomp	mentioned		True	False	True
in	in	ADP	IN	prep	were		True	False	True
such	such	DET	PDT	predet	condition		True	False	True
a	a	DET	DT	det	condition		True	False	True
decomposed	decompose	VERB	VBN	amod	condition		True	False	False
condition	condition	NOUN	NN	pobj	in		True	False	False
as	as	ADP	IN	mark	admit		True	False	True
to	to	PART	TO	aux	admit		True	False	True
admit	admit	VERB	VB	advcl	condition		True	False	False
of	of	ADP	IN	prep	admit		True	False	True
but	but	CCONJ	CC	cc	more		True	False	True
little	little	ADJ	JJ	npadvmod	more		True	False	False
more	more	ADJ	JJR	pobj	of		True	False	True
than	than	SCONJ	IN	prep	more		True	False	True
a	a	DET	DT	det	description		True	False	True
very	very	ADV	RB	advmod	general		True	False	True
general	general	ADJ	JJ	amod	description		True	False	False
description	description	NOUN	NN	pobj	than		True	False	False
,	,	PUNCT	,	punct	were		False	True	False
while	while	SCONJ	IN	mark	was		True	False	True
the	the	DET	DT	det	brain		True	False	True
brain	brain	NOUN	NN	nsubj	was		True	False	False
described	describe	VERB	VBN	acl	brain		True	False	False
by	by	ADP	IN	agent	described		True	False	True
Pansch	Pansch	PROPN	NNP	pobj	by	PERSON	True	False	False
was	be	VERB	VBD	advcl	were		True	False	True
the	the	DET	DT	det	same		True	False	True
same	same	ADJ	JJ	attr	was		True	False	True
that	that	DET	WDT	nsubjpass	described		True	False	True
was	be	AUX	VBD	auxpass	described		True	False	True
afterwards	afterwards	ADV	RB	advmod	described		True	False	True
described	describe	VERB	VBN	relcl	same		True	False	False
by	by	ADP	IN	agent	described		True	False	True
