Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
BIRDS	bird	NOUN	NNS	nsubj	COLLECTED		True	False	False
COLLECTED	collect	VERB	VBN	ROOT	COLLECTED		True	False	False
BY	by	ADP	IN	agent	COLLECTED		True	False	True
THE	the	DET	DT	det	EXPEDITION		True	False	True
WEST	WEST	PROPN	NNP	compound	GREENLAND		True	False	False
GREENLAND	GREENLAND	PROPN	NNP	compound	EXPEDITION		True	False	False
EXPEDITION	EXPEDITION	PROPN	NNP	pobj	BY		True	False	False
.	.	PUNCT	.	punct	COLLECTED		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	agent	"
"		True	False	True
WITMER	WITMER	PROPN	NNP	compound	STONE	PERSON	True	False	False
STONE	STONE	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	obtained		False	False	False
The	the	DET	DT	det	collection		True	False	True
collection	collection	NOUN	NN	nsubjpass	obtained		True	False	False
of	of	ADP	IN	prep	collection		True	False	True
birds	bird	NOUN	NNS	pobj	of		True	False	False
herein	herein	ADV	RB	advmod	described		True	False	True
described	describe	VERB	VBN	acl	birds		True	False	False
was	be	AUX	VBD	auxpass	obtained		True	False	True
obtained	obtain	VERB	VBN	ROOT	obtained		True	False	False
June	June	PROPN	NNP	npadvmod	obtained	DATE	True	False	False
26	26	NUM	CD	nummod	June	DATE	False	False	False
to	to	ADP	IN	prep	June	DATE	True	False	True
August	August	PROPN	NNP	pobj	to	DATE	True	False	False
11	11	NUM	CD	nummod	August	DATE	False	False	False
,	,	PUNCT	,	punct	August	DATE	False	True	False
1891	1891	NUM	CD	nummod	August	DATE	False	False	False
,	,	PUNCT	,	punct	June		False	True	False
by	by	ADP	IN	agent	obtained		True	False	True
the	the	DET	DT	det	Expedition	ORG	True	False	True
West	West	PROPN	NNP	compound	Greenland	ORG	True	False	False
Greenland	Greenland	PROPN	NNP	compound	Expedition	ORG	True	False	False
Expedition	Expedition	PROPN	NNP	pobj	by	ORG	True	False	False
under	under	ADP	IN	prep	Expedition		True	False	True
command	command	NOUN	NN	pobj	under		True	False	False
of	of	ADP	IN	prep	command		True	False	True
Prof.	Prof.	PROPN	NNP	compound	Heilprin		False	False	False
Angelo	Angelo	PROPN	NNP	compound	Heilprin	PERSON	True	False	False
Heilprin	Heilprin	PROPN	NNP	pobj	of	PERSON	True	False	False
.	.	PUNCT	.	punct	obtained		False	True	False
"
"	"
"	SPACE	_SP	auxpass	represented		False	False	False
The	the	DET	DT	det	specimens		True	False	True
specimens	specimen	NOUN	NNS	nsubjpass	collected		True	False	False
were	be	AUX	VBD	auxpass	collected		True	False	True
collected	collect	VERB	VBN	ccomp	being		True	False	False
by	by	ADP	IN	agent	collected		True	False	True
Dr.	Dr.	PROPN	NNP	compound	Hughes		False	False	False
William	William	PROPN	NNP	compound	Hughes	PERSON	True	False	False
E.	E.	PROPN	NNP	compound	Hughes	PERSON	False	False	False
Hughes	Hughes	PROPN	NNP	pobj	by	PERSON	True	False	False
,	,	PUNCT	,	punct	Hughes		False	True	False
Ornithologist	ornithologist	NOUN	NN	appos	Hughes		True	False	False
of	of	ADP	IN	prep	Ornithologist		True	False	True
the	the	DET	DT	det	Expedition		True	False	True
Expedition	Expedition	PROPN	NNP	pobj	of		True	False	False
,	,	PUNCT	,	punct	Hughes		False	True	False
and	and	CCONJ	CC	cc	Hughes		True	False	True
Dr.	Dr.	PROPN	NNP	compound	Sharp		False	False	False
Benjamin	Benjamin	PROPN	NNP	compound	Sharp	PERSON	True	False	False
Sharp	Sharp	PROPN	NNP	conj	Hughes	PERSON	True	False	False
,	,	PUNCT	,	punct	Sharp		False	True	False
Zoologist	zoologist	NOUN	NN	appos	Sharp		True	False	False
-	-	PUNCT	HYPH	punct	Zoologist		False	True	False
in	in	ADP	IN	prep	Zoologist		True	False	True
-	-	PUNCT	HYPH	punct	in		False	True	False
Charge	Charge	PROPN	NNP	pobj	in		True	False	False
,	,	PUNCT	,	punct	Sharp		False	True	False
the	the	DET	DT	det	localities		True	False	True
principal	principal	ADJ	JJ	amod	localities		True	False	False
localities	locality	NOUN	NNS	nsubj	being		True	False	False
where	where	ADV	WRB	advmod	carried		True	False	True
