Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
NOTES	note	NOUN	NNS	ROOT	NOTES		True	False	False
ON	on	ADP	IN	prep	NOTES		True	False	True
A	a	DET	DT	det	COLLECTION		True	False	True
COLLECTION	collection	NOUN	NN	pobj	ON		True	False	False
OF	of	ADP	IN	prep	COLLECTION		True	False	True
SHELLS	shell	NOUN	NNS	pobj	OF		True	False	False
FROM	from	ADP	IN	prep	SHELLS		True	False	True
THE	the	DET	DT	det	STATE		True	False	True
STATE	state	NOUN	NN	pobj	FROM		True	False	False
OF	of	ADP	IN	prep	STATE		True	False	True
TABASCO	TABASCO	PROPN	NNP	pobj	OF	GPE	True	False	False
,	,	PUNCT	,	punct	TABASCO		False	True	False
MEXICO	MEXICO	PROPN	NNP	appos	TABASCO	GPE	True	False	False
.	.	PUNCT	.	punct	NOTES		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
HENRY	HENRY	PROPN	NNP	compound	PILSBRY	PERSON	True	False	False
A.	a.	NOUN	NN	compound	PILSBRY	PERSON	False	False	False
PILSBRY	PILSBRY	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	received		False	False	False
The	the	DET	DT	det	Academy		True	False	True
Academy	Academy	PROPN	NNP	nsubj	received	ORG	True	False	False
has	have	AUX	VBZ	aux	received		True	False	True
received	receive	VERB	VBN	ROOT	received		True	False	False
during	during	ADP	IN	prep	received		True	False	True
the	the	DET	DT	det	summer	DATE	True	False	True
past	past	ADJ	JJ	amod	summer	DATE	True	False	False
summer	summer	NOUN	NN	pobj	during	DATE	True	False	False
,	,	PUNCT	,	punct	received		False	True	False
several	several	ADJ	JJ	amod	parcels		True	False	True
parcels	parcel	NOUN	NNS	dobj	received		True	False	False
of	of	ADP	IN	prep	parcels		True	False	True
land	land	NOUN	NN	pobj	of		True	False	False
and	and	CCONJ	CC	cc	land		True	False	True
fresh	fresh	ADJ	JJ	amod	water		True	False	False
-	-	PUNCT	HYPH	punct	water		False	True	False
water	water	NOUN	NN	compound	mollusks		True	False	False
mollusks	mollusk	NOUN	NNS	conj	parcels		True	False	False
collected	collect	VERB	VBN	acl	parcels		True	False	False
by	by	ADP	IN	agent	collected		True	False	True
Professor	Professor	PROPN	NNP	compound	Rovirosa		True	False	False
Jose	Jose	PROPN	NNP	compound	Rovirosa	PERSON	True	False	False
N.	N.	PROPN	NNP	compound	Rovirosa	PERSON	False	False	False
Rovirosa	Rovirosa	PROPN	NNP	pobj	by	PERSON	True	False	False
,	,	PUNCT	,	punct	collected		False	True	False
mainly	mainly	ADV	RB	advmod	in		True	False	False
in	in	ADP	IN	prep	collected		True	False	True
the	the	DET	DT	det	State		True	False	True
State	State	PROPN	NNP	pobj	in		True	False	False
of	of	ADP	IN	prep	State		True	False	True
Tabasco	Tabasco	PROPN	NNP	pobj	of	GPE	True	False	False
,	,	PUNCT	,	punct	Tabasco		False	True	False
Mexico	Mexico	PROPN	NNP	appos	Tabasco	GPE	True	False	False
.	.	PUNCT	.	punct	received		False	True	False
"
"	"
"	SPACE	_SP	punct	drawn		False	False	False
As	as	ADP	IN	mark	are		True	False	True
a	a	DET	DT	det	portion		True	False	True
portion	portion	NOUN	NN	nsubj	are		True	False	False
of	of	ADP	IN	prep	portion		True	False	True
them	they	PRON	PRP	pobj	of		True	False	True
are	be	VERB	VBP	advcl	drawn		True	False	True
of	of	ADP	IN	prep	are		True	False	True
considerable	considerable	ADJ	JJ	amod	interest		True	False	False
interest	interest	NOUN	NN	pobj	of		True	False	False
,	,	PUNCT	,	punct	drawn		False	True	False
the	the	DET	DT	det	writer		True	False	True
writer	writer	NOUN	NN	nsubj	drawn		True	False	False
has	have	AUX	VBZ	aux	drawn		True	False	True
drawn	draw	VERB	VBN	ROOT	drawn		True	False	False
up	up	ADP	RP	prt	drawn		True	False	True
the	the	DET	DT	det	list		True	False	True
following	follow	VERB	VBG	amod	list		True	False	False
list	list	NOUN	NN	dobj	drawn		True	False	False
.	.	PUNCT	.	punct	drawn		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Glandina	Glandina	PROPN	NNP	compound	Pfr	TAXA	True	False	False
ghiesbreghti	ghiesbreghti	PROPN	NNP	compound	Pfr	TAXA	True	False	False
Pfr	Pfr	PROPN	NNP	attr	"
"		True	False	False
.	.	PUNCT	.	punct	Pfr		False	True	False
"
"	"
"	SPACE	_SP	punct	Pfr		False	False	False
San	San	PROPN	NNP	compound	Bautista	LOC	True	False	False
Juan	Juan	PROPN	NNP	compound	Bautista	LOC	True	False	False
Bautista	Bautista	PROPN	NNP	appos	Pfr	LOC	True	False	False
,	,	PUNCT	,	punct	Bautista		False	True	False
Tabasco	Tabasco	PROPN	NNP	npadvmod	Bautista	GPE	True	False	False
.	.	PUNCT	.	punct	Bautista		False	True	False
"
"	"
"	SPACE	_SP	punct	Pfr		False	False	False
Streptostyla	Streptostyla	PROPN	NNP	compound	nigricans	TAXA	True	False	False
nigricans	nigricans	PROPN	NNPS	compound	Mountains	TAXA	True	False	False
Pfr	Pfr	PROPN	NNP	appos	nigricans		True	False	False
.	.	PUNCT	.	appos	nigricans		False	True	False
"
"	"
"	SPACE	_SP	punct	nigricans		False	False	False
Mountains	Mountains	PROPN	NNP	appos	Pfr		True	False	False
of	of	ADP	IN	prep	Mountains		True	False	True
Poana	Poana	PROPN	NNP	pobj	of	GPE	True	False	False
,	,	PUNCT	,	punct	Mountains		False	True	False
Tabasco	Tabasco	PROPN	NNP	npadvmod	Mountains	GPE	True	False	False
.	.	PUNCT	.	punct	Mountains		False	True	False
"
"	"
"	SPACE	_SP	punct	Pfr		False	False	False
Eucalodium	Eucalodium	PROPN	NNP	compound	sp	TAXA	True	False	False
compactum	compactum	PROPN	NNP	nmod	sp	TAXA	True	False	False
n.	n.	NOUN	NN	compound	sp		False	False	False
sp	sp	PROPN	NNP	dobj	"
"		True	False	False
.	.	PROPN	NNP	appos	sp		False	True	False
"
"	"
"	SPACE	_SP	punct	Pfr		False	False	False
(	(	PUNCT	-LRB-	punct	.		False	True	False
