Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
DESCRIPTION	description	NOUN	NN	ROOT	DESCRIPTION		True	False	False
OF	of	ADP	IN	prep	DESCRIPTION		True	False	True
A	a	DET	DT	det	GENUS		True	False	True
NEW	new	ADJ	JJ	amod	GENUS		True	False	False
GENUS	genus	NOUN	NN	pobj	OF		True	False	False
AND	and	CCONJ	CC	cc	GENUS		True	False	True
SPECIES	specie	NOUN	NNS	conj	GENUS		True	False	False
OF	of	ADP	IN	prep	SPECIES		True	False	True
MICROTINE	microtine	NOUN	NN	compound	RODENT		True	False	False
RODENT	rodent	NOUN	NN	pobj	OF		True	False	False
FROM	from	ADP	IN	prep	RODENT		True	False	True
SIBERIA	SIBERIA	PROPN	NNP	pobj	FROM	GPE	True	False	False
.	.	PUNCT	.	punct	DESCRIPTION		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	ROOT	BY		True	False	True
GERRIT	GERRIT	PROPN	NNP	compound	MILLER	PERSON	True	False	False
S.	S.	PROPN	NNP	compound	MILLER	PERSON	False	False	False
MILLER	MILLER	PROPN	NNP	pobj	BY	PERSON	True	False	False
,	,	PUNCT	,	punct	MILLER	PERSON	False	True	False
JR	JR	PROPN	NNP	appos	MILLER	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
Before	before	ADP	IN	mark	laid		True	False	True
the	the	DET	DT	det	cable		True	False	True
first	first	ADJ	JJ	amod	cable	ORDINAL	True	False	True
ocean	ocean	NOUN	NN	compound	cable		True	False	False
telegraph	telegraph	NOUN	NN	compound	cable		True	False	False
cable	cable	NOUN	NN	nsubjpass	laid		True	False	False
was	be	AUX	VBD	auxpass	laid		True	False	True
laid	lay	VERB	VBN	advcl	organized		True	False	False
,	,	PUNCT	,	punct	organized		False	True	False
the	the	DET	DT	det	Company	ORG	True	False	True
Western	Western	PROPN	NNP	compound	Union	ORG	True	False	False
Union	Union	PROPN	NNP	compound	Company	ORG	True	False	False
Telegraph	Telegraph	PROPN	NNP	compound	Company	ORG	True	False	False
Company	Company	PROPN	NNP	nsubj	organized	ORG	True	False	False
