Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
A	a	DET	DT	det	REVIEW		True	False	True
REVIEW	review	NOUN	NN	ROOT	REVIEW		True	False	False
OF	of	ADP	IN	prep	REVIEW		True	False	True
THE	the	DET	DT	det	SPECIES		True	False	True
AMERICAN	american	ADJ	JJ	amod	SPECIES	NORP	True	False	False
SPECIES	specie	NOUN	NNS	pobj	OF		True	False	False
OF	of	ADP	IN	prep	SPECIES		True	False	True
STURGEONS	STURGEONS	PROPN	NNPS	pobj	OF		True	False	False
(	(	PUNCT	-LRB-	punct	STURGEONS		False	True	False
ACIPENSERIDAE	ACIPENSERIDAE	NOUN	NNS	appos	STURGEONS		True	False	False
.	.	PUNCT	.	punct	STURGEONS		False	True	False
)	)	PUNCT	.	punct	STURGEONS		False	True	False
"
"	"
"	SPACE	_SP	prep	REVIEW		False	False	False
BY	by	ADP	IN	prep	REVIEW		True	False	True
PHILIP	PHILIP	PROPN	NNP	compound	KIRSCH	PERSON	True	False	False
H.	H.	PROPN	NNP	compound	KIRSCH	PERSON	False	False	False
KIRSCH	KIRSCH	PROPN	NNP	pobj	BY	PERSON	True	False	False
AND	and	CCONJ	CC	cc	KIRSCH		True	False	True
MORTON	MORTON	PROPN	NNP	compound	FORDICE	PERSON	True	False	False
W.	W.	PROPN	NNP	compound	FORDICE	PERSON	False	False	False
FORDICE	FORDICE	PROPN	NNP	conj	KIRSCH	PERSON	True	False	False
.	.	PUNCT	.	punct	REVIEW		False	True	False
"
"	"
"	SPACE	_SP	punct	given		False	False	False
In	in	ADP	IN	prep	given		True	False	True
the	the	DET	DT	det	paper		True	False	True
following	follow	VERB	VBG	amod	paper		True	False	False
paper	paper	NOUN	NN	pobj	In		True	False	False
we	we	PRON	PRP	nsubj	given		True	False	True
have	have	AUX	VBP	aux	given		True	False	True
given	give	VERB	VBN	ROOT	given		True	False	False
the	the	DET	DT	det	synonymy		True	False	True
synonymy	synonymy	NOUN	NN	dobj	given		True	False	False
of	of	ADP	IN	prep	synonymy		True	False	True
the	the	DET	DT	det	Sturgeons		True	False	True
Sturgeons	Sturgeons	PROPN	NNPS	pobj	of		True	False	False
or	or	CCONJ	CC	cc	Sturgeons		True	False	True
Aeipenseridae	Aeipenseridae	PROPN	NNPS	conj	Sturgeons		True	False	False
found	find	VERB	VBN	acl	Sturgeons		True	False	False
in	in	ADP	IN	prep	found		True	False	True
American	american	ADJ	JJ	amod	waters	NORP	True	False	False
waters	water	NOUN	NNS	pobj	in		True	False	False
,	,	PUNCT	,	punct	synonymy		False	True	False
an	an	DET	DT	det	key		True	False	True
analytic	analytic	ADJ	JJ	amod	key		True	False	False
key	key	NOUN	NN	conj	synonymy		True	False	False
by	by	ADP	IN	prep	distinguished		True	False	True
which	which	DET	WDT	pobj	by		True	False	True
the	the	DET	DT	det	species		True	False	True
species	specie	NOUN	NNS	nsubjpass	distinguished		True	False	False
may	may	AUX	MD	aux	distinguished		True	False	True
be	be	AUX	VB	auxpass	distinguished		True	False	True
distinguished	distinguish	VERB	VBN	relcl	key		True	False	False
,	,	PUNCT	,	punct	key		False	True	False
and	and	CCONJ	CC	cc	key		True	False	True
a	a	DET	DT	det	list		True	False	True
list	list	NOUN	NN	conj	key		True	False	False
of	of	ADP	IN	prep	list		True	False	True
nominal	nominal	ADJ	JJ	amod	species		True	False	False
species	specie	NOUN	NNS	pobj	of		True	False	False
with	with	ADP	IN	prep	species		True	False	True
identifications	identification	NOUN	NNS	pobj	with		True	False	False
.	.	PUNCT	.	punct	given		False	True	False
"
"	"
"	SPACE	_SP	punct	belong		False	False	False
All	all	DET	PDT	predet	species		True	False	True
the	the	DET	DT	det	species		True	False	True
species	specie	NOUN	NNS	nsubj	belong		True	False	False
examined	examine	VERB	VBN	acl	species		True	False	False
by	by	ADP	IN	agent	examined		True	False	True
us	we	PRON	PRP	pobj	by		True	False	True
belong	belong	VERB	VBP	ROOT	belong		True	False	False
to	to	ADP	IN	prep	belong		True	False	True
the	the	DET	DT	det	Museum	ORG	True	False	True
Museum	Museum	PROPN	NNP	pobj	to	ORG	True	False	False
of	of	ADP	IN	prep	Museum	ORG	True	False	True
the	the	DET	DT	det	University	ORG	True	False	True
University	University	PROPN	NNP	pobj	of	ORG	True	False	False
of	of	ADP	IN	prep	University	ORG	True	False	True
Indiana	Indiana	PROPN	NNP	pobj	of	ORG	True	False	False
.	.	PUNCT	.	punct	belong		False	True	False
"
"	"
"	SPACE	_SP	punct	collected		False	False	False
Most	Most	ADJ	JJS	nsubjpass	collected		True	False	True
of	of	ADP	IN	prep	Most		True	False	True
them	they	PRON	PRP	pobj	of		True	False	True
were	be	AUX	VBD	auxpass	collected		True	False	True
collected	collect	VERB	VBN	ROOT	collected		True	False	False
by	by	ADP	IN	agent	collected		True	False	True
Dr.	Dr.	PROPN	NNP	compound	Jordan		False	False	False
D.	D.	PROPN	NNP	compound	Jordan	PERSON	False	False	False
S.	S.	PROPN	NNP	compound	Jordan	PERSON	False	False	False
Jordan	Jordan	PROPN	NNP	pobj	by	PERSON	True	False	False
,	,	PUNCT	,	punct	Jordan		False	True	False
to	to	PART	TO	prep	indebted		True	False	True
whom	whom	PRON	WP	pobj	to		True	False	True
Ave	ave	PRON	PRP	nsubj	indebted		True	False	False
are	be	AUX	VBP	aux	indebted		True	False	True
indebted	indebted	ADJ	JJ	relcl	Jordan		True	False	False
for	for	ADP	IN	prep	indebted		True	False	True
aid	aid	NOUN	NN	pobj	for		True	False	False
in	in	ADP	IN	prep	indebted		True	False	True
various	various	ADJ	JJ	amod	ways		True	False	True
ways	way	NOUN	NNS	pobj	in		True	False	False
.	.	PUNCT	.	punct	collected		False	True	False
"
"	"
"	SPACE	_SP	punct	are		False	False	False
The	the	DET	DT	det	variations		True	False	True
variations	variation	NOUN	NNS	nsubj	are		True	False	False
due	due	ADJ	JJ	amod	variations		True	False	True
to	to	ADP	IN	prep	due		True	False	True
age	age	NOUN	NN	pobj	to		True	False	False
are	be	AUX	VBP	ROOT	are		True	False	True
extremely	extremely	ADV	RB	advmod	great		True	False	False
great	great	ADJ	JJ	acomp	are		True	False	False
in	in	ADP	IN	prep	are		True	False	True
this	this	DET	DT	det	group		True	False	True
group	group	NOUN	NN	pobj	in		True	False	False
,	,	PUNCT	,	punct	are		False	True	False
and	and	CCONJ	CC	cc	are		True	False	True
some	some	DET	DT	nsubj	prove		True	False	True
of	of	ADP	IN	prep	some		True	False	True
the	the	DET	DT	det	characters		True	False	True
characters	character	NOUN	NNS	pobj	of		True	False	False
given	give	VERB	VBN	acl	characters		True	False	False
here	here	ADV	RB	advmod	given		True	False	True
as	as	ADP	IN	prep	given		True	False	True
distinctions	distinction	NOUN	NNS	pobj	as		True	False	False
may	may	AUX	MD	aux	prove		True	False	True
prove	prove	VERB	VB	conj	are		True	False	False
to	to	PART	TO	aux	be		True	False	True
be	be	VERB	VB	xcomp	prove		True	False	True
of	of	ADP	IN	prep	be		True	False	True
little	little	ADJ	JJ	amod	value		True	False	False
value	value	NOUN	NN	pobj	of		True	False	False
when	when	ADV	WRB	advmod	examined		True	False	True
a	a	DET	DT	det	amount		True	False	True
larger	large	ADJ	JJR	amod	amount		True	False	False
amount	amount	NOUN	NN	nsubjpass	examined		True	False	True
of	of	ADP	IN	prep	amount		True	False	True
material	material	NOUN	NN	pobj	of		True	False	False
is	be	AUX	VBZ	auxpass	examined		True	False	True
examined	examine	VERB	VBN	advcl	be		True	False	False
.	.	PUNCT	.	punct	prove		False	True	False
"
"	"
"	SPACE	_SP	punct	be		False	False	False
There	there	PRON	EX	expl	be		True	False	True
can	can	AUX	MD	aux	be		True	False	True
,	,	PUNCT	,	punct	be		False	True	False
however	however	ADV	RB	advmod	be		True	False	True
,	,	PUNCT	,	punct	be		False	True	False
be	be	VERB	VB	ROOT	be		True	False	True
little'doubt	little'doubt	ADJ	JJ	attr	be		False	False	False
of	of	ADP	IN	prep	little'doubt		True	False	True
the	the	DET	DT	det	distinctions		True	False	True
distinctions	distinction	NOUN	NNS	pobj	of		True	False	False
of	of	ADP	IN	prep	distinctions		True	False	True
the	the	DET	DT	det	species		True	False	True
six	six	NUM	CD	nummod	species	CARDINAL	True	False	True
species	specie	NOUN	NNS	pobj	of		True	False	False
here	here	ADV	RB	advmod	recognized		True	False	True
recognized	recognize	VERB	VBN	acl	distinctions		True	False	False
.	.	PUNCT	.	punct	be		False	True	False
"
"	"
"	SPACE	_SP	punct	feel		False	False	False
We	we	PRON	PRP	nsubj	feel		True	False	True
feel	feel	VERB	VBP	ROOT	feel		True	False	False
also	also	ADV	RB	advmod	feel		True	False	True
very	very	ADV	RB	advmod	certain		True	False	True
certain	certain	ADJ	JJ	acomp	feel		True	False	False
that	that	SCONJ	IN	mark	exist		True	False	True
no	no	DET	DT	det	species		True	False	True
other	other	ADJ	JJ	amod	species		True	False	True
species	specie	NOUN	NNS	nsubj	exist		True	False	False
exist	exist	VERB	VBP	advcl	certain		True	False	False
within	within	ADP	IN	prep	exist		True	False	True
our	our	PRON	PRP$	poss	limits		True	False	True
limits	limit	NOUN	NNS	pobj	within		True	False	False
,	,	PUNCT	,	punct	exist		False	True	False
and	and	CCONJ	CC	cc	exist		True	False	True
that	that	SCONJ	IN	mark	referred		True	False	True
all	all	DET	DT	nsubjpass	referred		True	False	True
of	of	ADP	IN	prep	all		True	False	True
the	the	DET	DT	det	species		True	False	True
many	many	ADJ	JJ	amod	species		True	False	True
nominal	nominal	ADJ	JJ	amod	species		True	False	False
species	specie	NOUN	NNS	pobj	of		True	False	False
should	should	AUX	MD	aux	referred		True	False	True
be	be	AUX	VB	auxpass	referred		True	False	True
referred	refer	VERB	VBN	conj	exist		True	False	False
to	to	ADP	IN	prep	referred		True	False	True
these	these	DET	DT	det	six		True	False	True
six	six	NUM	CD	pobj	to	CARDINAL	True	False	True
.	.	PUNCT	.	punct	feel		False	True	False
"
"	"
"	SPACE	_SP	punct	regarded		False	False	False
This	this	DET	DT	det	paper		True	False	True
paper	paper	NOUN	NN	nsubjpass	regarded		True	False	False
must	must	AUX	MD	aux	regarded		True	False	True
be	be	AUX	VB	auxpass	regarded		True	False	True
regarded	regard	VERB	VBN	ROOT	regarded		True	False	False
as	as	ADP	IN	prep	regarded		True	False	True
provisional	provisional	ADJ	JJ	amod	as		True	False	False
only	only	ADV	RB	advmod	provisional		True	False	True
,	,	PUNCT	,	punct	as		False	True	False
as	as	ADP	IN	prep	as		True	False	True
helping	help	VERB	VBG	pcomp	as		True	False	False
to	to	PART	TO	aux	clear		True	False	True
clear	clear	VERB	VB	xcomp	helping		True	False	False
the	the	DET	DT	det	way		True	False	True
way	way	NOUN	NN	dobj	clear		True	False	False
to	to	ADP	IN	prep	way		True	False	True
a	a	DET	DT	det	knowledge		True	False	True
better	well	ADJ	JJR	amod	knowledge		True	False	False
knowledge	knowledge	NOUN	NN	pobj	to		True	False	False
of	of	ADP	IN	prep	knowledge		True	False	True
the	the	DET	DT	det	members		True	False	True
members	member	NOUN	NNS	pobj	of		True	False	False
of	of	ADP	IN	prep	members		True	False	True
the	the	DET	DT	det	group		True	False	True
group	group	NOUN	NN	pobj	of		True	False	False
.	.	PUNCT	.	punct	regarded		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Characters	character	NOUN	NNS	ROOT	Characters		True	False	False
of	of	ADP	IN	prep	Characters		True	False	True
the	the	DET	DT	det	Aeipenseridae		True	False	True
Aeipenseridae	Aeipenseridae	PROPN	NNP	pobj	of		True	False	False
.	.	PUNCT	.	punct	Characters		False	True	False
"
"	"
"	SPACE	_SP	dobj	contains		False	False	False
The	the	DET	DT	det	order		True	False	True
order	order	NOUN	NN	nsubj	contains		True	False	False
of	of	ADP	IN	prep	order		True	False	True
Glaniostomi	Glaniostomi	PROPN	NNP	pobj	of		True	False	False
contains	contain	VERB	VBZ	ROOT	contains		True	False	False
among	among	ADP	IN	prep	contains		True	False	True
recent	recent	ADJ	JJ	amod	fishes		True	False	False
fishes	fish	NOUN	NNS	pobj	among		True	False	False
but	but	CCONJ	CC	cc	contains		True	False	True
a	a	DET	DT	det	family		True	False	True
single	single	ADJ	JJ	amod	family		True	False	False
family	family	NOUN	NN	dobj	contains		True	False	False
,	,	PUNCT	,	punct	family		False	True	False
Aeipenseridae	Aeipenseridae	PROPN	NNP	appos	family		True	False	False
which	which	DET	WDT	nsubjpass	characterized		True	False	True
may	may	AUX	MD	aux	characterized		True	False	True
be	be	AUX	VB	auxpass	characterized		True	False	True
thus	thus	ADV	RB	advmod	characterized		True	False	True
characterized	characterize	VERB	VBN	relcl	family		True	False	False
:	:	PUNCT	:	punct	family		False	True	False
Body	body	NOUN	NN	appos	family		True	False	False
elongate	elongate	ADJ	JJ	amod	subcylindrical		True	False	False
,	,	PUNCT	,	punct	subcylindrical		False	True	False
subcylindrical	subcylindrical	ADJ	JJ	amod	Body		True	False	False
,	,	PUNCT	,	punct	subcylindrical		False	True	False
with	with	ADP	IN	prep	subcylindrical		True	False	True
five	five	NUM	CD	nummod	rows	CARDINAL	True	False	True
rows	row	NOUN	NNS	pobj	with		True	False	False
of	of	ADP	IN	prep	rows		True	False	True
bony	bony	ADJ	JJ	amod	plates		True	False	False
plates	plate	NOUN	NNS	pobj	of		True	False	False
,	,	PUNCT	,	punct	rows		False	True	False
a	a	DET	DT	det	dorsal		True	False	True
median	median	ADJ	JJ	amod	dorsal		True	False	False
dorsal	dorsal	ADJ	JJ	conj	rows		True	False	False
,	,	PUNCT	,	punct	dorsal		False	True	False
and	and	CCONJ	CC	cc	dorsal		True	False	True
a	a	DET	DT	det	lateral		True	False	True
lateral	lateral	ADJ	JJ	conj	dorsal		True	False	False
and	and	CCONJ	CC	cc	lateral		True	False	True
ventral	ventral	ADJ	JJ	conj	lateral		True	False	False
on	on	ADP	IN	prep	lateral		True	False	True
each	each	DET	DT	det	side		True	False	True
side	side	NOUN	NN	pobj	on		True	False	True
.	.	PUNCT	.	punct	contains		False	True	False
"
"	"
"	SPACE	_SP	dobj	has		False	False	False
Each	each	DET	DT	det	plate		True	False	True
plate	plate	NOUN	NN	nsubj	has		True	False	False
has	have	VERB	VBZ	ROOT	has		True	False	True
a	a	DET	DT	det	carina		True	False	True
median	median	ADJ	JJ	amod	carina		True	False	False
carina	carina	NOUN	NN	dobj	has		True	False	False
which	which	DET	WDT	nsubj	terminates		True	False	True
terminates	terminate	VERB	VBZ	relcl	carina		True	False	False
in	in	ADP	IN	prep	terminates		True	False	True
a	a	DET	DT	det	spine		True	False	True
more	more	ADV	RBR	advmod	developed		True	False	True
or	or	CCONJ	CC	cc	more		True	False	True
less	less	ADV	RBR	conj	more		True	False	True
developed	developed	ADJ	JJ	amod	spine		True	False	False
spine	spine	NOUN	NN	pobj	in		True	False	False
,	,	PUNCT	,	punct	spine		False	True	False
which	which	DET	WDT	nsubj	becomes		True	False	True
becomes	become	VERB	VBZ	relcl	spine		True	False	True
blunt	blunt	ADJ	JJ	acomp	becomes		True	False	False
with	with	ADP	IN	prep	becomes		True	False	True
age	age	NOUN	NN	pobj	with		True	False	False
,	,	PUNCT	,	punct	becomes		False	True	False
while	while	SCONJ	IN	mark	are		True	False	True
the	the	DET	DT	det	plates		True	False	True
ventral	ventral	ADJ	JJ	amod	plates		True	False	False
