Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
DESCRIPTION	description	NOUN	NN	ROOT	DESCRIPTION		True	False	False
OF	of	ADP	IN	prep	DESCRIPTION		True	False	True
A	a	DET	DT	det	SPECIES		True	False	True
NEW	new	ADJ	JJ	amod	SPECIES		True	False	False
SPECIES	specie	NOUN	NNS	pobj	OF		True	False	False
OF	of	ADP	IN	prep	SPECIES		True	False	True
SQUALOID	squaloid	ADJ	JJ	compound	SHARK		True	False	False
SHARK	shark	NOUN	NN	pobj	OF		True	False	False
FROM	from	ADP	IN	prep	SHARK		True	False	True
JAPAN	JAPAN	PROPN	NNP	pobj	FROM	GPE	True	False	False
.	.	PUNCT	.	punct	DESCRIPTION		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
CHIYOMATSU	CHIYOMATSU	PROPN	NNP	compound	ISHIKAWA	PERSON	True	False	False
ISHIKAWA	ISHIKAWA	PROPN	NNP	pobj	BY	PERSON	True	False	False
,	,	PUNCT	,	punct	ISHIKAWA		False	True	False
PH.D.	PH.D.	PROPN	NNP	appos	ISHIKAWA		False	False	False
Squalus	Squalus	PROPN	NNP	compound	Ishikawa	TAXA	True	False	False
japonious	japonious	ADJ	JJ	compound	Ishikawa	TAXA	True	False	False
Ishikawa	Ishikawa	PROPN	NNP	appos	BY	TAXA	True	False	False
,	,	PUNCT	,	punct	Ishikawa		False	True	False
new	new	ADJ	JJ	amod	species		True	False	False
species	specie	NOUN	NNS	appos	Ishikawa		True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	compound	vulgaris		False	False	False
Acanthias	Acanthias	PROPN	NNP	dative	"
"	TAXA	True	False	False
vulgaris	vulgaris	NOUN	NN	compound	Schlegel	TAXA	True	False	False
Schlegel	Schlegel	PROPN	NNP	appos	Acanthias		True	False	False
,	,	PUNCT	,	punct	Schlegel		False	True	False
Fauna	Fauna	PROPN	NNP	compound	Japonica		True	False	False
Japonica	Japonica	PROPN	NNP	appos	Schlegel		True	False	False
,	,	PUNCT	,	punct	Schlegel		False	True	False
