Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
GREENLAND	GREENLAND	PROPN	NNP	compound	LEPIDOPTERA	GPE	True	False	False
LEPIDOPTERA	LEPIDOPTERA	PROPN	NNP	ROOT	LEPIDOPTERA		True	False	False
.	.	PUNCT	.	punct	LEPIDOPTERA		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
HENRY	HENRY	PROPN	NNP	compound	SKINNER	PERSON	True	False	False
SKINNER	SKINNER	PROPN	NNP	pobj	BY	PERSON	True	False	False
,	,	PUNCT	,	punct	SKINNER		False	True	False
M.	M.	PROPN	NNP	compound	D.	PERSON	False	False	False
D.	D.	PROPN	NNP	conj	SKINNER	PERSON	False	False	False
AND	and	CCONJ	CC	cc	D.		True	False	True
LEVI	LEVI	PROPN	NNP	compound	MENGEL	PERSON	True	False	False
W.	W.	PROPN	NNP	compound	MENGEL	PERSON	False	False	False
MENGEL	MENGEL	PROPN	NNP	conj	D.	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	auxpass	taken		False	False	False
Four	four	NUM	CD	compound	hundred	CARDINAL	True	False	True
hundred	hundred	NUM	CD	nummod	insects	CARDINAL	True	False	True
and	and	CCONJ	CC	cc	hundred	CARDINAL	True	False	True
forty	forty	NUM	CD	compound	four	CARDINAL	True	False	True
-	-	PUNCT	HYPH	punct	four	CARDINAL	False	True	False
four	four	NUM	CD	conj	hundred	CARDINAL	True	False	True
insects	insect	NOUN	NNS	nsubjpass	taken		True	False	False
were	be	AUX	VBD	auxpass	taken		True	False	True
taken	take	VERB	VBN	ROOT	taken		True	False	False
by	by	ADP	IN	agent	taken		True	False	True
the	the	DET	DT	det	expedition		True	False	True
expedition	expedition	NOUN	NN	pobj	by		True	False	False
sent	send	VERB	VBN	acl	expedition		True	False	False
to	to	ADP	IN	prep	sent		True	False	True
Greenhmd	Greenhmd	PROPN	NNP	pobj	to	GPE	True	False	False
by	by	ADP	IN	agent	sent		True	False	True
the	the	DET	DT	det	Academy		True	False	True
Academy	Academy	PROPN	NNP	pobj	by	ORG	True	False	False
in	in	ADP	IN	prep	sent		True	False	True
the	the	DET	DT	det	summer	DATE	True	False	True
summer	summer	NOUN	NN	pobj	in	DATE	True	False	False
of	of	ADP	IN	prep	summer	DATE	True	False	True
1891	1891	NUM	CD	pobj	of	DATE	False	False	False
.	.	PUNCT	.	punct	taken		False	True	False
"
"	"
"	SPACE	_SP	punct	divided		False	False	False
They	they	PRON	PRP	nsubjpass	divided		True	False	True
were	be	AUX	VBD	auxpass	divided		True	False	True
divided	divide	VERB	VBN	ROOT	divided		True	False	False
among	among	ADP	IN	prep	divided		True	False	True
the	the	DET	DT	det	orders		True	False	True
different	different	ADJ	JJ	amod	orders		True	False	False
orders	order	NOUN	NNS	pobj	among		True	False	False
as	as	ADP	IN	mark	follows		True	False	True
follows	follow	VERB	VBZ	advcl	divided		True	False	False
:	:	PUNCT	:	punct	follows		False	True	False
Hymenoptera	Hymenoptera	PROPN	NNP	nmod	specimens	TAXA	True	False	False
25	25	NUM	CD	nummod	specimens	CARDINAL	False	False	False
specimens	specimen	NOUN	NNS	advcl	divided		True	False	False
,	,	PUNCT	,	punct	specimens		False	True	False
Coleoptera	Coleoptera	PROPN	NNP	nmod	specimens	TAXA	True	False	False
4	4	NUM	CD	nummod	specimens	CARDINAL	False	False	False
specimens	specimen	NOUN	NNS	conj	specimens		True	False	False
,	,	PUNCT	,	punct	specimens		False	True	False
Lepidoptera	Lepidoptera	PROPN	NNP	compound	Rhopalocera	TAXA	True	False	False
Rhopalocera	Rhopalocera	PROPN	NNP	nmod	specimens	TAXA	True	False	False
143	143	NUM	CD	nummod	specimens	CARDINAL	False	False	False
specimens	specimen	NOUN	NNS	conj	specimens		True	False	False
and	and	CCONJ	CC	cc	specimens		True	False	True
Heterocera	Heterocera	PROPN	NNP	conj	specimens	TAXA	True	False	False
143	143	NUM	CD	nummod	Heterocera	CARDINAL	False	False	False
.	.	PUNCT	.	punct	divided		False	True	False
"
"	"
"	SPACE	_SP	punct	captured		False	False	False
They	they	PRON	PRP	nsubjpass	captured		True	False	True
were	be	AUX	VBD	auxpass	captured		True	False	True
captured	capture	VERB	VBN	ROOT	captured		True	False	False
by	by	ADP	IN	agent	captured		True	False	True
Levi	Levi	PROPN	NNP	compound	Mengel	PERSON	True	False	False
W.	W.	PROPN	NNP	compound	Mengel	PERSON	False	False	False
Mengel	Mengel	PROPN	NNP	pobj	by	PERSON	True	False	False
,	,	PUNCT	,	punct	Mengel		False	True	False
entomologist	entomologist	NOUN	NN	appos	Mengel		True	False	False
to	to	ADP	IN	prep	entomologist		True	False	True
the	the	DET	DT	det	expedition		True	False	True
expedition	expedition	NOUN	NN	pobj	to		True	False	False
and	and	CCONJ	CC	cc	Mengel		True	False	True
Dr.	Dr.	PROPN	NNP	compound	Hughes		False	False	False
W.	W.	PROPN	NNP	compound	Hughes	PERSON	False	False	False
E.	E.	PROPN	NNP	compound	Hughes	PERSON	False	False	False
Hughes	Hughes	PROPN	NNP	conj	Mengel	PERSON	True	False	False
,	,	PUNCT	,	punct	Hughes		False	True	False
ornithologist	ornithologist	NOUN	NN	appos	Hughes		True	False	False
