Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
INDEX	index	NOUN	NN	ROOT	INDEX		True	False	False
TO	to	ADP	IN	prep	INDEX		True	False	True
GENERA	GENERA	PROPN	NNP	pobj	TO		True	False	False
,	,	PUNCT	,	punct	INDEX		False	True	False
ETC	etc	NOUN	NN	appos	INDEX		True	False	False
.	.	PUNCT	.	appos	INDEX		False	True	False
"
"	"
"	SPACE	_SP	punct	INDEX		False	False	False
1885	1885	NUM	CD	appos	INDEX		False	False	False
.	.	PUNCT	.	appos	1885		False	True	False
"
"	"
"	SPACE	_SP	punct	1885		False	False	False
PAGB	pagb	X	ADD	appos	1885		True	False	False
.	.	PUNCT	.	appos	PAGB		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
|	|	PUNCT	:	punct	PAGB		False	False	False
PAGB	PAGB	PROPN	NNP	npadvmod	"
"		True	False	False
.	.	PUNCT	.	punct	PAGB		False	True	False
"
"	"
"	SPACE	_SP	punct	PAGB		False	False	False
Abacocrinus	Abacocrinus	PROPN	NNP	appos	PAGB	TAXA	True	False	False
.	.	PUNCT	.	punct	Abacocrinus		False	True	False
"
"	"
"	SPACE	_SP	punct	PAGB		False	False	False
.294	.294	NUM	CD	nummod	Acrocrinidae		False	False	False
,	,	PUNCT	,	punct	.294		False	True	False
312	312	NUM	CD	appos	.294	CARDINAL	False	False	False
,	,	PUNCT	,	punct	.294		False	True	False
328	328	NUM	CD	appos	.294	CARDINAL	False	False	False
,	,	PUNCT	,	punct	.294		False	True	False
332	332	NUM	CD	appos	.294	CARDINAL	False	False	False
,	,	PUNCT	,	punct	.294		False	True	False
333	333	NUM	CD	nummod	Archaeocrinus306		False	False	False
I	i	NUM	CD	nummod	Archaeocrinus306		True	False	True
Archaeocrinus306	Archaeocrinus306	PROPN	NNP	appos	.294		False	False	False
,	,	PUNCT	,	punct	Archaeocrinus306		False	True	False
311	311	NUM	CD	appos	Archaeocrinus306	CARDINAL	False	False	False
,	,	PUNCT	,	punct	Archaeocrinus306		False	True	False
318	318	NUM	CD	nummod	Aceratherium	CARDINAL	False	False	False
Aceratherium	Aceratherium	PROPN	NNP	appos	Archaeocrinus306	TAXA	True	False	False
33	33	NUM	CD	nummod	Arcbaegosaurus		False	False	False
Arcbaegosaurus	Arcbaegosaurus	PROPN	NNP	appos	.294		True	False	False
101	101	NUM	CD	nummod	Acherontia		False	False	False
Acherontia	Acherontia	PROPN	NNP	appos	Arcbaegosaurus	TAXA	True	False	False
88	88	NUM	CD	nummod	Arctostaphylos		False	False	False
Arctostaphylos	Arctostaphylos	PROPN	NNP	appos	Arcbaegosaurus	TAXA	True	False	False
379	379	NUM	CD	nummod	Acontia	CARDINAL	False	False	False
Acontia	Acontia	PROPN	NNP	appos	Arcbaegosaurus	TAXA	True	False	False
Acrocrinidae	Acrocrinidae	PROPN	NNP	appos	PAGB	TAXA	True	False	False
342	342	NUM	CD	nummod	Acrocrinus.229		False	False	False
Acrocrinus.229	Acrocrinus.229	PROPN	NNP	appos	Acrocrinidae	TAXA	False	False	False
,	,	PUNCT	,	punct	312		False	True	False
232	232	NUM	CD	nummod	312	CARDINAL	False	False	False
,	,	PUNCT	,	punct	312		False	True	False
278	278	NUM	CD	nummod	312	CARDINAL	False	False	False
,	,	PUNCT	,	punct	312		False	True	False
312	312	NUM	CD	appos	Acrocrinus.229	CARDINAL	False	False	False
,	,	PUNCT	,	punct	347		False	True	False
342	342	NUM	CD	nummod	347	CARDINAL	False	False	False
-	-	SYM	SYM	punct	347		False	True	False
347	347	NUM	CD	quantmod	312		False	False	False
Actinocrinidae	Actinocrinidae	PROPN	NNP	appos	Acrocrinidae	TAXA	True	False	False
327	327	NUM	CD	nummod	Actinocrinus	CARDINAL	False	False	False
Actinocrinus	Actinocrinus	PROPN	NNP	appos	Actinocrinidae	TAXA	True	False	False
.	.	PUNCT	.	punct	Acrocrinidae		False	True	False
"
"	"
"	SPACE	_SP	punct	PAGB		False	False	False
.244	.244	NUM	CD	nummod	247		False	False	False
-	-	SYM	SYM	punct	247		False	True	False
247	247	NUM	CD	nummod	Actinonometra		False	False	False
,	,	PUNCT	,	punct	247		False	True	False
249	249	NUM	CD	appos	247	CARDINAL	False	False	False
,	,	PUNCT	,	punct	247		False	True	False
232	232	NUM	CD	appos	247	CARDINAL	False	False	False
,	,	PUNCT	,	punct	247		False	True	False
253	253	NUM	CD	appos	247	CARDINAL	False	False	False
,	,	PUNCT	,	punct	247		False	True	False
265	265	NUM	CD	nummod	293	CARDINAL	False	False	False
,	,	PUNCT	,	punct	293		False	True	False
273	273	NUM	CD	nummod	293	CARDINAL	False	False	False
,	,	PUNCT	,	punct	293		False	True	False
280	280	NUM	CD	nummod	293	CARDINAL	False	False	False
,	,	PUNCT	,	punct	293		False	True	False
283	283	NUM	CD	nummod	293	CARDINAL	False	False	False
,	,	PUNCT	,	punct	293		False	True	False
293	293	NUM	CD	appos	247	CARDINAL	False	False	False
,	,	PUNCT	,	punct	247		False	True	False
334	334	NUM	CD	appos	247		False	False	False
Actinonometra	Actinonometra	PROPN	NNP	appos	PAGB		True	False	False
288	288	NUM	CD	nummod	Agama		False	False	False
Agama	Agama	PROPN	NNP	appos	Actinonometra		True	False	False
140	140	NUM	CD	nummod	Argynnis		False	False	False
Attacus	Attacus	PROPN	NNP	compound	Argynnis		True	False	False
Argynnis	Argynnis	PROPN	NNP	appos	Agama	TAXA	True	False	False
84	84	NUM	CD	nummod	Argynnis		False	False	False
,	,	PUNCT	,	punct	Argynnis		False	True	False
86	86	NUM	CD	nummod	Artbroacantha		False	False	False
Artbroacantha	Artbroacantha	PROPN	NNP	appos	Argynnis		True	False	False
.	.	PUNCT	.	punct	Actinonometra		False	True	False
"
"	"
"	SPACE	_SP	punct	PAGB		False	False	False
338	338	NUM	CD	nummod	341		False	False	False
-	-	SYM	SYM	punct	341		False	True	False
341	341	NUM	CD	nummod	Ascaris		False	False	False
Ascaris	Ascaris	PROPN	NNP	appos	PAGB	TAXA	True	False	False
10	10	NUM	CD	nummod	Aster		False	False	False
Aster	Aster	PROPN	NNP	appos	Ascaris		True	False	False
376	376	NUM	CD	nummod	Asternotremia		False	False	False
Asternotremia	Asternotremia	PROPN	NNP	appos	Aster	TAXA	True	False	False
137	137	NUM	CD	nummod	Asteroblastus		False	False	False
Asteroblastus	Asteroblastus	PROPN	NNP	appos	Aster	TAXA	True	False	False
298	298	NUM	CD	nummod	Atbyma		False	False	False
Atbyma	Atbyma	PROPN	NNP	appos	Aster		True	False	False
87	87	NUM	CD	nummod	Agaricocrinus		False	False	False
82	82	NUM	CD	nummod	Agaricocrinus		False	False	False
Agaricocrinus	Agaricocrinus	PROPN	NNP	appos	Ascaris	TAXA	True	False	False
270	270	NUM	CD	nummod	Agaricocrinus		False	False	False
,	,	PUNCT	,	punct	Agaricocrinus		False	True	False
327	327	NUM	CD	nummod	Agaricocrinus		False	False	False
Agassizocrinus	Agassizocrinus	PROPN	NNP	appos	Ascaris	TAXA	True	False	False
232	232	NUM	CD	nummod	Alces		False	False	False
,	,	PUNCT	,	punct	276		False	True	False
276	276	NUM	CD	nummod	Alces		False	False	False
Agelacrinus	Agelacrinus	PROPN	NNP	nmod	Agrias	TAXA	True	False	False
298	298	NUM	CD	nummod	Agrias		False	False	False
Agrias	Agrias	PROPN	NNP	dep	Alces	TAXA	True	False	False
177	177	NUM	CD	nummod	Alces		False	False	False
Alces	Alces	PROPN	NNP	appos	Agassizocrinus	TAXA	True	False	False
182	182	NUM	CD	nummod	2		False	False	False
,	,	PUNCT	,	punct	2		False	True	False
183	183	NUM	CD	nummod	2		False	False	False
-	-	SYM	SYM	punct	2		False	True	False
20	20	NUM	CD	nummod	2		False	False	False
-	-	PUNCT	HYPH	punct	2		False	True	False
2	2	NUM	CD	appos	Alces		False	False	False
Allagecrinus	Allagecrinus	PROPN	NNP	conj	Alces	TAXA	True	False	False
253	253	NUM	CD	nummod	256		False	False	False
-	-	SYM	SYM	punct	256		False	True	False
256	256	NUM	CD	appos	Allagecrinus		False	False	False
,	,	PUNCT	,	punct	Allagecrinus		False	True	False
279	279	NUM	CD	nummod	281		False	False	False
-	-	SYM	SYM	punct	281		False	True	False
281	281	NUM	CD	appos	Allagecrinus		False	False	False
Alloprosallocrinus	Alloprosallocrinus	PROPN	NNP	appos	Ascaris	TAXA	True	False	False
328	328	NUM	CD	nummod	Ambloplites		False	False	False
Ambloplites	Ambloplites	PROPN	NNP	appos	Alloprosallocrinus	TAXA	True	False	False
