Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
THE	the	DET	DT	det	EVOLUTION		True	False	True
EVOLUTION	evolution	NOUN	NN	ROOT	EVOLUTION		True	False	False
OF	of	ADP	IN	prep	EVOLUTION		True	False	True
THE	the	DET	DT	det	TEETH		True	False	True
PREMOLAR	premolar	NOUN	NN	compound	TEETH		True	False	False
TEETH	TEETH	VERB	VBZ	pobj	OF		True	False	False
IN	in	ADP	IN	prep	TEETH		True	False	True
THE	the	DET	DT	det	MAMMALS		True	False	True
MAMMALS	mammal	NOUN	NNS	pobj	IN		True	False	False
.	.	PUNCT	.	punct	EVOLUTION		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
W.	W.	PROPN	NNP	compound	SCOTT	PERSON	False	False	False
B.	B.	PROPN	NNP	compound	SCOTT	PERSON	False	False	False
SCOTT	SCOTT	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	accepted		False	False	False
The	the	DET	DT	det	mode		True	False	True
mode	mode	NOUN	NN	nsubjpass	accepted		True	False	False
of	of	ADP	IN	prep	mode		True	False	True
evolution	evolution	NOUN	NN	pobj	of		True	False	False
of	of	ADP	IN	prep	evolution		True	False	True
the	the	DET	DT	det	tooth		True	False	True
mammalian	mammalian	ADJ	JJ	amod	tooth		True	False	False
molar	molar	NOUN	NN	compound	tooth		True	False	False
tooth	tooth	NOUN	NN	pobj	of		True	False	False
up	up	ADP	IN	prep	evolution		True	False	True
to	to	ADP	IN	prep	up		True	False	True
and	and	CCONJ	CC	cc	up		True	False	True
from	from	ADP	IN	conj	up		True	False	True
the	the	DET	DT	det	pattern		True	False	True
tritubercular	tritubercular	ADJ	JJ	amod	pattern		True	False	False
pattern	pattern	NOUN	NN	pobj	from		True	False	False
,	,	PUNCT	,	punct	mode		False	True	False
which	which	DET	WDT	nsubjpass	elaborated		True	False	True
has	have	AUX	VBZ	aux	elaborated		True	False	True
been	be	AUX	VBN	auxpass	elaborated		True	False	True
elaborated	elaborate	VERB	VBN	relcl	mode		True	False	False
by	by	ADP	IN	agent	elaborated		True	False	True
Cope	Cope	PROPN	NNP	pobj	by	PERSON	True	False	False
(	(	PUNCT	-LRB-	punct	Cope		False	True	False
No	no	NOUN	NN	appos	Cope		True	False	True
.	.	NOUN	NN	appos	Cope		False	True	False
"
"	"
"	SPACE	_SP	punct	mode		False	False	False
1	1	NUM	CD	nummod	"
"	CARDINAL	False	False	False
)	)	PUNCT	-RRB-	punct	1		False	True	False
and	and	CCONJ	CC	cc	"
"		True	False	True
