Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
ON	on	ADP	IN	ROOT	ON		True	False	True
A	a	DET	DT	det	COLLECTION		True	False	True
COLLECTION	collection	NOUN	NN	pobj	ON		True	False	False
OF	of	ADP	IN	prep	COLLECTION		True	False	True
BATRACHIA	BATRACHIA	PROPN	NNP	pobj	OF	PERSON	True	False	False
AND	and	CCONJ	CC	cc	BATRACHIA		True	False	True
REPTILIA	REPTILIA	PROPN	NNP	conj	BATRACHIA		True	False	False
FROM	from	ADP	IN	prep	BATRACHIA		True	False	True
THE	the	DET	DT	det	ISLAND		True	False	True
ISLAND	island	NOUN	NN	pobj	FROM		True	False	False
OF	of	ADP	IN	prep	ISLAND		True	False	True
HAINAN	HAINAN	PROPN	NNP	pobj	OF	GPE	True	False	False
.	.	PUNCT	.	punct	ON		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
E.	E.	PROPN	NNP	compound	COPE	PERSON	False	False	False
D.	D.	PROPN	NNP	compound	COPE	PERSON	False	False	False
COPE	COPE	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	made		False	False	False
The	the	DET	DT	det	collection		True	False	True
collection	collection	NOUN	NN	nsubjpass	made		True	False	False
on	on	ADP	IN	prep	based		True	False	True
which	which	DET	WDT	pobj	on		True	False	True
the	the	DET	DT	det	notes		True	False	True
following	follow	VERB	VBG	amod	notes		True	False	False
notes	note	NOUN	NNS	nsubjpass	based		True	False	False
are	be	AUX	VBP	auxpass	based		True	False	True
based	base	VERB	VBN	relcl	collection		True	False	False
was	be	AUX	VBD	auxpass	made		True	False	True
made	make	VERB	VBN	ROOT	made		True	False	True
by	by	ADP	IN	agent	made		True	False	True
the	the	DET	DT	det	Rev.		True	False	True
Rev.	Rev.	PROPN	NNP	pobj	by		False	False	False
"
"	"
"	SPACE	_SP	amod	Gilman		False	False	False
Francis	Francis	PROPN	NNP	compound	Gilman	PERSON	True	False	False
Gilman	Gilman	PROPN	NNP	dobj	made	PERSON	True	False	False
,	,	PUNCT	,	punct	Gilman		False	True	False
who	who	PRON	WP	nsubj	sent		True	False	True
sent	send	VERB	VBD	relcl	Gilman		True	False	False
them	they	PRON	PRP	dobj	sent		True	False	True
to	to	ADP	IN	dative	sent		True	False	True
Prof.	Prof.	PROPN	NNP	compound	Chas		False	False	False
Chas	Chas	PROPN	NNP	pobj	to	PERSON	True	False	False
.	.	PUNCT	.	case	Chas	PERSON	False	True	False
"
"	"
"	SPACE	_SP	amod	Dolley	PERSON	False	False	False
S.	S.	PROPN	NNP	compound	Dolley	PERSON	False	False	False
Dolley	Dolley	PROPN	NNP	oprd	made	PERSON	True	False	False
.	.	PUNCT	.	punct	made		False	True	False
"
"	"
"	SPACE	_SP	punct	placed		False	False	False
