Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
DESCRIPTION	description	NOUN	NN	ROOT	DESCRIPTION		True	False	False
OF	of	ADP	IN	prep	DESCRIPTION		True	False	True
A	a	DET	DT	det	SPECIES		True	False	True
NEW	new	ADJ	JJ	amod	SPECIES		True	False	False
SPECIES	specie	NOUN	NNS	pobj	OF		True	False	False
OF	of	ADP	IN	prep	SPECIES		True	False	True
NEOTOMA	NEOTOMA	PROPN	NNP	pobj	OF		True	False	False
FROM	from	ADP	IN	prep	SPECIES		True	False	True
PENNSYLVANIA	PENNSYLVANIA	PROPN	NNP	pobj	FROM	GPE	True	False	False
.	.	PUNCT	.	punct	DESCRIPTION		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
By	by	ADP	IN	prep	"
"		True	False	True
Witmer	Witmer	PROPN	NNP	compound	Stone	PERSON	True	False	False
Stone	Stone	PROPN	NNP	pobj	By	PERSON	True	False	False
.	.	PUNCT	.	punct	By		False	True	False
"
"	"
"	SPACE	_SP	punct	obtained		False	False	False
I	I	PRON	PRP	nsubj	obtained		True	False	True
have	have	AUX	VBP	aux	obtained		True	False	True
recently	recently	ADV	RB	advmod	obtained		True	False	False
obtained	obtain	VERB	VBN	ROOT	obtained		True	False	False
through	through	ADP	IN	prep	obtained		True	False	True
the	the	DET	DT	det	kindness		True	False	True
kindness	kindness	NOUN	NN	pobj	through		True	False	False
of	of	ADP	IN	prep	kindness		True	False	True
Mr.	Mr.	PROPN	NNP	compound	Dillin		False	False	False
J.	J.	PROPN	NNP	compound	Dillin	PERSON	False	False	False
G.	G.	PROPN	NNP	compound	Dillin	PERSON	False	False	False
Dillin	Dillin	PROPN	NNP	pobj	of	PERSON	True	False	False
two	two	NUM	CD	nummod	specimens	CARDINAL	True	False	True
specimens	specimen	NOUN	NNS	dobj	obtained		True	False	False
of	of	ADP	IN	prep	specimens		True	False	True
a	a	DET	DT	det	rat		True	False	True
wood	wood	NOUN	NN	compound	rat		True	False	False
rat	rat	NOUN	NN	pobj	of		True	False	False
which	which	DET	WDT	nsubjpass	secured		True	False	True
were	be	AUX	VBD	auxpass	secured		True	False	True
