Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
ON	on	ADP	IN	ROOT	ON		True	False	True
THE	the	DET	DT	det	ANATOMY		True	False	True
ANATOMY	anatomy	NOUN	NN	pobj	ON		True	False	False
OF	of	ADP	IN	prep	ANATOMY		True	False	True
SAGDA	SAGDA	PROPN	NNP	pobj	OF		True	False	False
,	,	PUNCT	,	punct	SAGDA		False	True	False
CYSTICOPSIS	CYSTICOPSIS	PROPN	NNP	conj	SAGDA		True	False	False
,	,	PUNCT	,	punct	CYSTICOPSIS		False	True	False
^GISTA	^GISTA	PROPN	NNP	conj	CYSTICOPSIS		False	False	False
AND	and	CCONJ	CC	cc	^GISTA		True	False	True
DENTELLARIA	DENTELLARIA	PROPN	NNP	conj	^GISTA		True	False	False
.	.	PUNCT	.	punct	SAGDA		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
HENRY	HENRY	PROPN	NNP	compound	PILSBRY	PERSON	True	False	False
A.	A.	PROPN	NNP	compound	PILSBRY	PERSON	False	False	False
PILSBRY	PILSBRY	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	PILSBRY		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Sagda	Sagda	PROPN	NNP	ROOT	Sagda	TAXA	True	False	False
(	(	PUNCT	-LRB-	punct	Sagda	TAXA	False	True	False
Hyalosagda	Hyalosagda	PROPN	NNP	appos	Sagda	TAXA	True	False	False
)	)	PUNCT	-RRB-	punct	Sagda	TAXA	False	True	False
similis	similis	PROPN	NNP	compound	Adams	TAXA	True	False	False
C.	C.	PROPN	NNP	compound	Adams		False	False	False
B.	B.	PROPN	NNP	compound	Adams		False	False	False
Adams	Adams	PROPN	NNP	appos	Sagda		True	False	False
.	.	PUNCT	.	punct	Sagda		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
(	(	PUNCT	-LRB-	punct	"
"		False	True	False
PI	PI	PROPN	NNP	compound	.		True	False	False
.	.	PROPN	NNP	nsubj	"
"		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
XIII	XIII	PROPN	NNP	attr	"
"		True	False	False
,	,	PUNCT	,	punct	XIII		False	True	False
figs	fig	NOUN	NNS	appos	XIII		True	False	False
.	.	PUNCT	.	appos	XIII		False	True	False
"
"	"
"	SPACE	_SP	acl	XIII		False	False	False
A.	a.	NOUN	NN	appos	XIII		False	False	False
"
"	"
"	SPACE	_SP	acl	XIII		False	False	False
B.	B.	PROPN	NNP	compound	E.		False	False	False
C.	C.	PROPN	NNP	compound	E.		False	False	False
D.	D.	PROPN	NNP	compound	E.		False	False	False
E.	E.	PROPN	NNP	appos	XIII		False	False	False
)	)	PUNCT	-RRB-	punct	XIII		False	True	False
The	the	DET	DT	det	specimens		True	False	True
specimens	specimen	NOUN	NNS	nsubjpass	collected		True	False	False
were	be	AUX	VBD	auxpass	collected		True	False	True
