Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
ON	on	ADP	IN	ROOT	ON		True	False	True
A	a	DET	DT	det	SPECIES		True	False	True
NEW	new	ADJ	JJ	amod	SPECIES		True	False	False
SPECIES	specie	NOUN	NNS	pobj	ON		True	False	False
OF	of	ADP	IN	prep	SPECIES		True	False	True
SPIDER	spider	NOUN	NN	pobj	OF		True	False	False
OF	of	ADP	IN	prep	SPIDER		True	False	True
THE	the	DET	DT	det	DINOPIS		True	False	True
GENUS	genus	NOUN	NN	compound	DINOPIS		True	False	False
DINOPIS	DINOPIS	PROPN	NNP	pobj	OF		True	False	False
FROM	from	ADP	IN	prep	DINOPIS		True	False	True
THE	the	DET	DT	det	STATES		True	False	True
SOUTHERN	southern	ADJ	JJ	amod	STATES		True	False	False
UNITED	UNITED	PROPN	NNP	compound	STATES	GPE	True	False	False
STATES	STATES	PROPN	NNP	pobj	FROM	GPE	True	False	False
,	,	PUNCT	,	punct	ON		False	True	False
BY	by	ADP	IN	prep	ON		True	False	True
DR	DR	PROPN	NNP	compound	GEO		True	False	False
.	.	PROPN	NNP	compound	GEO		False	True	False
GEO	GEO	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	case	GEO	PERSON	False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
MARX	MARX	PROPN	NNP	advcl	"
"		True	False	False
.	.	PUNCT	.	punct	MARX		False	True	False
"
"	"
"	SPACE	_SP	punct	rested		False	False	False
My	my	PRON	PRP$	poss	collection		True	False	True
collection	collection	NOUN	NN	nsubj	contains		True	False	False
of	of	ADP	IN	prep	collection		True	False	True
Aranese	Aranese	PROPN	NNPS	pobj	of	NORP	True	False	False
of	of	ADP	IN	prep	Aranese		True	False	True
the	the	DET	DT	det	S.	GPE	True	False	True
U.	U.	PROPN	NNP	compound	S.	GPE	False	False	False
S.	S.	PROPN	NNP	pobj	of	GPE	False	False	False
contains	contain	VERB	VBZ	ccomp	rested		True	False	False
