Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
WITH	with	ADP	IN	dep	REMARKS		True	False	True
REMARKS	remark	NOUN	NNS	ROOT	REMARKS		True	False	False
ON	on	ADP	IN	prep	REMARKS		True	False	True
SPECIES	specie	NOUN	NNS	pobj	ON		True	False	False
OF	of	ADP	IN	prep	SPECIES		True	False	True
THE	the	DET	DT	det	PEROGNATHUS		True	False	True
GENUS	genus	NOUN	NN	compound	PEROGNATHUS		True	False	False
PEROGNATHUS	perognathus	NOUN	NN	pobj	OF		True	False	False
.	.	PUNCT	.	punct	REMARKS		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
By	by	ADP	IN	prep	"
"		True	False	True
SAMUEL	SAMUEL	PROPN	NNP	compound	RHOADS	PERSON	True	False	False
N.	N.	PROPN	NNP	compound	RHOADS	PERSON	False	False	False
RHOADS	RHOADS	PROPN	NNP	pobj	By	PERSON	True	False	False
.	.	PUNCT	.	punct	By		False	True	False
"
"	"
"	SPACE	_SP	punct	obtained		False	False	False
The	the	DET	DT	det	mouse		True	False	True
pocket	pocket	NOUN	NN	compound	mouse		True	False	False
mouse	mouse	NOUN	NN	nsubjpass	obtained		True	False	False
from	from	ADP	IN	prep	mouse		True	False	True
Texas	Texas	PROPN	NNP	pobj	from	GPE	True	False	False
here	here	ADV	RB	advmod	described		True	False	True
described	describe	VERB	VBN	acl	mouse		True	False	False
as	as	ADP	IN	prep	described		True	False	True
new	new	ADJ	JJ	amod	as		True	False	False
was	be	AUX	VBD	auxpass	obtained		True	False	True
obtained	obtain	VERB	VBN	ROOT	obtained		True	False	False
during	during	ADP	IN	prep	obtained		True	False	True
the	the	DET	DT	det	year	DATE	True	False	True
past	past	ADJ	JJ	amod	year	DATE	True	False	False
year	year	NOUN	NN	pobj	during	DATE	True	False	False
by	by	ADP	IN	agent	obtained		True	False	True
Prof.	Prof.	PROPN	NNP	compound	Cope		False	False	False
E.	E.	PROPN	NNP	compound	Cope	PERSON	False	False	False
D.	D.	PROPN	NNP	compound	Cope	PERSON	False	False	False
Cope	Cope	PROPN	NNP	pobj	by	PERSON	True	False	False
and	and	CCONJ	CC	cc	obtained		True	False	True
placed	place	VERB	VBN	conj	obtained		True	False	False
in	in	ADP	IN	prep	placed		True	False	True
the	the	DET	DT	det	collection		True	False	True
collection	collection	NOUN	NN	pobj	in		True	False	False
of	of	ADP	IN	prep	collection		True	False	True
the	the	DET	DT	det	Academy	ORG	True	False	True
Academy	Academy	PROPN	NNP	pobj	of	ORG	True	False	False
of	of	ADP	IN	prep	Academy	ORG	True	False	True
Natural	Natural	PROPN	NNP	compound	Sciences	ORG	True	False	False
Sciences	Sciences	PROPN	NNPS	pobj	of	ORG	True	False	False
of	of	ADP	IN	prep	Academy		True	False	True
Philadelphia	Philadelphia	PROPN	NNP	pobj	of		True	False	False
.	.	PUNCT	.	punct	obtained		False	True	False
"
"	"
"	SPACE	_SP	punct	taken		False	False	False
The	the	DET	DT	det	specimens		True	False	True
specimens	specimen	NOUN	NNS	nsubjpass	taken		True	False	False
of	of	ADP	IN	prep	specimens		True	False	True
