Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
A	a	DET	DT	det	CONTRIBUTION		True	False	True
CONTRIBUTION	contribution	NOUN	NN	ROOT	CONTRIBUTION		True	False	False
TO	to	ADP	IN	prep	CONTRIBUTION		True	False	True
THE	the	DET	DT	det	KNOWLEDGE		True	False	True
KNOWLEDGE	knowledge	NOUN	NN	pobj	TO		True	False	False
OF	of	ADP	IN	prep	KNOWLEDGE		True	False	True
THE	the	DET	DT	det	FAUNA		True	False	True
SPIDER	spider	NOUN	NN	compound	FAUNA		True	False	False
FAUNA	fauna	NOUN	NN	pobj	OF		True	False	False
OF	of	ADP	IN	prep	FAUNA		True	False	True
THE	the	DET	DT	det	ISLANDS		True	False	True
BERMUDA	BERMUDA	PROPN	NNP	compound	ISLANDS	GPE	True	False	False
ISLANDS	island	NOUN	NNS	pobj	OF		True	False	False
.	.	PUNCT	.	punct	CONTRIBUTION		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
DR	DR	PROPN	NNP	compound	.		True	False	False
.	.	PROPN	NNP	compound	.		False	True	False
GEO	GEO	PROPN	NNP	compound	.	PERSON	True	False	False
.	.	PROPN	NNP	pobj	BY	PERSON	False	True	False
"
"	"
"	SPACE	_SP	punct	BY	PERSON	False	False	False
MARX	MARX	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	known		False	False	False
Little	little	ADJ	JJ	nsubjpass	known		True	False	False
has	have	AUX	VBZ	aux	known		True	False	True
been	be	AUX	VBN	auxpass	known		True	False	True
heretofore	heretofore	ADV	RB	advmod	known		True	False	False
known	know	VERB	VBN	ROOT	known		True	False	False
of	of	ADP	IN	prep	Little		True	False	True
the	the	DET	DT	det	fauna		True	False	True
spider	spider	NOUN	NN	compound	fauna		True	False	False
fauna	fauna	NOUN	NNS	pobj	of		True	False	False
of	of	ADP	IN	prep	fauna		True	False	True
the	the	DET	DT	det	Bermudas		True	False	True
Bermudas	Bermudas	PROPN	NNPS	pobj	of	LOC	True	False	False
.	.	PUNCT	.	punct	known		False	True	False
"
"	"
"	SPACE	_SP	punct	described		False	False	False
Mr.	Mr.	PROPN	NNP	compound	wall		False	False	False
Black	Black	PROPN	NNP	compound	wall	PERSON	True	False	False
wall	wall	PROPN	NNP	nsubj	described	PERSON	True	False	False
described	describe	VERB	VBD	ROOT	described		True	False	False
six	six	NUM	CD	nummod	species	CARDINAL	True	False	True
species	specie	NOUN	NNS	dobj	described		True	False	False
in	in	ADP	IN	prep	described		True	False	True
the	the	DET	DT	det	Ann		True	False	True
Ann	Ann	PROPN	NNP	pobj	in	ORG	True	False	False
.	.	PUNCT	.	punct	described		False	True	False
"
"	"
"	SPACE	_SP	punct	described		False	False	False
and	and	CCONJ	CC	cc	described		True	False	True
Mag	Mag	PROPN	NNP	prep	and		True	False	False
.	.	PROPN	NNP	conj	and		False	True	False
"
"	"
"	SPACE	_SP	conj	and		False	False	False
of	of	ADP	IN	prep	"
"		True	False	True
Nat	Nat	PROPN	NNP	pobj	of		True	False	False
,	,	PUNCT	,	punct	Nat		False	True	False
Hist	Hist	PROPN	NNP	appos	Nat		True	False	False
.	.	PUNCT	,	punct	of		False	True	False
,	,	PUNCT	,	punct	of		False	True	False
