Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
COLD	cold	ADJ	JJ	amod	BLOODED		True	False	False
-	-	PUNCT	HYPH	punct	BLOODED		False	True	False
BLOODED	blooded	ADJ	JJ	amod	VERTEBRATES		True	False	False
VERTEBRATES	vertebrate	NOUN	NNS	ROOT	VERTEBRATES		True	False	False
FROM	from	ADP	IN	prep	VERTEBRATES		True	False	True
FLORIDA	FLORIDA	PROPN	NNP	pobj	FROM	GPE	True	False	False
,	,	PUNCT	,	punct	FLORIDA		False	True	False
THE	the	DET	DT	det	INDIES	LOC	True	False	True
WEST	WEST	PROPN	NNP	compound	INDIES	LOC	True	False	False
INDIES	indie	NOUN	NNS	conj	FLORIDA	LOC	True	False	False
,	,	PUNCT	,	punct	INDIES		False	True	False
COSTA	COSTA	PROPN	NNP	compound	RICA	GPE	True	False	False
RICA	RICA	PROPN	NNP	conj	INDIES	GPE	True	False	False
,	,	PUNCT	,	punct	RICA		False	True	False
AND	and	CCONJ	CC	cc	RICA		True	False	True
EASTERN	EASTERN	PROPN	NNP	compound	BRAZIL	GPE	True	False	False
BRAZIL	BRAZIL	PROPN	NNP	conj	RICA	GPE	True	False	False
.	.	PUNCT	.	punct	VERTEBRATES		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	ROOT	BY		True	False	True
HENRY	HENRY	PROPN	NNP	nmod	\V.	PERSON	True	False	False
\V.	\V.	PROPN	NNP	pobj	BY	PERSON	False	False	False
"
"	"
"	SPACE	_SP	nmod	FOWLER	PERSON	False	False	False
FOWLER	FOWLER	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	received		False	False	False
The	the	DET	DT	det	Academy		True	False	True
Academy	Academy	PROPN	NNP	nsubj	received	ORG	True	False	False
has	have	AUX	VBZ	aux	received		True	False	True
received	receive	VERB	VBN	ROOT	received		True	False	False
a	a	DET	DT	det	number		True	False	True
number	number	NOUN	NN	dobj	received		True	False	False
of	of	ADP	IN	prep	number		True	False	True
small	small	ADJ	JJ	amod	collections		True	False	False
collections	collection	NOUN	NNS	pobj	of		True	False	False
from	from	ADP	IN	prep	collections		True	False	True
the	the	DET	DT	det	countries		True	False	True
above	above	ADJ	JJ	amod	countries		True	False	True
countries	country	NOUN	NNS	pobj	from		True	False	False
during	during	ADP	IN	prep	received		True	False	True
the	the	DET	DT	det	years	DATE	True	False	True
past	past	ADJ	JJ	amod	years	DATE	True	False	False
ten	ten	NUM	CD	nummod	years	DATE	True	False	True
years	year	NOUN	NNS	pobj	during	DATE	True	False	False
,	,	PUNCT	,	punct	years		False	True	False
which	which	DET	WDT	dobj	studied		True	False	True
I	I	PRON	PRP	nsubj	studied		True	False	True
have	have	AUX	VBP	aux	studied		True	False	True
recently	recently	ADV	RB	advmod	studied		True	False	False
studied	study	VERB	VBN	relcl	years		True	False	False
.	.	PUNCT	.	punct	received		False	True	False
"
"	"
"	SPACE	_SP	punct	include		False	False	False
Some	some	DET	DT	nsubj	include		True	False	True
include	include	VERB	VBP	ROOT	include		True	False	False
interesting	interesting	ADJ	JJ	amod	records		True	False	False
records	record	NOUN	NNS	dobj	include		True	False	False
or	or	CCONJ	CC	cc	records		True	False	True
new	new	ADJ	JJ	amod	species		True	False	False
species	specie	NOUN	NNS	conj	records		True	False	False
,	,	PUNCT	,	punct	include		False	True	False
and	and	CCONJ	CC	cc	include		True	False	True
thus	thus	ADV	RB	advmod	gathered		True	False	True
they	they	PRON	PRP	nsubjpass	gathered		True	False	True
are	be	AUX	VBP	auxpass	gathered		True	False	True
gathered	gather	VERB	VBN	conj	include		True	False	False
together	together	ADV	RB	advmod	gathered		True	False	True
to	to	PART	TO	aux	form		True	False	True
form	form	VERB	VB	advcl	gathered		True	False	False
the	the	DET	DT	det	paper		True	False	True
present	present	ADJ	JJ	amod	paper		True	False	False
paper	paper	NOUN	NN	dobj	form		True	False	False
.	.	PUNCT	.	punct	gathered		False	True	False
"
"	"
"	SPACE	_SP	punct	am		False	False	False
I	I	PRON	PRP	nsubj	am		True	False	True
am	be	AUX	VBP	ROOT	am		True	False	True
indebted	indebted	ADJ	JJ	acomp	am		True	False	False
to	to	ADP	IN	prep	indebted		True	False	True
Dr.	Dr.	PROPN	NNP	compound	Barl^our		False	False	False
Thomas	Thomas	PROPN	NNP	compound	Barl^our	PERSON	True	False	False
Barl^our	Barl^our	PROPN	NNP	pobj	to	PERSON	False	False	False
for	for	ADP	IN	prep	indebted	PERSON	True	False	True
a	a	DET	DT	det	review		True	False	True
review	review	NOUN	NN	pobj	for		True	False	False
of	of	ADP	IN	prep	review		True	False	True
the	the	DET	DT	det	amphibians		True	False	True
amphibians	amphibian	NOUN	NNS	pobj	of		True	False	False
