Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
ADDITIONS	addition	NOUN	NNS	ROOT	ADDITIONS		True	False	False
TO	to	ADP	IN	prep	ADDITIONS		True	False	True
THE	the	DET	DT	det	FAUNA		True	False	True
JAPANESE	japanese	ADJ	JJ	amod	FAUNA	NORP	True	False	False
LAND	land	NOUN	NN	compound	FAUNA		True	False	False
SNAIL	snail	NOUN	NN	compound	FAUNA		True	False	False
FAUNA	FAUNA	PROPN	NNP	pobj	TO		True	False	False
.	.	PUNCT	.	punct	ADDITIONS		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
HENRY	HENRY	PROPN	NNP	compound	PILSBRY	PERSON	True	False	False
A.	A.	PROPN	NNP	compound	PILSBRY	PERSON	False	False	False
PILSBRY	PILSBRY	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	occurred		False	False	False
The	the	DET	DT	det	forms		True	False	True
forms	form	NOUN	NNS	nsubj	occurred		True	False	False
described	describe	VERB	VBN	acl	forms		True	False	False
below	below	ADP	IN	advmod	described		True	False	True
occurred	occur	VERB	VBD	ROOT	occurred		True	False	False
in	in	ADP	IN	prep	occurred		True	False	True
a	a	DET	DT	det	collection		True	False	True
collection	collection	NOUN	NN	pobj	in		True	False	False
of	of	ADP	IN	prep	collection		True	False	True
Japanese	japanese	ADJ	JJ	amod	mollusca	NORP	True	False	False
mollusca	mollusca	NOUN	NNS	pobj	of		True	False	False
obtained	obtain	VERB	VBN	acl	collection		True	False	False
by	by	ADP	IN	agent	obtained		True	False	True
Marshall	Marshall	PROPN	NNP	compound	Gaines	PERSON	True	False	False
K.	K.	PROPN	NNP	compound	Gaines	PERSON	False	False	False
Gaines	Gaines	PROPN	NNP	pobj	by	PERSON	True	False	False
,	,	PUNCT	,	punct	Gaines		False	True	False
President	President	PROPN	NNP	appos	Gaines		True	False	False
of	of	ADP	IN	prep	President		True	False	True
Tillotson	Tillotson	PROPN	NNP	compound	College	ORG	True	False	False
College	College	PROPN	NNP	pobj	of	ORG	True	False	False
,	,	PUNCT	,	punct	College		False	True	False
Austin	Austin	PROPN	NNP	npadvmod	College	GPE	True	False	False
,	,	PUNCT	,	punct	Austin		False	True	False
Tex	Tex	PROPN	NNP	appos	Austin	GPE	True	False	False
.	.	PUNCT	,	punct	Gaines		False	True	False
,	,	PUNCT	,	punct	Gaines		False	True	False
while	while	SCONJ	IN	mark	resident		True	False	True
resident	resident	ADJ	JJ	advcl	obtained		True	False	False
and	and	CCONJ	CC	cc	resident		True	False	True
engaged	engage	VERB	VBN	conj	resident		True	False	False
in	in	ADP	IN	prep	engaged		True	False	True
educational	educational	ADJ	JJ	amod	work		True	False	False
work	work	NOUN	NN	pobj	in		True	False	False
in	in	ADP	IN	prep	engaged		True	False	True
Japan	Japan	PROPN	NNP	pobj	in	GPE	True	False	False
some	some	DET	DT	det	years	DATE	True	False	True
years	year	NOUN	NNS	npadvmod	ago	DATE	True	False	False
ago	ago	ADV	RB	advmod	engaged	DATE	True	False	False
.	.	PUNCT	.	punct	occurred		False	True	False
"
"	"
"	SPACE	_SP	punct	collected		False	False	False
They	they	PRON	PRP	nsubjpass	collected		True	False	True
were	be	AUX	VBD	auxpass	collected		True	False	True
chiefly	chiefly	ADV	RB	advmod	collected		True	False	False
collected	collect	VERB	VBN	ROOT	collected		True	False	False
by	by	ADP	IN	agent	collected		True	False	True
his	his	PRON	PRP$	poss	pupils		True	False	True
pupils	pupil	NOUN	NNS	pobj	by		True	False	False
;	;	PUNCT	:	punct	collected		False	True	False
and	and	CCONJ	CC	cc	collected		True	False	True
being	be	AUX	VBG	aux	accompanied		True	False	True
accompanied	accompany	VERB	VBN	advcl	are		True	False	False
by	by	ADP	IN	agent	accompanied		True	False	True
exact	exact	ADJ	JJ	amod	locality		True	False	False
locality	locality	NOUN	NN	compound	data		True	False	False
data	datum	NOUN	NNS	pobj	by		True	False	False
,	,	PUNCT	,	punct	are		False	True	False
are	be	VERB	VBP	conj	collected		True	False	True
a	a	DET	DT	det	addition		True	False	True
substantial	substantial	ADJ	JJ	amod	addition		True	False	False
addition	addition	NOUN	NN	attr	are		True	False	False
to	to	ADP	IN	prep	addition		True	False	True
our	our	PRON	PRP$	poss	knowledge		True	False	True
knowledge	knowledge	NOUN	NN	pobj	to		True	False	False
of	of	ADP	IN	prep	knowledge		True	False	True
the	the	DET	DT	det	mollusks		True	False	True
terrestrial	terrestrial	ADJ	JJ	amod	mollusks		True	False	False
mollusks	mollusk	NOUN	NNS	pobj	of		True	False	False
of	of	ADP	IN	prep	mollusks		True	False	True
Japau	Japau	PROPN	NNP	pobj	of	GPE	True	False	False
.	.	PUNCT	.	punct	are		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Diplommatina	Diplommatina	PROPN	NNP	dep	"
"	TAXA	True	False	False
tenuiplica	tenuiplica	PROPN	NNP	nmod	sp	TAXA	True	False	False
n.	n.	NOUN	NN	compound	sp		False	False	False
sp	sp	PROPN	NNP	compound	.		True	False	False
.	.	PROPN	NNP	appos	Diplommatina		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Shell	shell	NOUN	NN	ROOT	Shell		True	False	False
similar	similar	ADJ	JJ	amod	Shell		True	False	False
in	in	ADP	IN	prep	similar		True	False	True
form	form	NOUN	NN	pobj	in		True	False	False
,	,	PUNCT	,	punct	form		False	True	False
size	size	NOUN	NN	conj	form		True	False	False
and	and	CCONJ	CC	cc	size		True	False	True
external	external	ADJ	JJ	amod	sculpture		True	False	False
sculpture	sculpture	NOUN	NN	conj	size		True	False	False
to	to	ADP	IN	prep	similar		True	False	True
D.	D.	PROPN	NNP	nmod	Schra	TAXA	False	False	False
collarifera	collarifera	PROPN	NNP	nmod	Schra	TAXA	True	False	False
Schra	Schra	PROPN	NNP	pobj	to		True	False	False
.	.	PUNCT	.	case	Schra		False	True	False
"
"	"
"	SPACE	_SP	punct	Shell		False	False	False
and	and	CCONJ	CC	cc	Bttg		True	False	True
Bttg	Bttg	PROPN	NNP	appos	Shell		True	False	False
,	,	PUNCT	,	punct	Shell		False	True	False
,	,	PUNCT	,	punct	Shell		False	True	False
but	but	CCONJ	CC	cc	of		True	False	True
of	of	ADP	IN	conj	Shell		True	False	True
a	a	DET	DT	det	color		True	False	True
reddish	reddish	ADJ	JJ	amod	brown		True	False	False
brown	brown	ADJ	JJ	amod	color		True	False	False
color	color	NOUN	NN	pobj	of		True	False	False
,	,	PUNCT	,	punct	Shell		False	True	False
the	the	DET	DT	det	lamina		True	False	True
columellar	columellar	ADJ	JJ	amod	lamina		True	False	False
lamina	lamina	NOUN	NN	nsubj	thinner		True	False	False
within	within	ADP	IN	prep	lamina		True	False	True
the	the	DET	DT	det	whorl		True	False	True
whorl	whorl	NOUN	NN	pobj	within		True	False	False
decidedly	decidedly	ADV	RB	advmod	thinner		True	False	False
thinner	thin	ADJ	JJR	ccomp	lamina		True	False	False
and	and	CCONJ	CC	cc	thinner		True	False	True
weaker	weak	ADJ	JJR	amod	oblique		True	False	False
,	,	PUNCT	,	punct	oblique		False	True	False
less	less	ADV	RBR	advmod	oblique		True	False	True
oblique	oblique	ADJ	JJ	conj	thinner		True	False	False
;	;	PUNCT	:	punct	lamina		False	True	False
lamina	lamina	NOUN	NN	appos	Shell		True	False	False
within	within	ADP	IN	prep	lamina		True	False	True
the	the	DET	DT	det	wall		True	False	True
outer	outer	ADJ	JJ	amod	wall		True	False	False
wall	wall	NOUN	NN	pobj	within		True	False	False
