Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
CONTENTS	content	NOUN	NNS	dep	see		True	False	False
,	,	PUNCT	,	punct	see		False	True	False
For	for	ADP	IN	prep	see		True	False	True
Announcements	announcement	NOUN	NNS	pobj	For		True	False	False
,	,	PUNCT	,	punct	Announcements		False	True	False
Reports	report	NOUN	NNS	appos	Announcements		True	False	False
,	,	PUNCT	,	punct	Reports		False	True	False
etc	etc	X	FW	conj	Reports		True	False	False
.	.	PUNCT	,	punct	Reports		False	True	False
,	,	PUNCT	,	punct	Announcements		False	True	False
see	see	VERB	VB	ROOT	see		True	False	True
General	General	PROPN	NNP	compound	Index		True	False	False
Index	Index	PROPN	NNP	dobj	see		True	False	False
.	.	PUNCT	.	punct	see		False	True	False
"
"	"
"	SPACE	_SP	compound	BoYER		False	False	False
BoYER	BoYER	PROPN	NNP	ROOT	BoYER	PERSON	True	False	False
,	,	PUNCT	,	punct	BoYER		False	True	False
Charles	Charles	PROPN	NNP	compound	S.	PERSON	True	False	False
S.	S.	PROPN	NNP	appos	BoYER	PERSON	False	False	False
A	a	DET	DT	nmod	species		True	False	True
new	new	ADJ	JJ	amod	species		True	False	False
species	species	NOUN	NN	appos	BoYER		True	False	False
of	of	ADP	IN	prep	species		True	False	True
Cymatopleiira	Cymatopleiira	PROPN	NNP	pobj	of		True	False	False
(	(	PUNCT	-LRB-	punct	species		False	True	False
Plate	Plate	PROPN	NNP	compound	XXVIII		True	False	False
XXVIII	XXVIII	PROPN	NNP	appos	species		True	False	False
)	)	PUNCT	-RRB-	punct	species		False	True	False
,	,	PUNCT	-RRB-	punct	BoYER		False	True	False
""""	""""	PUNCT	''	punct	BoYER		False	True	False
554	554	NUM	CD	nummod	Brown	CARDINAL	False	False	False
Brown	Brown	PROPN	NNP	appos	BoYER	PERSON	True	False	False
,	,	PUNCT	,	punct	Brown		False	True	False
Arthur	Arthur	PROPN	NNP	compound	Erwin	PERSON	True	False	False
Erwin	Erwin	PROPN	NNP	appos	Brown	PERSON	True	False	False
,	,	PUNCT	,	punct	Brown		False	True	False
8c	8c	NUM	CD	appos	Brown	DATE	False	False	False
.	.	NOUN	NN	appos	Brown	DATE	False	True	False
D.	d.	NOUN	NN	appos	Brown	DATE	False	False	False
"
"	"
"	SPACE	_SP	punct	BoYER		False	False	False
Generic	generic	ADJ	JJ	amod	types		True	False	False
types	type	NOUN	NNS	appos	BoYER		True	False	False
of	of	ADP	IN	prep	types		True	False	True
Nearcfic	nearcfic	ADJ	JJ	compound	Reptilia		True	False	False
Reptilia	Reptilia	PROPN	NNP	pobj	of		True	False	False
and	and	CCONJ	CC	cc	Reptilia		True	False	True
Amphibia	Amphibia	PROPN	NNP	conj	Reptilia	TAXA	True	False	False
,	,	PUNCT	,	punct	BoYER		False	True	False
112	112	NUM	CD	nummod	Calvert	CARDINAL	False	False	False
Calvert	Calvert	PROPN	NNP	appos	BoYER	PERSON	True	False	False
,	,	PUNCT	,	punct	Calvert		False	True	False
Philip	Philip	PROPN	NNP	compound	P.		True	False	False
P.	P.	PROPN	NNP	appos	Calvert		False	False	False
,	,	PUNCT	,	punct	Calvert		False	True	False
Ph.D.	Ph.D.	PROPN	NNP	appos	Calvert		False	False	False
"
"	"
"	SPACE	_SP	punct	BoYER		False	False	False
The	the	DET	DT	det	composition		True	False	True
composition	composition	NOUN	NN	nmod	relations		True	False	False
and	and	CCONJ	CC	cc	composition		True	False	True
ecological	ecological	ADJ	JJ	conj	composition		True	False	False
relations	relation	NOUN	NNS	appos	BoYER		True	False	False
of	of	ADP	IN	prep	relations		True	False	True
the	the	DET	DT	det	Fauna		True	False	True
Odonate	Odonate	PROPN	NNP	compound	Fauna		True	False	False
Fauna	Fauna	PROPN	NNP	pobj	of		True	False	False
of	of	ADP	IN	prep	Fauna		True	False	True
^Mexico	^Mexico	PROPN	NNP	pobj	of		False	False	False
and	and	CCONJ	CC	cc	^Mexico		True	False	True
Central	Central	PROPN	NNP	compound	America		True	False	False
America	America	PROPN	NNP	conj	^Mexico		True	False	False
(	(	PUNCT	-LRB-	punct	relations		False	True	False
Plate	Plate	PROPN	NNP	compound	XXVI		True	False	False
XXVI	XXVI	PROPN	NNP	appos	relations		True	False	False
)	)	PUNCT	-RRB-	punct	XXVI		False	True	False
,	,	PUNCT	-RRB-	punct	relations		False	True	False
460	460	NUM	CD	nummod	Chainiberlix	CARDINAL	False	False	False
Chainiberlix	Chainiberlix	PROPN	NNP	appos	relations		True	False	False
,	,	PUNCT	,	punct	Chainiberlix		False	True	False
Ralph	Ralph	PROPN	NNP	compound	V.	PERSON	True	False	False
V.	V.	PROPN	NNP	appos	Chainiberlix	PERSON	False	False	False
Animal	animal	NOUN	NN	compound	names		True	False	False
names	name	NOUN	NNS	appos	BoYER		True	False	False
and	and	CCONJ	CC	cc	names		True	False	True
anatomical	anatomical	ADJ	JJ	amod	terms		True	False	False
terms	term	NOUN	NNS	conj	names		True	False	False
of	of	ADP	IN	prep	names		True	False	True
the	the	DET	DT	det	Indians	NORP	True	False	True
Goshute	Goshute	PROPN	NNP	compound	Indians	NORP	True	False	False
Indians	Indians	PROPN	NNPS	pobj	of	NORP	True	False	False
,	,	PUNCT	,	punct	names		False	True	False
73	73	NUM	CD	nummod	Revision	CARDINAL	False	False	False
Revision	revision	NOUN	NN	appos	names		True	False	False
of	of	ADP	IN	prep	Revision		True	False	True
North	north	ADJ	JJ	amod	American	NORP	True	False	False
American	american	ADJ	JJ	amod	Spiders	NORP	True	False	False
Spiders	spider	NOUN	NNS	pobj	of		True	False	False
of	of	ADP	IN	prep	Spiders		True	False	True
the	the	DET	DT	det	Lycosidse		True	False	True
Family	family	NOUN	NN	compound	Lycosidse		True	False	False
Lycosidse	Lycosidse	PROPN	NNP	pobj	of		True	False	False
(	(	PUNCT	-LRB-	punct	Revision		False	True	False
Plates	plate	NOUN	NNS	appos	Revision		True	False	False
VIII	viii	NUM	CD	nummod	Plates		True	False	False
-	-	SYM	SYM	punct	Revision		False	True	False
XXIII	xxiii	NUM	CD	appos	Revision		True	False	False
)	)	PUNCT	-RRB-	punct	Revision		False	True	False
,	,	PUNCT	-RRB-	punct	names		False	True	False
158	158	NUM	CD	nummod	Colton	CARDINAL	False	False	False
Colton	Colton	PROPN	NNP	appos	names	PERSON	True	False	False
,	,	PUNCT	,	punct	Colton		False	True	False
Harold	Harold	PROPN	NNP	compound	Sellers	PERSON	True	False	False
Sellers	Sellers	PROPN	NNP	appos	Colton	PERSON	True	False	False
.	.	PUNCT	.	punct	BoYER		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
How	how	ADV	WRB	advmod	eat		True	False	True
Fulgur	Fulgur	PROPN	NNP	nsubj	eat	TAXA	True	False	False
and	and	CCONJ	CC	cc	Fulgur		True	False	True
Sycotypiis	sycotypii	NOUN	NNS	conj	Fulgur		True	False	False
eat	eat	VERB	VBP	pcomp	"
"		True	False	False
Oysters	oyster	NOUN	NNS	dobj	eat		True	False	False
,	,	PUNCT	,	punct	Oysters		False	True	False
Mussels	mussel	NOUN	NNS	conj	Oysters		True	False	False
and	and	CCONJ	CC	cc	Mussels		True	False	True
Clams	clam	NOUN	NNS	conj	Mussels		True	False	False
(	(	PUNCT	-LRB-	punct	I		False	True	False
Plates	plate	NOUN	NNS	compound	I		True	False	False
I	i	NUM	CD	parataxis	eat		True	False	True
-	-	PUNCT	:	punct	I		False	True	False
V	v	NOUN	NN	appos	I		True	False	False
)	)	PUNCT	,	punct	I		False	True	False
,	,	PUNCT	,	punct	eat		False	True	False
....	....	PUNCT	NFP	punct	eat		False	True	False
3	3	NUM	CD	nummod	effects	CARDINAL	False	False	False
Some	some	DET	DT	det	effects		True	False	True
effects	effect	NOUN	NNS	ROOT	effects		True	False	False
of	of	ADP	IN	prep	effects		True	False	True
environment	environment	NOUN	NN	pobj	of		True	False	False
on	on	ADP	IN	prep	effects		True	False	True
the	the	DET	DT	det	growth		True	False	True
growth	growth	NOUN	NN	pobj	on		True	False	False
of	of	ADP	IN	prep	growth		True	False	True
Limna^a	Limna^a	PROPN	NNP	compound	columella		False	False	False
columella	columella	NOUN	NN	compound	Say		True	False	False
Say	Say	PROPN	NNP	pobj	of		True	False	True
,	,	PUNCT	,	punct	effects		False	True	False
'	'	PUNCT	''	punct	effects		False	True	False
410	410	NUM	CD	nummod	Fowler	CARDINAL	False	False	False
Fowler	Fowler	PROPN	NNP	appos	effects	PERSON	True	False	False
,	,	PUNCT	,	punct	Fowler		False	True	False
Henry	Henry	PROPN	NNP	compound	W.	PERSON	True	False	False
W.	W.	PROPN	NNP	appos	Fowler	PERSON	False	False	False
