Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
PILSBRY	PILSBRY	PROPN	NNP	nsubj	"
"		True	False	False
.	.	PROPN	NNP	nmod	PILSBRY		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
MOLLUSCA	MOLLUSCA	PROPN	NNP	npadvmod	"
"		True	False	False
OF	of	ADP	IN	prep	MOLLUSCA		True	False	True
THE	the	DET	DT	det	STATES		True	False	True
SOUTHWESTERN	SOUTHWESTERN	PROPN	NNP	compound	STATES		True	False	False
STATES	STATES	PROPN	NNPS	pobj	OF		True	False	False
PLATE	plate	NOUN	NN	appos	MOLLUSCA		True	False	False
XVIII	xviii	NOUN	NN	nummod	PLATE		True	False	False
.	.	NOUN	NN	appos	MOLLUSCA		False	True	False
"
"	"
"	SPACE	_SP	appos	MOLLUSCA		False	False	False
