Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
STIBIANITE	STIBIANITE	PROPN	NNP	ROOT	STIBIANITE		True	False	False
,	,	PUNCT	,	punct	STIBIANITE		False	True	False
A	a	DET	DT	det	MINERAL		True	False	True
NEW	new	ADJ	JJ	amod	MINERAL		True	False	False
MINERAL	mineral	NOUN	NN	appos	STIBIANITE		True	False	False
.	.	PUNCT	.	punct	STIBIANITE		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	agent	"
"		True	False	True
E.	E.	PROPN	NNP	nmod	iOLDSMITII	PERSON	False	False	False
(	(	PUNCT	-LRB-	punct	iOLDSMITII	PERSON	False	True	False
iOLDSMITII	iOLDSMITII	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	iOLDSMITII		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
In	in	ADP	IN	prep	noticed		True	False	True
tlie	tlie	PROPN	NNP	compound	Academy	ORG	True	False	False
Academy	Academy	PROPN	NNP	poss	collection	ORG	True	False	False
's	's	PART	POS	case	Academy	ORG	False	False	True
collection	collection	NOUN	NN	pobj	In		True	False	False
I	I	PRON	PRP	nsubj	noticed		True	False	True
noticed	notice	VERB	VBD	ROOT	noticed		True	False	False
a	a	DET	DT	det	mineral		True	False	True
mineral	mineral	NOUN	NN	dobj	noticed		True	False	False
without	without	ADP	IN	prep	mineral		True	False	True
a	a	DET	DT	det	name		True	False	True
name	name	NOUN	NN	pobj	without		True	False	True
,	,	PUNCT	,	punct	without		False	True	False
but	but	CCONJ	CC	cc	without		True	False	True
having	have	VERB	VBG	conj	without		True	False	False
on	on	ADP	IN	prep	having		True	False	True
its	its	PRON	PRP$	poss	label		True	False	True
label	label	NOUN	NN	pobj	on		True	False	False
the	the	DET	DT	det	words		True	False	True
words	word	NOUN	NNS	dobj	having		True	False	False
""""	""""	PUNCT	``	punct	words		False	True	False
Victoria	Victoria	PROPN	NNP	appos	words	GPE	True	False	False
,	,	PUNCT	,	punct	Victoria		False	True	False
Australia	Australia	PROPN	NNP	appos	Victoria	GPE	True	False	False
.	.	PUNCT	.	punct	noticed		False	True	False
