Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
CORRESPONDENTS	correspondent	NOUN	NNS	ROOT	CORRESPONDENTS		True	False	False
.	.	PUNCT	.	punct	CORRESPONDENTS		False	True	False
"
"	"
"	SPACE	_SP	punct	Hirase		False	False	False
Janary	Janary	PROPN	NNP	poss	"
"	DATE	True	False	False
29	29	NUM	CD	nummod	Janary	DATE	False	False	False
.	.	PUNCT	.	punct	Janary		False	True	False
"
"	"
"	SPACE	_SP	punct	Hirase		False	False	False
—	—	PUNCT	``	punct	I		False	True	False
H.	H.	PROPN	NNP	compound	I	PERSON	False	False	False
R.	R.	PROPN	NNP	compound	I	PERSON	False	False	False
H.	H.	PROPN	NNP	compound	I	PERSON	False	False	False
Albert	Albert	PROPN	NNP	compound	I	PERSON	True	False	False
I	I	PROPN	NNP	dobj	"
"	PERSON	True	False	True
,	,	PUNCT	,	punct	I		False	True	False
Sovereign	Sovereign	PROPN	NNP	compound	Prince		True	False	False
Prince	Prince	PROPN	NNP	appos	I		True	False	False
of	of	ADP	IN	prep	Prince		True	False	True
Monaco	Monaco	PROPN	NNP	pobj	of	GPE	True	False	False
.	.	PUNCT	.	punct	I		False	True	False
"
"	"
"	SPACE	_SP	punct	Hirase		False	False	False
March	March	PROPN	NNP	nmod	Hirase	DATE	True	False	False
26	26	NUM	CD	nummod	March	DATE	False	False	False
.	.	PUNCT	.	punct	March		False	True	False
"
"	"
"	SPACE	_SP	nummod	March		False	False	False
—	—	PUNCT	``	punct	Hirase		False	True	False
Y.	Y.	PROPN	NNP	compound	Hirase	PERSON	False	False	False
Hirase	Hirase	PROPN	NNP	ROOT	Hirase	PERSON	True	False	False
,	,	PUNCT	,	punct	Hirase		False	True	False
of	of	ADP	IN	prep	Hirase		True	False	True
Kyoto	Kyoto	PROPN	NNP	pobj	of	GPE	True	False	False
,	,	PUNCT	,	punct	Kyoto		False	True	False
Japan	Japan	PROPN	NNP	appos	Kyoto	GPE	True	False	False
;	;	PUNCT	:	punct	Hirase		False	True	False
Carlos	Carlos	PROPN	NNP	compound	Torre	PERSON	True	False	False
de	de	PROPN	NNP	nmod	Torre	PERSON	True	False	False
la	la	DET	DT	compound	Torre	PERSON	True	False	False
Torre	Torre	PROPN	NNP	appos	Hirase	PERSON	True	False	False
,	,	PUNCT	,	punct	Torre		False	True	False
of	of	ADP	IN	prep	Torre		True	False	True
Havana	Havana	PROPN	NNP	pobj	of	GPE	True	False	False
,	,	PUNCT	,	punct	Havana		False	True	False
Cuba	Cuba	PROPN	NNP	appos	Havana	GPE	True	False	False
.	.	PUNCT	.	punct	Hirase		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
August	August	PROPN	NNP	npadvmod	"
"	DATE	True	False	False
27	27	NUM	CD	nummod	August	DATE	False	False	False
.	.	PUNCT	.	punct	August		False	True	False
"
"	"
"	SPACE	_SP	punct	Brunton		False	False	False
—	—	PUNCT	``	punct	Brunton		False	True	False
Sir	Sir	PROPN	NNP	compound	Brunton		True	False	False
Thomas	Thomas	PROPN	NNP	compound	Brunton	PERSON	True	False	False
Lauder	Lauder	PROPN	NNP	compound	Brunton	PERSON	True	False	False
Brunton	Brunton	PROPN	NNP	ROOT	Brunton	PERSON	True	False	False
,	,	PUNCT	,	punct	Brunton		False	True	False
of	of	ADP	IN	prep	Brunton		True	False	True
London	London	PROPN	NNP	pobj	of	GPE	True	False	False
,	,	PUNCT	,	punct	London		False	True	False
England	England	PROPN	NNP	appos	London	GPE	True	False	False
.	.	PUNCT	.	punct	Brunton		False	True	False
"
"	"
"	SPACE	_SP	punct	Cockerell		False	False	False
November	November	PROPN	NNP	poss	"
"	DATE	True	False	False
26	26	NUM	CD	nummod	November	DATE	False	False	False
.	.	PUNCT	.	punct	November		False	True	False
"
"	"
"	SPACE	_SP	punct	Cockerell		False	False	False
—	—	PUNCT	``	punct	Cockerell		False	True	False
T.	T.	PROPN	NNP	compound	Cockerell	PERSON	False	False	False
D.	D.	PROPN	NNP	compound	Cockerell	PERSON	False	False	False
A.	A.	PROPN	NNP	compound	Cockerell	PERSON	False	False	False
Cockerell	Cockerell	PROPN	NNP	ROOT	Cockerell	PERSON	True	False	False
,	,	PUNCT	,	punct	Cockerell		False	True	False
of	of	ADP	IN	prep	Cockerell		True	False	True
East	East	PROPN	NNP	compound	Vegas	GPE	True	False	False
Las	Las	PROPN	NNP	compound	Vegas	GPE	True	False	False
Vegas	Vegas	PROPN	NNP	pobj	of	GPE	True	False	False
,	,	PUNCT	,	punct	Vegas		False	True	False
N.M.	N.M.	PROPN	NNP	appos	Vegas	GPE	False	False	False
xVDDITIONS	xvddition	NOUN	NNS	ROOT	xVDDITIONS		True	False	False
TO	to	ADP	IN	prep	xVDDITIONS		True	False	True
MUSEUM	museum	NOUN	NN	pobj	TO		True	False	False
.	.	PUNCT	.	punct	TO		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Mammals	mammal	NOUN	NNS	ROOT	Mammals		True	False	False
.	.	PUNCT	.	punct	Mammals		False	True	False
"
"	"
"	SPACE	_SP	compound	Behr		False	False	False
Otto	Otto	PROPN	NNP	compound	Behr	PERSON	True	False	False
Behr	Behr	PROPN	NNP	ROOT	Behr	PERSON	True	False	False
.	.	PUNCT	.	punct	Behr		False	True	False
"
"	"
"	SPACE	_SP	compound	Marten		False	False	False
Pine	Pine	PROPN	NNP	compound	Marten	PERSON	True	False	False
Marten	Marten	PROPN	NNP	ROOT	Marten	PERSON	True	False	False
,	,	PUNCT	,	punct	Marten		False	True	False
Mustela	Mustela	PROPN	NNP	compound	americana	TAXA	True	False	False
americana	americana	PROPN	NNP	appos	Marten	TAXA	True	False	False
;	;	PUNCT	:	punct	Marten		False	True	False
four	four	NUM	CD	nummod	Weasels	CARDINAL	True	False	True
Weasels	Weasels	PROPN	NNPS	conj	Marten		True	False	False
,	,	PUNCT	,	punct	Weasels		False	True	False
Putorius	Putorius	PROPN	NNP	compound	noveboracensis	TAXA	True	False	False
noveboracensis	noveboracensis	PROPN	NNP	appos	Weasels	TAXA	True	False	False
;	;	PUNCT	:	punct	Weasels		False	True	False
Rabbit	Rabbit	PROPN	NNP	conj	Weasels		True	False	False
,	,	PUNCT	,	punct	Rabbit		False	True	False
Lepus	Lepus	PROPN	NNP	compound	transiiionalis	TAXA	True	False	False
floridanus	floridanus	NOUN	NN	compound	transiiionalis	TAXA	True	False	False
transiiionalis	transiiionalis	NOUN	NN	appos	Rabbit		True	False	False
;	;	PUNCT	:	punct	Rabbit		False	True	False
Red	Red	PROPN	NNP	amod	backed		True	False	False
-	-	PUNCT	HYPH	punct	backed		False	True	False
backed	backed	ADJ	JJ	amod	Mouse		True	False	False
Mouse	Mouse	PROPN	NNP	conj	Rabbit		True	False	False
,	,	PUNCT	,	punct	Mouse		False	True	False
Evotoinys	Evotoinys	PROPN	NNP	compound	gapj^eri		True	False	False
gapj^eri	gapj^eri	PROPN	NNP	appos	Mouse		False	False	False
;	;	PUNCT	:	punct	Mouse		False	True	False
skins	skin	NOUN	NNS	conj	Mouse		True	False	False
and	and	CCONJ	CC	cc	skins		True	False	True
skulls	skull	NOUN	NNS	conj	skins		True	False	False
;	;	PUNCT	:	punct	skins		False	True	False
and	and	CCONJ	CC	cc	skins		True	False	True
Brewer	Brewer	PROPN	NNP	poss	Mole		True	False	False
's	's	PART	POS	case	Brewer		False	False	True
Mole	Mole	PROPN	NNP	conj	skins		True	False	False
,	,	PUNCT	,	punct	Mole		False	True	False
Parascalops	Parascalops	PROPN	NNP	compound	breioeri	TAXA	True	False	False
breioeri	breioeri	NOUN	NN	appos	Mole		True	False	False
;	;	PUNCT	:	punct	Mole		False	True	False
Short	Short	PROPN	NNP	compound	tailed		True	False	False
-	-	PUNCT	HYPH	punct	tailed		False	True	False
tailed	tailed	ADJ	JJ	amod	Shrew		True	False	False
Shrew	Shrew	PROPN	NNP	conj	Mole		True	False	False
,	,	PUNCT	,	punct	Shrew		False	True	False
Blarina	Blarina	PROPN	NNP	compound	brevicanda	TAXA	True	False	False
brevicanda	brevicanda	NOUN	NN	appos	Shrew	TAXA	True	False	False
;	;	PUNCT	:	punct	Shrew		False	True	False
White	white	ADJ	JJ	amod	footed		True	False	False
-	-	PUNCT	HYPH	punct	footed		False	True	False
footed	footed	ADJ	JJ	amod	Mouse		True	False	False
Mouse	Mouse	PROPN	NNP	conj	Shrew		True	False	False
,	,	PUNCT	,	punct	Mouse		False	True	False
Peromyscus	Peromyscus	PROPN	NNP	compound	canadensis	TAXA	True	False	False
canadensis	canadensis	NOUN	NN	appos	Mouse	TAXA	True	False	False
;	;	PUNCT	:	punct	Mouse		False	True	False
House	House	PROPN	NNP	compound	Mouse		True	False	False
Mouse	Mouse	PROPN	NNP	conj	Mouse		True	False	False
,	,	PUNCT	,	punct	Mouse		False	True	False
Mus	Mus	PROPN	NNP	compound	muscidus	TAXA	True	False	False
muscidus	muscidus	NOUN	NN	appos	Mouse	TAXA	True	False	False
,	,	PUNCT	,	punct	Mouse		False	True	False
and	and	CCONJ	CC	cc	Mouse		True	False	True
four	four	NUM	CD	nummod	Weasels	CARDINAL	True	False	True
Weasels	weasel	NOUN	NNS	conj	Mouse		True	False	False
,	,	PUNCT	,	punct	Weasels		False	True	False
Putorius	Putorius	PROPN	NNP	compound	noveboracensis	TAXA	True	False	False
noveboracensis	noveboracensis	PROPN	NNP	appos	Weasels	TAXA	True	False	False
,	,	PUNCT	,	punct	Weasels		False	True	False
alcoholic	alcoholic	ADJ	JJ	amod	Weasels		True	False	False
;	;	PUNCT	:	punct	Weasels		False	True	False
all	all	DET	DT	appos	Weasels		True	False	True
from	from	ADP	IN	prep	all		True	False	True
Wyoming	Wyoming	PROPN	NNP	compound	county	GPE	True	False	False
county	county	NOUN	NN	pobj	from		True	False	False
.	.	PUNCT	.	punct	Marten		False	True	False
"
"	"
"	SPACE	_SP	compound	Browx		False	False	False
Pa.	Pa.	PROPN	NNP	compound	Browx	PERSON	False	False	False
Stewardsox	Stewardsox	PROPN	NNP	compound	Browx	PERSON	True	False	False
Browx	Browx	PROPN	NNP	ROOT	Browx	PERSON	True	False	False
.	.	PUNCT	.	punct	Browx		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Red	Red	PROPN	NNP	compound	Bat		True	False	False
Bat	Bat	PROPN	NNP	attr	"
"		True	False	False
,	,	PUNCT	,	punct	Bat		False	True	False
Lasiurus	Lasiurus	PROPN	NNP	compound	borealis	TAXA	True	False	False
borealis	borealis	NOUN	NN	appos	Bat	TAXA	True	False	False
,	,	PUNCT	,	punct	Bat		False	True	False
Philadelphia	Philadelphia	PROPN	NNP	appos	Bat	GPE	True	False	False
.	.	PUNCT	.	punct	Bat		False	True	False
"
"	"
"	SPACE	_SP	compound	Chapman		False	False	False
Henry	Henry	PROPN	NNP	compound	Chapman	PERSON	True	False	False
C.	C.	PROPN	NNP	compound	Chapman	PERSON	False	False	False
Chapman	Chapman	PROPN	NNP	ROOT	Chapman	PERSON	True	False	False
,	,	PUNCT	,	punct	Chapman		False	True	False
M.D.	M.D.	PROPN	NNP	appos	Chapman		False	False	False
"
"	"
"	SPACE	_SP	punct	Chapman		False	False	False
Foetus	Foetus	PROPN	NNP	appos	Chapman		True	False	False
of	of	ADP	IN	prep	Foetus		True	False	True
Felis	Felis	PROPN	NNP	compound	domestica	TAXA	True	False	False
domestica	domestica	NOUN	NN	pobj	of	TAXA	True	False	False
,	,	PUNCT	,	punct	Foetus		False	True	False
Bus	Bus	PROPN	NNP	compound	scrofa	TAXA	True	False	False
scrofa	scrofa	PROPN	NNP	appos	Foetus	TAXA	True	False	False
,	,	PUNCT	,	punct	scrofa		False	True	False
Dasypus	Dasypus	PROPN	NNP	compound	sexcinctus	TAXA	True	False	False
sexcinctus	sexcinctus	NOUN	NN	appos	scrofa	TAXA	True	False	False
.	.	PUNCT	.	punct	Chapman		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Monkey	Monkey	PROPN	NNP	compound	sp		True	False	False
sp	sp	PROPN	NNP	dobj	"
"		True	False	False
.	.	PUNCT	,	punct	sp		False	True	False
,	,	PUNCT	,	punct	sp		False	True	False
and	and	CCONJ	CC	cc	sp		True	False	True
placenta	placenta	NOUN	NN	conj	sp		True	False	False
of	of	ADP	IN	prep	placenta		True	False	True
Oryx	Oryx	PROPN	NNP	pobj	of		True	False	False
.	.	PUNCT	.	punct	placenta		False	True	False
"
"	"
"	SPACE	_SP	compound	Hughes		False	False	False
William	William	PROPN	NNP	compound	Hughes	PERSON	True	False	False
E.	E.	PROPN	NNP	compound	Hughes	PERSON	False	False	False
Hughes	Hughes	PROPN	NNP	ROOT	Hughes	PERSON	True	False	False
