Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
NEW	new	ADJ	JJ	amod	MAMMALIA		True	False	False
AND	and	CCONJ	CC	cc	NEW		True	False	True
LITTLE	little	ADJ	JJ	conj	NEW		True	False	False
KNOWN	know	VERB	VBN	amod	MAMMALIA		True	False	False
MAMMALIA	MAMMALIA	PROPN	NNP	ROOT	MAMMALIA		True	False	False
FROM	from	ADP	IN	prep	MAMMALIA		True	False	True
THE	the	DET	DT	det	DEPOSIT		True	False	True
PORT	PORT	PROPN	NNP	compound	KENNEDY		True	False	False
KENNEDY	KENNEDY	PROPN	NNP	compound	BONE		True	False	False
BONE	BONE	PROPN	NNP	compound	DEPOSIT		True	False	False
DEPOSIT	deposit	NOUN	NN	pobj	FROM		True	False	False
.	.	PUNCT	.	punct	MAMMALIA		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
E.	E.	PROPN	NNP	compound	D	PERSON	False	False	False
D	D	PROPN	NNP	pobj	BY	PERSON	True	False	False
,	,	PUNCT	,	punct	D	PERSON	False	True	False
COPE	COPE	PROPN	NNP	appos	D		True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	based		False	False	False
The	the	DET	DT	det	notes		True	False	True
notes	note	NOUN	NNS	nsubjpass	based		True	False	False
contained	contain	VERB	VBN	acl	notes		True	False	False
in	in	ADP	IN	prep	contained		True	False	True
tiae	tiae	NOUN	NNS	nmod	pages		True	False	False
following	follow	VERB	VBG	amod	pages		True	False	False
pages	page	NOUN	NNS	pobj	in		True	False	False
are	be	AUX	VBP	auxpass	based		True	False	True
based	base	VERB	VBN	ROOT	based		True	False	False
on	on	ADP	IN	prep	based		True	False	True
material	material	NOUN	NN	pobj	on		True	False	False
acquired	acquire	VERB	VBN	acl	material		True	False	False
by	by	ADP	IN	agent	acquired		True	False	True
the	the	DET	DT	det	Academy	ORG	True	False	True
Academy	Academy	PROPN	NNP	pobj	by	ORG	True	False	False
of	of	ADP	IN	prep	Academy	ORG	True	False	True
Natural	Natural	PROPN	NNP	compound	Sciences	ORG	True	False	False
Sciences	Sciences	PROPN	NNPS	pobj	of	ORG	True	False	False
of	of	ADP	IN	prep	Academy		True	False	True
Philadelphia	Philadelphia	PROPN	NNP	pobj	of		True	False	False
from	from	ADP	IN	prep	acquired		True	False	True
the	the	DET	DT	det	locality		True	False	True
locality	locality	NOUN	NN	pobj	from		True	False	False
above	above	ADV	RB	advmod	mentioned		True	False	True
mentioned	mention	VERB	VBN	acl	locality		True	False	False
,	,	PUNCT	,	punct	based		False	True	False
and	and	CCONJ	CC	cc	based		True	False	True
are	be	VERB	VBP	conj	based		True	False	True
preliminary	preliminary	ADJ	JJ	acomp	are		True	False	False
to	to	ADP	IN	prep	preliminary		True	False	True
a	a	DET	DT	det	report		True	False	True
complete	complete	ADJ	JJ	amod	report		True	False	False
and	and	CCONJ	CC	cc	complete		True	False	True
illustrated	illustrate	VERB	VBN	conj	complete		True	False	False
report	report	NOUN	NN	pobj	to		True	False	False
which	which	DET	WDT	dobj	be		True	False	True
I	I	PRON	PRP	nsubj	hope		True	False	True
hope	hope	VERB	VBP	relcl	report		True	False	False
to	to	PART	TO	aux	be		True	False	True
be	be	VERB	VB	xcomp	hope		True	False	True
able	able	ADJ	JJ	acomp	be		True	False	False
to	to	PART	TO	aux	publish		True	False	True
publish	publish	VERB	VB	xcomp	able		True	False	False
after	after	ADP	IN	prep	publish		True	False	True
a	a	DET	DT	det	investigation		True	False	True
full	full	ADJ	JJ	amod	investigation		True	False	True
investigation	investigation	NOUN	NN	pobj	after		True	False	False
of	of	ADP	IN	prep	investigation		True	False	True
all	all	DET	DT	det	material		True	False	True
accessible	accessible	ADJ	JJ	amod	material		True	False	False
material	material	NOUN	NN	pobj	of		True	False	False
.	.	PUNCT	.	punct	based		False	True	False
"
"	"
"	SPACE	_SP	punct	extends		False	False	False
This	this	DET	DT	det	paper		True	False	True
paper	paper	NOUN	NN	nsubj	extends		True	False	False
extends	extend	VERB	VBZ	ROOT	extends		True	False	False
and	and	CCONJ	CC	cc	extends		True	False	True
modifies	modify	VERB	VBZ	conj	extends		True	False	False
the	the	DET	DT	det	conclusions		True	False	True
conclusions	conclusion	NOUN	NNS	dobj	modifies		True	False	False
communicated	communicate	VERB	VBN	acl	conclusions		True	False	False
to	to	ADP	IN	prep	communicated		True	False	True
the	the	DET	DT	det	Academy		True	False	True
Academy	Academy	PROPN	NNP	pobj	to	ORG	True	False	False
at	at	ADP	IN	prep	communicated		True	False	True
the	the	DET	DT	det	meeting		True	False	True
meeting	meeting	NOUN	NN	pobj	at		True	False	False
of	of	ADP	IN	prep	meeting		True	False	True
December	December	PROPN	NNP	compound	5th	DATE	True	False	False
5th	5th	NOUN	NN	pobj	of	DATE	False	False	False
,	,	PUNCT	,	punct	5th	DATE	False	True	False
1895	1895	NUM	CD	npadvmod	5th	DATE	False	False	False
,	,	PUNCT	,	punct	meeting		False	True	False
where	where	ADV	WRB	advmod	given		True	False	True
a	a	DET	DT	det	survey		True	False	True
general	general	ADJ	JJ	amod	survey		True	False	False
survey	survey	NOUN	NN	nsubjpass	given		True	False	False
of	of	ADP	IN	prep	survey		True	False	True
the	the	DET	DT	det	results		True	False	True
results	result	NOUN	NNS	pobj	of		True	False	False
was	be	AUX	VBD	auxpass	given		True	False	True
given	give	VERB	VBN	relcl	meeting		True	False	False
.	.	PUNCT	.	punct	extends		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
After	after	ADP	IN	mark	presented		True	False	True
a	a	DET	DT	det	study		True	False	True
fuller	full	ADJ	JJR	amod	study		True	False	False
study	study	NOUN	NN	nsubj	presented		True	False	False
of	of	ADP	IN	prep	study		True	False	True
the	the	DET	DT	det	material		True	False	True
material	material	NOUN	NN	pobj	of		True	False	False
presented	present	VERB	VBN	advcl	compelled		True	False	False
,	,	PUNCT	,	punct	compelled		False	True	False
I	I	PRON	PRP	nsubjpass	compelled		True	False	True
have	have	AUX	VBP	aux	compelled		True	False	True
been	be	AUX	VBN	auxpass	compelled		True	False	True
compelled	compel	VERB	VBN	advcl	"
"		True	False	False
to	to	PART	TO	aux	reduce		True	False	True
reduce	reduce	VERB	VB	xcomp	compelled		True	False	False
the	the	DET	DT	det	number		True	False	True
relative	relative	ADJ	JJ	amod	number		True	False	False
number	number	NOUN	NN	dobj	reduce		True	False	False
of	of	ADP	IN	prep	number		True	False	True
existing	exist	VERB	VBG	amod	species		True	False	False
species	specie	NOUN	NNS	pobj	of		True	False	False
whose	whose	DET	WP$	poss	remains		True	False	True
remains	remain	NOUN	NNS	nsubjpass	recovered		True	False	False
have	have	AUX	VBP	aux	recovered		True	False	True
been	be	AUX	VBN	auxpass	recovered		True	False	True
recovered	recover	VERB	VBN	relcl	species		True	False	False
.	.	PUNCT	.	punct	compelled		False	True	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
While	while	SCONJ	IN	mark	is		True	False	True
the	the	DET	DT	det	number		True	False	True
total	total	ADJ	JJ	amod	number		True	False	False
number	number	NOUN	NN	nsubj	is		True	False	False
of	of	ADP	IN	prep	number		True	False	True
species	specie	NOUN	NNS	pobj	of		True	False	False
of	of	ADP	IN	prep	species		True	False	True
mammalia	mammalia	NOUN	NNS	pobj	of		True	False	False
is	be	VERB	VBZ	advcl	is		True	False	True
thirty	thirty	NUM	CD	compound	eight	CARDINAL	True	False	False
-	-	PUNCT	HYPH	punct	eight	CARDINAL	False	True	False
eight	eight	NUM	CD	attr	is	CARDINAL	True	False	True
,	,	PUNCT	,	punct	is		False	True	False
the	the	DET	DT	det	number		True	False	True
number	number	NOUN	NN	nsubj	is		True	False	False
of	of	ADP	IN	prep	number		True	False	True
existing	exist	VERB	VBG	amod	species		True	False	False
species	specie	NOUN	NNS	pobj	of		True	False	False
is	be	AUX	VBZ	ROOT	is		True	False	True
only	only	ADV	RB	advmod	six	CARDINAL	True	False	True
six	six	NUM	CD	attr	is	CARDINAL	True	False	True
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	punct	are		False	False	False
They	they	PRON	PRP	nsubj	are		True	False	True
are	be	AUX	VBP	ccomp	are		True	False	True
as	as	ADP	IN	mark	follows		True	False	True
follows	follow	VERB	VBZ	advcl	are		True	False	False
:	:	PUNCT	:	punct	are		False	True	False
Erithizon	Erithizon	PROPN	NNP	nmod	Castor	TAXA	True	False	False
dorsatmn	dorsatmn	PROPN	NNP	appos	Erithizon		True	False	False
L.	L.	PROPN	NNP	compound	Castor		False	False	False
Castor	Castor	PROPN	NNP	compound	fiber	TAXA	True	False	False
fiber	fiber	NOUN	NN	attr	are	TAXA	True	False	False
L.	L.	PROPN	NNP	compound	Bachm		False	False	False
Lepus	Lepus	PROPN	NNP	compound	Bachm	TAXA	True	False	False
sylvaticus	sylvaticus	PROPN	NNP	compound	Bachm	TAXA	True	False	False
Bachm	Bachm	PROPN	NNP	appos	fiber		True	False	False
.	.	PUNCT	.	appos	fiber		False	True	False
"
"	"
"	SPACE	_SP	punct	are		False	False	False
Ursus	Ursus	PROPN	NNP	compound	.	TAXA	True	False	False
americanus	americanus	PROPN	NNP	compound	.	TAXA	True	False	False
L.	L.	PROPN	NNP	compound	.		False	False	False
Fells	Fells	PROPN	NNP	compound	.	TAXA	True	False	False
eira	eira	PROPN	NNP	compound	.	TAXA	True	False	False
Desm	Desm	PROPN	NNP	compound	.		True	False	False
.	.	PROPN	NNP	compound	Guld		False	True	False
"
"	"
"	SPACE	_SP	punct	.		False	False	False
Lynx	Lynx	PROPN	NNP	compound	Guld	TAXA	True	False	False
rufus	rufus	PROPN	NNP	compound	Guld	TAXA	True	False	False
Guld	Guld	PROPN	NNP	attr	are		True	False	False
.	.	PUNCT	.	punct	Guld		False	True	False
"
"	"
"	SPACE	_SP	punct	are		False	False	False
The	the	DET	DT	det	remains		True	False	True
remains	remain	NOUN	NNS	nsubj	are		True	False	False
of	of	ADP	IN	prep	remains		True	False	True
birds	bird	NOUN	NNS	pobj	of		True	False	False
are	be	AUX	VBP	ROOT	are		True	False	True
not	not	PART	RB	neg	are		True	False	True
abundant	abundant	ADJ	JJ	acomp	are		True	False	False
,	,	PUNCT	,	punct	are		False	True	False
and	and	CCONJ	CC	cc	are		True	False	True
consist	consist	VERB	VBP	conj	are		True	False	False
chiefly	chiefly	ADV	RB	advmod	consist		True	False	False
of	of	ADP	IN	prep	consist		True	False	True
a	a	DET	DT	det	species		True	False	True
species	species	NOUN	NN	pobj	of		True	False	False
of	of	ADP	IN	prep	species		True	False	True
turkey	turkey	NOUN	NN	pobj	of		True	False	False
(	(	PUNCT	-LRB-	punct	species		False	True	False
Meleagrls	Meleagrls	PROPN	NNP	appos	species		True	False	False
)	)	PUNCT	.	punct	species		False	True	False
.	.	PUNCT	.	punct	are		False	True	False
"
"	"
"	SPACE	_SP	punct	are		False	False	False
Of	of	ADP	IN	prep	are		True	False	True
reptiles	reptile	NOUN	NNS	pobj	Of		True	False	False
there	there	PRON	EX	expl	are		True	False	True
are	be	VERB	VBP	conj	are		True	False	True
a	a	DET	DT	det	snake		True	False	True
snake	snake	NOUN	NN	attr	are		True	False	False
of	of	ADP	IN	prep	snake		True	False	True
the	the	DET	DT	det	Zamenis		True	False	True
genus	genus	NOUN	NN	compound	Zamenis		True	False	False
Zamenis	Zamenis	PROPN	NNP	pobj	of		True	False	False
and	and	CCONJ	CC	cc	snake		True	False	True
three	three	NUM	CD	nummod	species	CARDINAL	True	False	True
species	specie	NOUN	NNS	conj	snake		True	False	False
of	of	ADP	IN	prep	species		True	False	True
turtles	turtle	NOUN	NNS	pobj	of		True	False	False
.	.	PUNCT	.	punct	are		False	True	False
"
"	"
"	SPACE	_SP	punct	seems		False	False	False
One	one	NUM	CD	nsubj	seems	CARDINAL	True	False	True
of	of	ADP	IN	prep	One		True	False	True
the	the	DET	DT	det	latter		True	False	True
latter	latter	ADJ	JJ	pobj	of		True	False	True
seems	seem	VERB	VBZ	ROOT	seems		True	False	True
to	to	PART	TO	aux	be		True	False	True
be	be	VERB	VB	xcomp	seems		True	False	True
identical	identical	ADJ	JJ	acomp	be		True	False	False
with	with	ADP	IN	prep	identical		True	False	True
the	the	DET	DT	det	Lee		True	False	True
existing	exist	VERB	VBG	amod	Lee		True	False	False
Clemmys	Clemmys	PROPN	NNP	compound	Lee	TAXA	True	False	False
insculpta	insculpta	PROPN	NNP	compound	Lee	TAXA	True	False	False
Lee	Lee	PROPN	NNP	pobj	with		True	False	False
.	.	PUNCT	.	punct	seems		False	True	False
"
"	"
"	SPACE	_SP	punct	seems		False	False	False
while	while	SCONJ	IN	mark	are		True	False	True
the	the	DET	DT	det	others		True	False	True
others	other	NOUN	NNS	nsubj	are		True	False	True
are	be	VERB	VBP	advcl	seems		True	False	True
apparently	apparently	ADV	RB	advmod	new		True	False	False
new	new	ADJ	JJ	acomp	are		True	False	False
.	.	PUNCT	.	punct	seems		False	True	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
One	one	NUM	CD	nsubj	is	CARDINAL	True	False	True
is	be	AUX	VBZ	ROOT	is		True	False	True
a	a	DET	DT	det	form		True	False	True
large	large	ADJ	JJ	amod	form		True	False	False
form	form	NOUN	NN	attr	is		True	False	False
,	,	PUNCT	,	punct	form		False	True	False
perhaps	perhaps	ADV	RB	advmod	referable		True	False	True
referable	referable	ADJ	JJ	amod	form		True	False	False
to	to	ADP	IN	prep	referable		True	False	True
Clemmys	Clemmys	PROPN	NNP	pobj	to	TAXA	True	False	False
,	,	PUNCT	,	punct	form		False	True	False
and	and	CCONJ	CC	cc	is		True	False	True
the	the	DET	DT	det	other		True	False	True
other	other	ADJ	JJ	nsubj	is		True	False	True
is	be	VERB	VBZ	conj	is		True	False	True
a	a	DET	DT	det	tortoise		True	False	True
box	box	NOUN	NN	compound	tortoise		True	False	False
tortoise	tortoise	NOUN	NN	attr	is		True	False	False
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	punct	was		False	False	False
BRUTA	BRUTA	PROPN	NNP	nsubj	was		True	False	False
.	.	PUNCT	.	punct	BRUTA		False	True	False
"
"	"
"	SPACE	_SP	punct	BRUTA		False	False	False
Megalonyx	Megalonyx	PROPN	NNP	compound	Cope	TAXA	True	False	False
wheatleyi	wheatleyi	NOUN	NN	compound	Cope	TAXA	True	False	False
Cope	Cope	PROPN	NNP	appos	BRUTA		True	False	False
.	.	PUNCT	.	punct	Cope		False	True	False
"
"	"
"	SPACE	_SP	punct	BRUTA		False	False	False
This	this	DET	DT	det	species		True	False	True
species	species	NOUN	NN	nsubj	was		True	False	False
was	be	AUX	VBD	ROOT	was		True	False	True
extremely	extremely	ADV	RB	advmod	abundant		True	False	False
abundant	abundant	ADJ	JJ	acomp	was		True	False	False
at	at	ADP	IN	prep	was		True	False	True
the	the	DET	DT	det	period		True	False	True
period	period	NOUN	NN	pobj	at		True	False	False
when	when	ADV	WRB	advmod	was		True	False	True
the	the	DET	DT	det	fissure		True	False	True
fissure	fissure	NOUN	NN	nsubj	was		True	False	False
was	be	VERB	VBD	relcl	period		True	False	True
open	open	ADJ	JJ	acomp	was		True	False	False
,	,	PUNCT	,	punct	was		False	True	False
fragments	fragment	NOUN	NNS	nsubjpass	obtained		True	False	False
of	of	ADP	IN	prep	fragments		True	False	True
at	at	ADV	RB	advmod	least	CARDINAL	True	False	True
least	least	ADV	RBS	advmod	sixty	CARDINAL	True	False	True
sixty	sixty	NUM	CD	nummod	individuals	CARDINAL	True	False	True
individuals	individual	NOUN	NNS	pobj	of		True	False	False
having	having	AUX	VBG	aux	obtained		True	False	False
been	be	AUX	VBN	auxpass	obtained		True	False	True
obtained	obtain	VERB	VBN	advcl	was		True	False	False
.	.	PUNCT	.	punct	was		False	True	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
The	the	DET	DT	det	species		True	False	True
species	species	NOUN	NN	nsubj	is		True	False	False
is	be	AUX	VBZ	ROOT	is		True	False	True
uniformly	uniformly	ADV	RB	advmod	smaller		True	False	False
smaller	small	ADJ	JJR	acomp	is		True	False	False
than	than	SCONJ	IN	prep	smaller		True	False	True
Al.jeffersonii	Al.jeffersonii	PROPN	NNP	pobj	than		False	False	False
,	,	PUNCT	,	punct	is		False	True	False
and	and	CCONJ	CC	cc	is		True	False	True
diflTers	diflter	VERB	VBZ	conj	is		True	False	False
from	from	ADP	IN	prep	diflTers		True	False	True
it	it	PRON	PRP	pobj	from		True	False	True
constantly	constantly	ADV	RB	advmod	diflTers		True	False	False
in	in	ADP	IN	prep	diflTers		True	False	True
the	the	DET	DT	det	form		True	False	True
form	form	NOUN	NN	pobj	in		True	False	False
of	of	ADP	IN	prep	form		True	False	True
the	the	DET	DT	det	molars		True	False	True
canine	canine	ADJ	JJ	amod	molars		True	False	False
molars	molar	NOUN	NNS	pobj	of		True	False	False
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	punct	found		False	False	False
Material	material	NOUN	NN	nsubjpass	found		True	False	False
for	for	ADP	IN	prep	Material		True	False	True
determination	determination	NOUN	NN	pobj	for		True	False	False
of	of	ADP	IN	prep	determination		True	False	True
the	the	DET	DT	det	characters		True	False	True
cranial	cranial	ADJ	JJ	amod	characters		True	False	False
characters	character	NOUN	NNS	pobj	of		True	False	False
has	have	AUX	VBZ	aux	found		True	False	True
been	be	AUX	VBN	auxpass	found		True	False	True
found	find	VERB	VBN	ROOT	found		True	False	False
.	.	PUNCT	.	punct	found		False	True	False
"
"	"
"	SPACE	_SP	punct	shows		False	False	False
Study	study	NOUN	NN	nsubj	shows		True	False	False
of	of	ADP	IN	prep	Study		True	False	True
the	the	DET	DT	det	specimens		True	False	True
specimens	specimen	NOUN	NNS	pobj	of		True	False	False
shows	show	VERB	VBZ	ROOT	shows		True	False	False
that	that	SCONJ	IN	mark	founded		True	False	True
M.	M.	PROPN	NNP	compound	Leidy	TAXA	False	False	False
dissimilis	dissimilis	PROPN	NNP	compound	Leidy	TAXA	True	False	False
Leidy	Leidy	PROPN	NNP	nsubjpass	founded		True	False	False
was	be	AUX	VBD	auxpass	founded		True	False	True
founded	found	VERB	VBN	advcl	shows		True	False	False
on	on	ADP	IN	prep	founded		True	False	True
inferior	inferior	ADJ	JJ	amod	molars		True	False	False
canine	canine	ADJ	JJ	amod	molars		True	False	False
molars	molar	NOUN	NNS	pobj	on		True	False	False
of	of	ADP	IN	prep	molars		True	False	True
M.	M.	PROPN	NNP	compound	jeffersonii	TAXA	False	False	False
jeffersonii	jeffersonii	PROPN	NNP	pobj	of	TAXA	True	False	False
,	,	PUNCT	,	punct	founded		False	True	False
and	and	CCONJ	CC	cc	founded		True	False	True
that	that	SCONJ	IN	mark	are		True	False	True
the	the	DET	DT	det	teeth		True	False	True
teeth	tooth	NOUN	NNS	nsubj	are		True	False	False
so	so	ADV	RB	advmod	named		True	False	True
named	name	VERB	VBN	acl	teeth		True	False	False
by	by	ADP	IN	agent	named		True	False	True
me	I	PRON	PRP	pobj	by		True	False	True
are	be	VERB	VBP	conj	founded		True	False	True
the	the	DET	DT	det	teeth		True	False	True
corresponding	correspond	VERB	VBG	amod	teeth		True	False	False
