Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
DESCRIPTION	description	NOUN	NN	ROOT	DESCRIPTION		True	False	False
OF	of	ADP	IN	prep	DESCRIPTION		True	False	True
A	a	DET	DT	det	RACE		True	False	True
NEW	new	ADJ	JJ	amod	RACE		True	False	False
RACE	race	NOUN	NN	pobj	OF		True	False	False
OF	of	ADP	IN	prep	RACE		True	False	True
NOTROPIS	NOTROPIS	PROPN	NNP	compound	CHALYB^US		True	False	False
CHALYB^US	CHALYB^US	PROPN	NNP	pobj	OF		False	False	False
FROM	from	ADP	IN	prep	CHALYB^US		True	False	True
NEW	NEW	PROPN	NNP	compound	JERSEY	GPE	True	False	False
JERSEY	JERSEY	PROPN	NNP	pobj	FROM	GPE	True	False	False
.	.	PUNCT	.	punct	DESCRIPTION		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	ROOT	BY		True	False	True
HENRY	HENRY	PROPN	NNP	compound	FOWLER	PERSON	True	False	False
W.	W.	PROPN	NNP	compound	FOWLER	PERSON	False	False	False
FOWLER	FOWLER	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	compound	abbotti		False	False	False
Notropis	Notropis	PROPN	NNP	compound	abbotti	TAXA	True	False	False
chalybaeus	chalybaeus	PROPN	NNP	compound	abbotti	TAXA	True	False	False
abbotti	abbotti	PROPN	NNP	ROOT	abbotti	TAXA	True	False	False
subsp	subsp	PROPN	NNP	appos	abbotti		True	False	False
.	.	PROPN	NNP	appos	abbotti		False	True	False
"
"	"
"	SPACE	_SP	punct	abbotti		False	False	False
nov	nov	PROPN	NNP	appos	abbotti		True	False	False
.	.	PUNCT	.	punct	abbotti		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
Plate	Plate	PROPN	NNP	npadvmod	"
"		True	False	False
XVII	xvii	NUM	CD	nummod	Plate		True	False	False
(	(	PUNCT	-LRB-	punct	figure		False	True	False
upper	upper	ADJ	JJ	amod	figure		True	False	False
figure	figure	NOUN	NN	appos	XVII		True	False	False
