Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
NOTES	note	NOUN	NNS	ROOT	NOTES		True	False	False
ON	on	ADP	IN	prep	NOTES		True	False	True
A	a	DET	DT	det	FISHES		True	False	True
FEW	few	ADJ	JJ	amod	FISHES		True	False	True
FISHES	fish	NOUN	NNS	pobj	ON		True	False	False
FROM	from	ADP	IN	prep	FISHES		True	False	True
THE	the	DET	DT	det	COAST		True	False	True
MOSQUITO	MOSQUITO	PROPN	NNP	compound	COAST	GPE	True	False	False
COAST	COAST	PROPN	NNP	pobj	FROM		True	False	False
OF	of	ADP	IN	prep	COAST		True	False	True
NICARAGUA	NICARAGUA	PROPN	NNP	pobj	OF	GPE	True	False	False
.	.	PUNCT	.	punct	NOTES		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
HENRY	HENRY	PROPN	NNP	compound	FOWLER	PERSON	True	False	False
W.	W.	PROPN	NNP	compound	FOWLER	PERSON	False	False	False
FOWLER	FOWLER	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	received		False	False	False
A	a	DET	DT	det	fishes		True	False	True
few	few	ADJ	JJ	amod	fishes		True	False	True
fishes	fish	NOUN	NNS	nsubjpass	received		True	False	False
have	have	AUX	VBP	aux	received		True	False	True
recently	recently	ADV	RB	advmod	received		True	False	False
been	be	AUX	VBN	auxpass	received		True	False	True
received	receive	VERB	VBN	ROOT	received		True	False	False
at	at	ADP	IN	prep	received		True	False	True
the	the	DET	DT	det	Academy	ORG	True	False	True
Academy	Academy	PROPN	NNP	pobj	at	ORG	True	False	False
of	of	ADP	IN	prep	Academy	ORG	True	False	True
Natural	Natural	PROPN	NNP	compound	Sciences	ORG	True	False	False
Sciences	Sciences	PROPN	NNPS	pobj	of	ORG	True	False	False
of	of	ADP	IN	prep	Academy		True	False	True
Philadelphia	Philadelphia	PROPN	NNP	pobj	of		True	False	False
from	from	ADP	IN	prep	received		True	False	True
the	the	DET	DT	det	Rev.		True	False	True
Rev.	Rev.	PROPN	NNP	pobj	from		False	False	False
"
"	"
"	SPACE	_SP	punct	received		False	False	False
William	William	PROPN	NNP	compound	Fliick	PERSON	True	False	False
H.	H.	PROPN	NNP	compound	Fliick	PERSON	False	False	False
Fliick	Fliick	PROPN	NNP	pobj	"
"	PERSON	True	False	False
.	.	PUNCT	.	punct	received		False	True	False
"
"	"
"	SPACE	_SP	punct	collected		False	False	False
They	they	PRON	PRP	nsubjpass	collected		True	False	True
were	be	AUX	VBD	auxpass	collected		True	False	True
collected	collect	VERB	VBN	ROOT	collected		True	False	False
at	at	ADP	IN	prep	collected		True	False	True
Waunta	Waunta	PROPN	NNP	compound	Haulover	FAC	True	False	False
Haulover	Haulover	PROPN	NNP	pobj	at	FAC	True	False	False
,	,	PUNCT	,	punct	Haulover		False	True	False
which	which	DET	WDT	nsubj	is		True	False	True
is	be	VERB	VBZ	relcl	Haulover		True	False	True
on	on	ADP	IN	prep	is		True	False	True
the	the	DET	DT	det	coast		True	False	True
Mosquito	Mosquito	PROPN	NNP	compound	coast	GPE	True	False	False
coast	coast	NOUN	NN	pobj	on	HABITAT	True	False	False
or	or	CCONJ	CC	cc	coast		True	False	True
Atlantic	Atlantic	PROPN	NNP	compound	seaboard	LOC	True	False	False
seaboard	seaboard	NOUN	NN	conj	coast		True	False	False
of	of	ADP	IN	prep	coast		True	False	True
Nicaragua	Nicaragua	PROPN	NNP	pobj	of	GPE	True	False	False
.	.	PUNCT	.	punct	collected		False	True	False
"
"	"
"	SPACE	_SP	punct	prove		False	False	False
Though	though	SCONJ	IN	mark	are		True	False	True
none	none	NOUN	NN	nsubj	are		True	False	True
are	be	VERB	VBP	advcl	prove		True	False	True
new	new	ADJ	JJ	acomp	are		True	False	False
,	,	PUNCT	,	punct	prove		False	True	False
they	they	PRON	PRP	nsubj	prove		True	False	True
prove	prove	VERB	VBP	ROOT	prove		True	False	False
of	of	ADP	IN	prep	prove		True	False	True
interest	interest	NOUN	NN	pobj	of		True	False	False
on	on	ADP	IN	prep	prove		True	False	True
account	account	NOUN	NN	pobj	on		True	False	False
of	of	ADP	IN	prep	account		True	False	True
the	the	DET	DT	det	locality		True	False	True
locality	locality	NOUN	NN	pobj	of		True	False	False
.	.	PUNCT	.	punct	prove		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
SILURID^.	SILURID^.	PROPN	NNP	attr	"
"		False	False	False
"
"	"
"	SPACE	_SP	punct	SILURID^.		False	False	False
FELICHTHYS	FELICHTHYS	PROPN	NNP	compound	Swainsoii		True	False	False
Swainsoii	Swainsoii	PROPN	NNP	appos	SILURID^.		True	False	False
.	.	PUNCT	.	punct	Swainsoii		False	True	False
"
"	"
"	SPACE	_SP	punct	SILURID^.		False	False	False
1839	1839	NUM	CD	appos	SILURID^.	DATE	False	False	False
.	.	PUNCT	.	punct	1839		False	True	False
"
"	"
"	SPACE	_SP	punct	SILURID^.		False	False	False
Nat	Nat	PROPN	NNP	appos	SILURID^.		True	False	False
.	.	PUNCT	.	punct	Nat		False	True	False
"
"	"
"	SPACE	_SP	punct	Nat		False	False	False
Hist	hist	NOUN	NN	advcl	"
"		True	False	False
.	.	PUNCT	.	appos	Hist		False	True	False
"
"	"
"	SPACE	_SP	punct	Nat		False	False	False
Fish	Fish	PROPN	NNP	dobj	"
"		True	False	False
.	.	PUNCT	.	appos	Fish		False	True	False
"
"	"
"	SPACE	_SP	punct	Nat		False	False	False
Amph	Amph	PROPN	NNP	appos	Nat		True	False	False
.	.	PUNCT	.	punct	Amph		False	True	False
"
"	"
"	SPACE	_SP	punct	SILURID^.		False	False	False
Rep.	Rep.	PROPN	NNP	appos	SILURID^.		False	False	False
,	,	PUNCT	,	punct	Rep.		False	True	False
II	ii	NUM	CD	nummod	,		True	False	False
,	,	PUNCT	,	punct	,		False	True	False
p.	p.	NOUN	NN	npadvmod	Rep.		False	False	False
305	305	NUM	CD	nummod	p.	CARDINAL	False	False	False
.	.	PUNCT	.	punct	Rep.		False	True	False
"
"	"
"	SPACE	_SP	punct	SILURID^.		False	False	False
