Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
SYNONYMICAL	synonymical	ADJ	JJ	nsubj	REMARKS		True	False	False
REMARKS	remark	VERB	VBZ	ROOT	REMARKS		True	False	False
UPON	upon	SCONJ	IN	prep	REMARKS		True	False	True
NORTH	north	ADJ	JJ	amod	COLEOPTERA	LOC	True	False	False
AMERICAN	american	ADJ	JJ	amod	COLEOPTERA	LOC	True	False	False
COLEOPTERA	COLEOPTERA	PROPN	NNP	pobj	UPON		True	False	False
.	.	PUNCT	.	punct	REMARKS		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
JOHN	JOHN	PROPN	NNP	compound	CONTE	PERSON	True	False	False
L.	L.	PROPN	NNP	compound	CONTE	PERSON	False	False	False
LE	LE	PROPN	NNP	compound	CONTE	PERSON	True	False	False
CONTE	CONTE	PROPN	NNP	pobj	BY	PERSON	True	False	False
,	,	PUNCT	,	punct	CONTE		False	True	False
M.D.	M.D.	PROPN	NNP	appos	CONTE		False	False	False
"
"	"
"	SPACE	_SP	punct	enabled		False	False	False
In	in	ADP	IN	prep	published		True	False	True
the	the	DET	DT	det	Annals	WORK_OF_ART	True	False	True
Annals	Annals	PROPN	NNPS	pobj	In	WORK_OF_ART	True	False	False
and	and	CCONJ	CC	cc	Annals	WORK_OF_ART	True	False	True
Magazine	Magazine	PROPN	NNP	conj	Annals	WORK_OF_ART	True	False	False
of	of	ADP	IN	prep	Annals	WORK_OF_ART	True	False	True
Natural	Natural	PROPN	NNP	compound	History	WORK_OF_ART	True	False	False
History	History	PROPN	NNP	pobj	of	WORK_OF_ART	True	False	False
,	,	PUNCT	,	punct	Annals		False	True	False
November	November	PROPN	NNP	npadvmod	Annals	DATE	True	False	False
,	,	PUNCT	,	punct	November	DATE	False	True	False
18t0	18t0	NUM	CD	nummod	November	DATE	False	False	False
,	,	PUNCT	,	punct	published		False	True	False
I	I	PRON	PRP	nsubj	published		True	False	True
published	publish	VERB	VBD	ccomp	enabled		True	False	False
some	some	DET	DT	det	notes		True	False	True
notes	note	NOUN	NNS	dobj	published		True	False	False
made	make	VERB	VBN	acl	notes		True	False	True
during	during	ADP	IN	prep	made		True	False	True
a	a	DET	DT	det	examination		True	False	True
rapid	rapid	ADJ	JJ	amod	examination		True	False	False
examination	examination	NOUN	NN	pobj	during		True	False	False
of	of	ADP	IN	prep	examination		True	False	True
various	various	ADJ	JJ	amod	collections		True	False	True
collections	collection	NOUN	NNS	pobj	of		True	False	False
in	in	ADP	IN	prep	collections		True	False	True
London	London	PROPN	NNP	pobj	in	GPE	True	False	False
and	and	CCONJ	CC	cc	London		True	False	True
Paris	Paris	PROPN	NNP	conj	London	GPE	True	False	False
;	;	PUNCT	:	punct	enabled		False	True	False
subsequent	subsequent	ADJ	JJ	amod	opportunities		True	False	False
opportunities	opportunity	NOUN	NNS	nsubj	enabled		True	False	False
enabled	enable	VERB	VBD	ROOT	enabled		True	False	False
me	I	PRON	PRP	dobj	enabled		True	False	True
to	to	PART	TO	aux	make		True	False	True
make	make	VERB	VB	xcomp	enabled		True	False	True
some	some	DET	DT	det	notes		True	False	True
additional	additional	ADJ	JJ	amod	notes		True	False	False
notes	note	NOUN	NNS	dobj	make		True	False	False
,	,	PUNCT	,	punct	notes		False	True	False
and	and	CCONJ	CC	cc	notes		True	False	True
more	more	ADV	RBR	advmod	careful		True	False	True
careful	careful	ADJ	JJ	amod	studies		True	False	False
studies	study	NOUN	NNS	conj	notes		True	False	False
of	of	ADP	IN	prep	studies		True	False	True
the	the	DET	DT	det	species		True	False	True
species	specie	NOUN	NNS	pobj	of		True	False	False
which	which	DET	WDT	dobj	had		True	False	True
I	I	PRON	PRP	nsubj	had		True	False	True
had	have	VERB	VBD	relcl	species		True	False	True
not	not	PART	RB	neg	had		True	False	True
time	time	NOUN	NN	dobj	had		True	False	False
to	to	PART	TO	aux	investigate		True	False	True
investigate	investigate	VERB	VB	relcl	time		True	False	False
on	on	ADP	IN	prep	investigate		True	False	True
my	my	PRON	PRP$	poss	visits		True	False	True
first	first	ADJ	JJ	amod	visits	ORDINAL	True	False	True
visits	visit	NOUN	NNS	pobj	on		True	False	False
.	.	PUNCT	.	punct	enabled		False	True	False
"
"	"
"	SPACE	_SP	punct	contained		False	False	False
These	these	DET	DT	nsubjpass	contained		True	False	True
are	be	AUX	VBP	auxpass	contained		True	False	True
contained	contain	VERB	VBN	ROOT	contained		True	False	False
in	in	ADP	IN	prep	contained		True	False	True
the	the	DET	DT	det	paper		True	False	True
present	present	ADJ	JJ	amod	paper		True	False	False
paper	paper	NOUN	NN	pobj	in		True	False	False
,	,	PUNCT	,	punct	contained		False	True	False
with	with	ADP	IN	prep	contained		True	False	True
such	such	ADJ	JJ	amod	corrections		True	False	True
corrections	correction	NOUN	NNS	pobj	with		True	False	False
of	of	ADP	IN	prep	corrections		True	False	True
my	my	PRON	PRP$	poss	notes		True	False	True
former	former	ADJ	JJ	amod	notes		True	False	True
notes	note	NOUN	NNS	pobj	of		True	False	False
as	as	ADP	IN	mark	seem		True	False	True
seem	seem	VERB	VBP	advcl	corrections		True	False	True
to	to	PART	TO	aux	be		True	False	True
be	be	VERB	VB	xcomp	seem		True	False	True
necessary	necessary	ADJ	JJ	acomp	be		True	False	False
at	at	ADP	IN	prep	be		True	False	True
the	the	DET	DT	det	time		True	False	True
present	present	ADJ	JJ	amod	time		True	False	False
time	time	NOUN	NN	pobj	at		True	False	False
.	.	PUNCT	.	punct	contained		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
1	1	X	LS	meta	.	CARDINAL	False	False	False
.	.	X	LS	ROOT	.	CARDINAL	False	True	False
"
"	"
"	SPACE	_SP	punct	.		False	False	False
CiciNDELA	CiciNDELA	PROPN	NNP	compound	Say		True	False	False
LONGiLABRis	LONGiLABRis	PROPN	NNP	compound	Say		True	False	False
Say	Say	PROPN	NNP	appos	.		True	False	True
.	.	PUNCT	.	punct	Say		False	True	False
"
"	"
"	SPACE	_SP	punct	Say		False	False	False
A	a	DET	DT	det	Specimen		True	False	True
Specimen	specimen	NOUN	NN	appos	Say		True	False	False
jabelled	jabelle	VERB	VBN	acl	Specimen		True	False	False
Bermuda	Bermuda	PROPN	NNP	dobj	jabelled	GPE	True	False	False
in	in	ADP	IN	prep	jabelled		True	False	True
the	the	DET	DT	det	Museum	ORG	True	False	True
Oxford	Oxford	PROPN	NNP	compound	Museum	ORG	True	False	False
Museum	Museum	PROPN	NNP	pobj	in	ORG	True	False	False
.	.	PUNCT	.	punct	Specimen		False	True	False
"
"	"
"	SPACE	_SP	punct	Say		False	False	False
2	2	X	LS	meta	.	CARDINAL	False	False	False
.	.	X	LS	punct	Say	CARDINAL	False	True	False
"
"	"
"	SPACE	_SP	punct	.		False	False	False
C	C	PROPN	NNP	ROOT	C		True	False	False
JNIagdalen^.	JNIagdalen^.	PROPN	NNP	ROOT	JNIagdalen^.		False	False	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
Marked	mark	VERB	VBN	advcl	is		True	False	False
like	like	ADP	IN	prep	Marked		True	False	False
cinctipennis	cinctipennis	NOUN	NN	compound	Lee		True	False	False
Lee	Lee	PROPN	NNP	pobj	like		True	False	False
,	,	PUNCT	,	punct	Marked		False	True	False
but	but	CCONJ	CC	cc	Marked		True	False	True
the	the	DET	DT	det	prothorax		True	False	True
prothorax	prothorax	NOUN	NN	nsubj	is		True	False	False
is	be	VERB	VBZ	conj	Marked		True	False	True
more	more	ADV	RBR	advmod	rugose		True	False	True
rugose	rugose	ADJ	JJ	acomp	is		True	False	False
,	,	PUNCT	,	punct	is		False	True	False
the	the	DET	DT	det	elytra		True	False	True
elytra	elytra	NOUN	NN	nsubj	punctured		True	False	False
more	more	ADV	RBR	advmod	strongly		True	False	True
strongly	strongly	ADV	RB	advmod	punctured		True	False	False
punctured	punctured	ADJ	JJ	conj	is		True	False	False
,	,	PUNCT	,	punct	punctured		False	True	False
and	and	CCONJ	CC	cc	punctured		True	False	True
distinctly	distinctly	ADV	RB	advmod	serrate		True	False	False
serrate	serrate	ADJ	JJ	conj	punctured		True	False	False
at	at	ADP	IN	prep	serrate		True	False	True
tip	tip	NOUN	NN	pobj	at		True	False	False
;	;	PUNCT	:	punct	is		False	True	False
in	in	ADP	IN	prep	is		True	False	True
addition	addition	NOUN	NN	pobj	in		True	False	False
to	to	ADP	IN	prep	addition		True	False	True
the	the	DET	DT	det	markings		True	False	True
usual	usual	ADJ	JJ	amod	markings		True	False	False
markings	marking	NOUN	NNS	pobj	to		True	False	False
,	,	PUNCT	,	punct	markings		False	True	False
dilated	dilate	VERB	VBN	acl	markings		True	False	False
and	and	CCONJ	CC	cc	dilated		True	False	True
connected	connect	VERB	VBN	conj	dilated		True	False	False
at	at	ADP	IN	prep	connected		True	False	True
the	the	DET	DT	det	margin		True	False	True
margin	margin	NOUN	NN	pobj	at		True	False	False
,	,	PUNCT	,	punct	is		False	True	False
there	there	PRON	EX	expl	is		True	False	True
is	be	AUX	VBZ	ROOT	is		True	False	True
a	a	DET	DT	det	spot		True	False	True
basal	basal	ADJ	JJ	amod	spot		True	False	False
white	white	ADJ	JJ	amod	spot		True	False	False
spot	spot	NOUN	NN	attr	is		True	False	False
(	(	PUNCT	-LRB-	punct	spot		False	True	False
as	as	ADP	IN	prep	spot		True	False	True
in	in	ADP	IN	prep	as		True	False	True
macra	macra	NOUN	NN	pobj	in		True	False	False
)	)	PUNCT	,	punct	spot		False	True	False
,	,	PUNCT	,	punct	spot		False	True	False
and	and	CCONJ	CC	cc	spot		True	False	True
a	a	DET	DT	det	vitta		True	False	True
subsutural	subsutural	ADJ	JJ	amod	vitta		True	False	False
white	white	ADJ	JJ	amod	vitta		True	False	False
vitta	vitta	NOUN	NN	conj	spot		True	False	False
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	compound	Museum		False	False	False
Oxford	Oxford	PROPN	NNP	compound	Museum	ORG	True	False	False
Museum	Museum	PROPN	NNP	ROOT	Museum	ORG	True	False	False
;	;	PUNCT	:	punct	Museum		False	True	False
found	find	VERB	VBN	acl	Museum		True	False	False
in	in	ADP	IN	prep	found		True	False	True
turpentine	turpentine	NOUN	NN	compound	barrels		True	False	False
barrels	barrel	NOUN	NNS	pobj	in		True	False	False
brought	bring	VERB	VBN	acl	barrels		True	False	False
to	to	ADP	IN	prep	brought		True	False	True
London	London	PROPN	NNP	pobj	to	GPE	True	False	False
,	,	PUNCT	,	punct	found		False	True	False
supposed	suppose	VERB	VBN	advcl	found		True	False	False
to	to	PART	TO	aux	be		True	False	True
be	be	VERB	VB	xcomp	supposed		True	False	True
from	from	ADP	IN	prep	be		True	False	True
North	North	PROPN	NNP	compound	Carolina	GPE	True	False	False
Carolina	Carolina	PROPN	NNP	pobj	from	GPE	True	False	False
.	.	PUNCT	.	punct	Museum		False	True	False
"
"	"
"	SPACE	_SP	punct	named		False	False	False
I	I	PRON	PRP	nsubj	named		True	False	True
have	have	AUX	VBP	aux	named		True	False	True
named	name	VERB	VBN	ROOT	named		True	False	False
this	this	DET	DT	det	species		True	False	True
