Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
ON	on	ADP	IN	ROOT	ON		True	False	True
THE	the	DET	DT	det	CLASSIFICATION		True	False	True
CLASSIFICATION	classification	NOUN	NN	pobj	ON		True	False	False
OF	of	ADP	IN	prep	CLASSIFICATION		True	False	True
SCALPELLIFOEM	SCALPELLIFOEM	PROPN	NNP	compound	BARNACLES		True	False	False
BARNACLES	BARNACLES	PROPN	NNP	pobj	OF		True	False	False
.	.	PUNCT	.	punct	ON		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
HENRY	HENRY	PROPN	NNP	compound	PILSBRY	PERSON	True	False	False
A.	A.	PROPN	NNP	compound	PILSBRY	PERSON	False	False	False
PILSBRY	PILSBRY	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
The	the	DET	DT	det	Scalpellum		True	False	True
genus	genus	NOUN	NN	compound	Scalpellum		True	False	False
Scalpellum	Scalpellum	PROPN	NNP	nsubj	is	TAXA	True	False	False
as	as	ADP	IN	prep	is		True	False	True
at	at	ADP	IN	prep	as		True	False	True
present	present	ADJ	JJ	pobj	at		True	False	False
limited	limit	VERB	VBN	amod	as		True	False	False
is	be	AUX	VBZ	ROOT	is		True	False	True
more	more	ADV	RBR	advmod	numerous		True	False	True
numerous	numerous	ADJ	JJ	acomp	is		True	False	False
in	in	ADP	IN	prep	numerous		True	False	True
species	specie	NOUN	NNS	pobj	in		True	False	False
than	than	SCONJ	IN	prep	numerous		True	False	True
any	any	DET	DT	det	genus		True	False	True
other	other	ADJ	JJ	amod	genus		True	False	True
genus	genus	NOUN	NN	pobj	than		True	False	False
of	of	ADP	IN	prep	genus		True	False	True
Cirripedes	Cirripedes	PROPN	NNP	pobj	of		True	False	False
,	,	PUNCT	,	punct	is		False	True	False
comprising	comprise	VERB	VBG	advcl	is		True	False	False
about	about	ADP	IN	quantmod	170	CARDINAL	True	False	True
170	170	NUM	CD	dobj	comprising	CARDINAL	False	False	False
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	punct	have		False	False	False
Since	since	SCONJ	IN	mark	live		True	False	True
nearly	nearly	ADV	RB	advmod	all		True	False	False
all	all	DET	DT	nsubj	live		True	False	True
of	of	ADP	IN	prep	all		True	False	True
them	they	PRON	PRP	pobj	of		True	False	True
live	live	VERB	VBP	advcl	have		True	False	False
in	in	ADP	IN	prep	live		True	False	True
rather	rather	ADV	RB	advmod	deep		True	False	True
deep	deep	ADJ	JJ	amod	water	HABITAT	True	False	False
water	water	NOUN	NN	pobj	in	HABITAT	True	False	False
,	,	PUNCT	,	punct	live		False	True	False
and	and	CCONJ	CC	cc	live		True	False	True
only	only	ADV	RB	advmod	areas		True	False	True
small	small	ADJ	JJ	amod	areas		True	False	False
areas	area	NOUN	NNS	nsubjpass	explored	HABITAT	True	False	False
of	of	ADP	IN	prep	areas		True	False	True
the	the	DET	DT	det	bottom		True	False	True
sea	sea	NOUN	NN	compound	bottom	HABITAT	True	False	False
bottom	bottom	NOUN	NN	pobj	of		True	False	True
beyond	beyond	ADP	IN	prep	areas		True	False	True
the	the	DET	DT	det	hne	QUANTITY	True	False	True
100	100	NUM	CD	nummod	fathom	QUANTITY	False	False	False
-	-	PUNCT	HYPH	punct	fathom	QUANTITY	False	True	False
fathom	fathom	NOUN	NN	compound	hne	QUANTITY	True	False	False
hne	hne	NOUN	NN	pobj	beyond		True	False	False
have	have	AUX	VBP	aux	explored		True	False	True
been	be	AUX	VBN	auxpass	explored		True	False	True
thoroughly	thoroughly	ADV	RB	advmod	explored		True	False	False
explored	explore	VERB	VBN	conj	live		True	False	False
,	,	PUNCT	,	punct	have		False	True	False
we	we	PRON	PRP	nsubj	have		True	False	True
have	have	VERB	VBP	ROOT	have		True	False	True
reason	reason	NOUN	NN	dobj	have		True	False	False
to	to	PART	TO	aux	believe		True	False	True
believe	believe	VERB	VB	relcl	reason		True	False	False
that	that	SCONJ	IN	mark	augmented		True	False	True
their	their	PRON	PRP$	poss	number		True	False	True
number	number	NOUN	NN	nsubjpass	augmented		True	False	False
will	will	AUX	MD	aux	augmented		True	False	True
be	be	AUX	VB	auxpass	augmented		True	False	True
vastly	vastly	ADV	RB	advmod	augmented		True	False	False
augmented	augment	VERB	VBN	ccomp	believe		True	False	False
by	by	ADP	IN	agent	augmented		True	False	True
future	future	ADJ	JJ	amod	investigation		True	False	False
investigation	investigation	NOUN	NN	pobj	by		True	False	False
.	.	PUNCT	.	punct	have		False	True	False
"
"	"
"	SPACE	_SP	punct	are		False	False	False
The	the	DET	DT	det	species		True	False	True
species	specie	NOUN	NNS	nsubj	are		True	False	False
now	now	ADV	RB	advmod	known		True	False	True
known	know	VERB	VBN	acl	species		True	False	False
are	be	AUX	VBP	ROOT	are		True	False	True
very	very	ADV	RB	advmod	unequally		True	False	True
unequally	unequally	ADV	RB	advmod	related		True	False	False
related	relate	VERB	VBN	acomp	are		True	False	False
.	.	PUNCT	.	punct	are		False	True	False
"
"	"
"	SPACE	_SP	punct	made		False	False	False
Up	up	ADP	IN	prep	made	DATE	True	False	True
to	to	ADP	IN	prep	Up	DATE	True	False	True
the	the	DET	DT	det	year	DATE	True	False	True
year	year	NOUN	NN	pobj	to	DATE	True	False	False
1907	1907	NUM	CD	nummod	year	DATE	False	False	False
not	not	PART	RB	neg	much		True	False	True
much	much	ADJ	JJ	amod	progress		True	False	True
progress	progress	NOUN	NN	nsubjpass	made		True	False	False
had	have	AUX	VBD	aux	made		True	False	True
been	be	AUX	VBN	auxpass	made		True	False	True
made	make	VERB	VBN	ROOT	made		True	False	True
towards	towards	ADP	IN	prep	made		True	False	True
a	a	DET	DT	det	classification		True	False	True
natural	natural	ADJ	JJ	amod	classification		True	False	False
classification	classification	NOUN	NN	pobj	towards		True	False	False
,	,	PUNCT	,	punct	made		False	True	False
although	although	SCONJ	IN	mark	was		True	False	True
the	the	DET	DT	det	key		True	False	True
""""	""""	PUNCT	``	punct	key		False	True	False
key	key	NOUN	NN	nsubj	was		True	False	False
""""	""""	PUNCT	''	punct	key		False	True	False
constructed	construct	VERB	VBN	acl	key		True	False	False
by	by	ADP	IN	agent	constructed		True	False	True
Dr.	Dr.	PROPN	NNP	compound	Hoek		False	False	False
P.	P.	PROPN	NNP	compound	Hoek	PERSON	False	False	False
P.	P.	PROPN	NNP	compound	Hoek	PERSON	False	False	False
C.	C.	PROPN	NNP	compound	Hoek	PERSON	False	False	False
Hoek	Hoek	PROPN	NNP	pobj	by	PERSON	True	False	False
for	for	ADP	IN	prep	constructed		True	False	True
the	the	DET	DT	det	arrangement		True	False	True
arrangement	arrangement	NOUN	NN	pobj	for		True	False	False
of	of	ADP	IN	prep	arrangement		True	False	True
the	the	DET	DT	det	species		True	False	True
Challenger	Challenger	PROPN	NNP	compound	species	TAXA	True	False	False
species	specie	NOUN	NNS	pobj	of		True	False	False
was	be	VERB	VBD	advcl	made		True	False	True
a	a	DET	DT	det	stride		True	False	True
stride	stride	NOUN	NN	attr	was		True	False	False
in	in	ADP	IN	prep	stride		True	False	True
that	that	DET	DT	det	direction		True	False	True
direction	direction	NOUN	NN	pobj	in		True	False	False
.	.	PUNCT	.	punct	made		False	True	False
"
"	"
"	SPACE	_SP	punct	made		False	False	False
In	in	ADP	IN	prep	made		True	False	True
1907	1907	NUM	CD	pobj	In	DATE	False	False	False
