Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
A	a	DET	DT	det	CONTRIBUTION		True	False	True
CONTRIBUTION	contribution	NOUN	NN	ROOT	CONTRIBUTION		True	False	False
TO	to	ADP	IN	prep	CONTRIBUTION		True	False	True
THE	the	DET	DT	det	MAMMALOGY		True	False	True
MAMMALOGY	mammalogy	NOUN	NN	pobj	TO		True	False	False
OF	of	ADP	IN	prep	MAMMALOGY		True	False	True
NORTHERN	northern	ADJ	JJ	amod	JERSEY	LOC	True	False	False
NEW	NEW	PROPN	NNP	compound	JERSEY	LOC	True	False	False
JERSEY	JERSEY	PROPN	NNP	pobj	OF	LOC	True	False	False
.	.	PUNCT	.	punct	CONTRIBUTION		False	True	False
"
"	"
"	SPACE	_SP	ROOT	"
"		False	False	False
BY	by	ADP	IN	prep	"
"		True	False	True
SAMUEL	SAMUEL	PROPN	NNP	compound	RHOADS	PERSON	True	False	False
N.	N.	PROPN	NNP	compound	RHOADS	PERSON	False	False	False
RHOADS	RHOADS	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	BY		False	True	False
"
"	"
"	SPACE	_SP	punct	based		False	False	False
The	the	DET	DT	det	notes		True	False	True
following	follow	VERB	VBG	amod	notes		True	False	False
notes	note	NOUN	NNS	nsubjpass	based		True	False	False
on	on	ADP	IN	prep	notes		True	False	True
New	New	PROPN	NNP	compound	Jersey	GPE	True	False	False
Jersey	Jersey	PROPN	NNP	compound	mammals	GPE	True	False	False
mammals	mammal	NOUN	NNS	pobj	on		True	False	False
are	be	AUX	VBP	auxpass	based		True	False	True
based	base	VERB	VBN	ROOT	based		True	False	False
on	on	ADP	IN	prep	based		True	False	True
personal	personal	ADJ	JJ	amod	experience		True	False	False
experience	experience	NOUN	NN	pobj	on		True	False	False
had	have	VERB	VBN	acl	experience		True	False	True
during	during	ADP	IN	prep	had		True	False	True
three	three	NUM	CD	nummod	trips	CARDINAL	True	False	True
collecting	collecting	NOUN	NN	compound	trips		True	False	False
trips	trip	NOUN	NNS	pobj	during		True	False	False
in	in	ADP	IN	prep	trips		True	False	True
the	the	DET	DT	det	portion		True	False	True
northern	northern	ADJ	JJ	amod	portion		True	False	False
portion	portion	NOUN	NN	pobj	in		True	False	False
of	of	ADP	IN	prep	portion		True	False	True
the	the	DET	DT	det	State		True	False	True
State	state	NOUN	NN	pobj	of		True	False	False
.	.	PUNCT	.	punct	based		False	True	False
"
"	"
"	SPACE	_SP	punct	added		False	False	False
In	in	ADP	IN	prep	added		True	False	True
some	some	DET	DT	det	cases		True	False	True
cases	case	NOUN	NNS	pobj	In		True	False	False
I	I	PRON	PRP	nsubj	added		True	False	True
have	have	AUX	VBP	aux	added		True	False	True
added	add	VERB	VBN	ROOT	added		True	False	False
to	to	ADP	IN	prep	added		True	False	True
ray	ray	DET	DT	nmod	observations		True	False	False
own	own	ADJ	JJ	amod	observations		True	False	True
observations	observation	NOUN	NNS	pobj	to		True	False	False
those	those	DET	DT	dobj	added		True	False	True
of	of	ADP	IN	prep	those		True	False	True
people	people	NOUN	NNS	pobj	of		True	False	False
living	live	VERB	VBG	acl	people		True	False	False
in	in	ADP	IN	prep	living		True	False	True
the	the	DET	DT	det	localities		True	False	True
localities	locality	NOUN	NNS	pobj	in		True	False	False
named	name	VERB	VBN	acl	localities		True	False	False
,	,	PUNCT	,	punct	people		False	True	False
